taxon	max_age	min_age
t1	18.3109112611661	15.1095634739561
t3	14.9581535451066	0
t4	9.898715367383	0
t5	9.95553578912795	6.64797151817126
t6	13.2060780685552	9.03500550613006
t7	4.83963571894421	0
t8	10.5799627488422	10.5799627488422
t9	9.71713874379424	4.91250861176661
t10	8.85149722536003	5.42461531630005
t11	8.3811582907844	6.49280806282395
t13	6.87040313696444	0
t14	6.89501722683236	6.89501722683236
t15	9.69595671262709	9.69595671262709
t17	6.248710513536	2.30734506740156
t19	4.11873596558717	0.659440040213337
t20	5.35440122741249	0
t21	7.61164863112825	7.61164863112825
t22	8.69146338688805	6.86068939626565
t23	4.86443064650032	0
t24	1.36500831535675	0
t25	2.09285305002149	2.09285305002149
t26	8.74821046441046	0
t28	8.84523536825421	0
t29	4.57788078424994	0
t30	7.51080267194023	7.51080267194023
t32	3.34958746234146	0
t34	4.04802565332324	0
t35	9.74237459744652	0
t36	6.88864881759423	0
t39	3.71422124032124	0
t40	7.36075376758238	7.36075376758238
t41	2.22522833642732	0
t42	4.34978656887691	0
t44	7.86161249422033	1.74860338534688
t45	2.07565773495851	0
t47	7.06138966967614	0
t48	1.90404972066906	0
t51	5.88671785608656	0
t52	6.33538289752883	0
t53	5.252421798597	0
t54	3.15706367654393	0
t55	5.72902225596742	0
t56	2.18862757837904	0
t59	0.33875645653282	0
t60	6.8154346014395	0
t61	5.94550128593093	0
t63	3.58870959805936	3.58870959805936
t67	9.41190604213495	7.2583074099742
t68	4.1910865826058	0
t70	4.64235251569513	4.64235251569513
t71	4.0469031604082	0
t72	5.36291578117786	4.21367450416116
t73	2.19853891880297	0
t76	0.826680519766587	0
t79	7.07923518566188	7.07923518566188
t80	9.04730232959106	0
t81	3.8664256884506	3.8664256884506
t83	4.56756211130566	0
t86	1.36731187466347	1.36731187466347
t88	6.76004194488369	4.57495683889262
t89	3.58907015502503	0
t90	8.20077352820018	0
t94	0.278290258633156	0
