taxon	int_1	int_2
t1	1	1
t3	1	1
t5	0	1
t6	1	0
t7	1	0
t8	0	1
t12	0	1
t14	1	1
t15	1	1
t18	1	0
t20	1	0
t21	1	0
t23	1	1
t24	0	1
t25	0	1
t26	1	1
t27	0	1
t28	1	1
t29	1	0
t31	1	0
t32	1	0
t36	1	0
t37	1	1
t38	1	1
t39	1	0
t40	1	0
t41	1	1
t42	1	0
t44	0	1
t45	0	1
t46	0	1
t47	0	1
t48	1	0
t49	1	0
t51	0	1
t52	0	1
t53	1	0
t54	1	0
t55	1	0
t56	1	0
t57	1	0
t59	1	0
t60	1	1
t61	0	1
t62	1	0
t64	1	0
t65	1	0
t68	1	1
t69	1	0
t70	0	1
t71	1	0
t73	1	0
t74	1	0
t75	1	0
t76	1	1
t77	0	1
t78	1	0
t79	0	1
t80	1	0
t81	1	1
t82	1	0
t86	1	0
t87	1	1
t88	1	0
t89	0	1
t90	1	0
t92	1	1
t94	1	0
t95	1	0
t96	1	0
t97	1	0
t98	1	0
t99	1	1
t103	1	0
t104	1	0
t106	1	0
t109	1	0
t110	1	0
t111	0	1
t112	1	0
t114	1	0
t115	1	0
t116	1	0
t117	1	0
t119	1	1
t121	1	0
t122	1	0
t124	1	1
t126	1	0
t128	1	0
t129	1	0
t131	1	0
t132	1	1
t133	1	0
t134	1	0
t135	1	0
t136	1	0
t137	1	0
t138	1	0
t139	1	0
t140	1	0
t141	1	0
t142	1	0
t146	1	0
t147	1	0
t148	1	0
t149	1	0
t150	1	0
t151	0	1
t152	1	0
t153	1	0
t154	1	0
t155	1	0
t156	1	0
t157	1	0
t158	1	0
t159	1	0
t160	1	0
t164	1	0
t165	1	0
t166	1	0
t167	1	0
t168	1	1
t169	1	0
t174	1	0
t175	1	0
t177	1	0
t178	1	0
t180	1	0
t181	1	0
t182	1	0
t183	1	0
t185	1	0
t186	1	0
t187	1	0
t189	1	0
t192	1	0
t194	1	0
t195	1	0
t199	1	0
t200	1	0
t203	1	0
t204	1	0
t205	1	0
t208	1	0
