taxon	int_1	int_2
t1	0	1
t2	0	1
t3	0	1
t4	0	1
t6	1	1
t7	0	1
t8	1	1
t9	1	1
t11	0	1
t14	0	1
t17	1	1
t18	0	1
t19	1	1
t21	1	0
t22	1	1
t23	0	1
t24	1	0
t25	1	1
t26	1	0
t27	1	1
t28	1	1
t29	1	0
t30	1	0
t31	1	0
t33	0	1
t35	1	1
t36	1	1
t37	0	1
t38	0	1
t39	1	1
t41	1	1
t43	0	1
t44	1	1
t45	0	1
t46	1	1
t47	0	1
t48	1	0
t49	1	0
t50	0	1
t52	0	1
t55	1	0
t59	1	0
t60	1	0
t61	1	0
t63	1	0
t64	1	0
t66	1	0
t67	1	0
t68	1	0
t70	1	0
t71	1	0
t72	1	0
t73	1	1
t74	1	0
t76	1	0
t78	1	1
t79	0	1
t80	1	0
t81	1	0
t83	1	1
t84	1	0
t85	1	0
t87	1	1
t88	1	0
t89	0	1
t91	1	1
t93	1	0
t94	1	0
t95	1	0
t96	1	0
t97	0	1
t98	1	0
t99	1	0
t100	0	1
t101	1	1
t102	1	0
t103	1	0
t104	1	0
t105	1	0
t106	1	0
t107	0	1
t108	0	1
t109	0	1
t110	1	0
t111	1	1
t114	1	0
t115	1	0
t117	1	0
t118	1	0
t119	1	0
t120	1	1
t121	1	0
t122	1	1
t123	1	1
t124	1	0
t125	1	0
t126	1	0
t128	1	1
t129	1	1
t133	1	0
t134	1	0
t135	1	0
t137	1	0
t138	1	0
t139	1	0
t141	1	0
t142	1	1
t143	1	0
t144	1	0
t146	1	1
t147	0	1
t148	0	1
t151	1	0
t152	1	0
t153	1	0
t154	1	0
t155	1	0
t156	1	0
t157	1	0
t159	0	1
t160	0	1
t161	0	1
t163	1	1
t166	0	1
t167	1	1
t168	1	0
t170	1	0
t171	1	0
t172	1	0
t174	1	0
t176	0	1
t179	1	0
t181	1	1
t184	1	0
t185	1	0
t186	1	0
t190	1	0
t193	1	0
t194	1	0
t196	1	0
t198	1	0
t199	1	0
t200	1	0
t201	1	0
t202	1	0
t204	1	0
t205	1	0
t206	1	0
t207	1	0
t211	1	0
t212	1	1
t213	1	0
t214	1	1
t215	0	1
t216	1	0
t219	1	0
t220	1	0
t226	1	0
t228	1	0
t229	1	0
t230	1	1
t231	1	0
t233	1	0
t234	1	0
t236	1	0
t237	1	0
t238	1	0
t239	1	1
t242	1	1
t243	1	0
t245	1	0
t247	1	0
t248	1	0
t249	1	0
t250	1	0
t251	1	0
t253	1	0
t254	1	0
t255	1	0
t260	1	0
t261	1	0
t264	1	0
t265	1	0
t266	1	0
t267	1	0
t268	1	0
t269	1	0
t270	1	0
t271	1	0
t272	1	1
t273	1	0
t274	1	0
t275	1	0
t278	1	0
t280	1	0
t282	1	0
t284	1	0
t285	1	0
t287	1	0
t289	1	0
t290	1	0
t292	1	0
t293	1	0
t294	1	0
t295	1	0
t296	1	0
t298	1	1
t299	1	0
t302	1	0
t304	1	0
t306	1	1
t307	1	0
t309	1	0
t310	1	0
t312	1	0
t315	1	0
t316	1	0
t318	1	0
t322	1	1
t323	1	0
t324	1	0
t325	1	0
t328	1	0
t330	1	0
t332	1	0
t334	1	0
t335	1	0
t336	1	0
t340	1	0
t341	1	0
t343	1	0
t347	1	0
t350	1	0
t354	1	0
t355	1	0
t356	1	0
t361	1	0
t362	1	0
t363	1	0
t364	1	0
t365	1	0
t366	1	0
t367	1	0
t368	1	0
