Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-35.11467	0	-35.11467	0.057083	0.102188	0.220458	0.165349	0.0676965	0.0547589	1.84353	0.446651	0.532789
10000	-22.42389	0	-22.42389	0.235138	0.119926	0.52462	0.275143	0.15237	0.110107	1.36629	0.896725	0.632241
20000	-23.81133	0	-23.81133	0.137088	0.0842935	0.0638662	0.220939	0.125775	0.0952012	3.02699	0.625926	0.810858
30000	-19.64205	0	-19.64205	0.0771631	0.202399	0.192639	0.22593	0.0805714	0.143665	0.919699	0.31304	1.07399
40000	-16.49604	0	-16.49604	0.10267	0.0565439	0.151085	0.438361	0.144914	0.114854	1.48503	0.593036	1.2036
50000	-21.45238	0	-21.45238	0.0757254	0.160852	0.308865	0.376401	0.156152	0.0702574	3.286	0.826064	0.754155
60000	-15.14057	0	-15.14057	0.156702	0.124594	0.137004	0.282505	0.165314	0.0835594	1.97141	0.523274	1.13422
70000	-17.87937	0	-17.87937	0.099159	0.219295	0.0936443	0.359608	0.177661	0.173492	1.61907	0.600583	0.873474
80000	-21.64339	0	-21.64339	0.119798	0.187015	0.204399	0.0944153	0.206741	0.159282	1.83549	0.993493	0.871563
90000	-21.19119	0	-21.19119	0.168839	0.09908	0.270733	0.156096	0.083398	0.104614	1.25753	0.678911	1.06066
100000	-15.37526	0	-15.37526	0.0544432	0.203248	0.137535	0.222307	0.0851971	0.0510029	1.14532	0.815866	1.24991
110000	-18.38683	0	-18.38683	0.0683936	0.139122	0.210278	0.125886	0.0523907	0.0571732	1.79615	0.569819	0.489555
120000	-16.47721	0	-16.47721	0.0874399	0.166225	0.307111	0.126438	0.117107	0.0624964	1.28062	0.572741	1.33115
130000	-20.34322	0	-20.34322	0.0789525	0.0966076	0.119959	0.384874	0.0973622	0.187082	2.74065	0.822667	0.824268
140000	-22.31532	0	-22.31532	0.0739071	0.0906568	0.298318	0.142469	0.241305	0.27031	2.09269	0.883279	0.53493
150000	-20.11949	0	-20.11949	0.105221	0.0792074	0.219317	0.296949	0.11169	0.238345	1.18258	0.920765	0.514705
160000	-24.75198	0	-24.75198	0.0847832	0.167888	0.28145	0.362384	0.205888	0.0869034	3.11255	1.27722	1.71213
170000	-22.24516	0	-22.24516	0.0885858	0.397019	0.234266	0.26593	0.104349	0.145373	1.52227	1.03074	0.528028
180000	-17.96969	0	-17.96969	0.0890278	0.10872	0.143855	0.267279	0.0669128	0.181024	1.20263	0.681385	0.324451
190000	-26.61883	0	-26.61883	0.232755	0.134209	0.158142	0.416909	0.136484	0.284564	1.97241	1.61131	0.501888
200000	-20.25947	0	-20.25947	0.0496493	0.071473	0.260913	0.116018	0.0363242	0.0937771	2.16717	0.325584	1.61311
210000	-20.45151	0	-20.45151	0.0687681	0.096178	0.252206	0.224137	0.165003	0.0982883	2.54565	0.831392	0.552938
220000	-22.53638	0	-22.53638	0.0455788	0.27642	0.135247	0.269917	0.147876	0.0981485	1.53652	0.32701	1.39802
230000	-19.5715	0	-19.5715	0.138443	0.148284	0.118628	0.155163	0.109445	0.171066	2.91932	0.53805	0.834987
240000	-19.95789	0	-19.95789	0.0643547	0.18357	0.0981338	0.19958	0.216674	0.0884831	1.19162	0.68907	0.793421
250000	-15.55363	0	-15.55363	0.110963	0.083958	0.143164	0.205842	0.131617	0.0934126	2.31846	0.607632	1.43866
260000	-17.96128	0	-17.96128	0.248855	0.13765	0.203431	0.179745	0.153216	0.136436	0.851696	0.467549	0.686757
270000	-20.68813	0	-20.68813	0.165656	0.183299	0.190708	0.317031	0.0499164	0.0936941	4.1979	0.592263	0.772884
280000	-20.78818	0	-20.78818	0.0886875	0.0902888	0.0916054	0.279523	0.0665788	0.166801	1.5621	0.532122	0.522375
290000	-19.30566	0	-19.30566	0.157095	0.0977931	0.174124	0.286087	0.186287	0.112074	2.79299	0.241049	0.735244
300000	-20.51172	0	-20.51172	0.168675	0.166229	0.285233	0.126755	0.143246	0.17039	2.69597	1.12015	0.375354
310000	-17.7641	0	-17.7641	0.204731	0.146161	0.275942	0.0743239	0.0853705	0.137349	1.2051	0.866267	0.613229
320000	-18.68719	0	-18.68719	0.111184	0.0775512	0.163108	0.15741	0.0512638	0.151431	0.877083	0.598415	1.56915
330000	-26.02038	0	-26.02038	0.170617	0.0941557	0.150742	0.111036	0.0846789	0.176629	2.27898	1.6521	1.32095
340000	-20.14453	0	-20.14453	0.152086	0.0862911	0.178698	0.119113	0.135508	0.145671	2.55037	1.31891	0.908449
350000	-19.18613	0	-19.18613	0.0876486	0.165066	0.199388	0.368626	0.111203	0.256349	2.35251	1.0876	0.71154
360000	-20.00258	0	-20.00258	0.0692659	0.151921	0.175014	0.152349	0.095646	0.166242	2.31617	0.451669	0.71465
370000	-24.45882	0	-24.45882	0.269414	0.0497336	0.131918	0.328944	0.0802483	0.0869808	2.04926	1.64368	1.47284
380000	-20.53081	0	-20.53081	0.0511937	0.101111	0.144121	0.164213	0.106475	0.243385	2.04562	0.552763	1.00527
390000	-21.22801	0	-21.22801	0.375874	0.171507	0.394332	0.168102	0.0668101	0.0636315	1.36447	0.55385	1.07509
400000	-22.38281	0	-22.38281	0.253568	0.135802	0.321471	0.324161	0.258826	0.0530235	1.67244	0.581904	0.767656
410000	-20.30535	0	-20.30535	0.159308	0.128709	0.0931972	0.329219	0.0894694	0.148583	1.15213	0.664777	0.405217
420000	-18.3307	0	-18.3307	0.21392	0.154676	0.101705	0.247698	0.101717	0.203102	1.34014	0.965503	1.22117
430000	-19.83863	0	-19.83863	0.0934688	0.0769866	0.338311	0.249369	0.106243	0.154838	1.4557	1.37051	0.741727
440000	-20.59056	0	-20.59056	0.0702211	0.176727	0.119979	0.143601	0.164433	0.103115	1.9863	0.619096	0.857231
450000	-23.55695	0	-23.55695	0.450162	0.0907659	0.159746	0.0957553	0.096678	0.139024	1.58728	0.52318	0.438056
460000	-21.02129	0	-21.02129	0.0918145	0.282905	0.26743	0.101926	0.139736	0.170778	1.40192	0.313497	0.742553
470000	-19.83302	0	-19.83302	0.11116	0.113475	0.0782036	0.218147	0.0496783	0.154978	1.9649	0.494658	0.548117
480000	-20.20849	0	-20.20849	0.0934904	0.294418	0.384303	0.141426	0.172901	0.11733	0.700869	0.481853	0.712259
490000	-23.73083	0	-23.73083	0.130555	0.141781	0.0912837	0.220725	0.264024	0.10116	1.77746	0.586329	0.969609
500000	-18.55651	0	-18.55651	0.0701836	0.267137	0.199593	0.213399	0.126311	0.134866	1.8245	0.290533	0.72582
510000	-24.02403	0	-24.02403	0.217848	0.112124	0.294433	0.31684	0.0655219	0.156781	3.16053	0.521589	1.55636
520000	-18.00155	0	-18.00155	0.118199	0.0999985	0.217031	0.180091	0.107888	0.303784	2.02425	0.883198	1.32954
530000	-17.4961	0	-17.4961	0.267165	0.134745	0.228476	0.141456	0.09093	0.0800481	0.983745	0.836712	0.965943
540000	-17.66889	0	-17.66889	0.116894	0.0732735	0.0875757	0.254209	0.0844629	0.128473	3.12073	1.4606	0.990022
550000	-20.69131	0	-20.69131	0.284133	0.109779	0.224013	0.470793	0.0709251	0.171684	1.87214	0.779326	0.983828
560000	-25.47905	0	-25.47905	0.185671	0.256152	0.157465	0.290477	0.0462752	0.228531	1.54633	0.778099	0.659282
570000	-25.77852	0	-25.77852	0.365564	0.100513	0.182315	0.446726	0.155949	0.0959863	1.06397	0.423444	0.564306
580000	-20.01026	0	-20.01026	0.211779	0.123126	0.106396	0.274022	0.073414	0.101786	2.9961	0.725906	0.84548
590000	-24.85156	0	-24.85156	0.172055	0.110719	0.0555126	0.121339	0.209432	0.225506	1.5332	1.19337	0.984546
600000	-17.09984	0	-17.09984	0.153605	0.183109	0.226811	0.246817	0.118916	0.0500371	1.5441	0.928974	0.851953
610000	-19.13261	0	-19.13261	0.1031	0.172398	0.0852447	0.288948	0.126987	0.116744	0.770066	0.90168	0.794104
620000	-20.09884	0	-20.09884	0.106431	0.164038	0.193702	0.157536	0.178182	0.051669	1.42093	0.613267	0.548432
630000	-19.1783	0	-19.1783	0.098978	0.223363	0.305362	0.224108	0.124602	0.141675	1.25955	0.583275	1.03775
640000	-17.48056	0	-17.48056	0.172574	0.0788298	0.195591	0.119337	0.105814	0.206109	1.41014	0.768066	0.750344
650000	-24.92123	0	-24.92123	0.251956	0.172192	0.237739	0.146342	0.0942515	0.170266	2.82319	0.53845	1.69533
660000	-14.94588	0	-14.94588	0.0790109	0.0889532	0.206025	0.247709	0.05295	0.100868	2.30693	0.784083	0.993928
670000	-21.09012	0	-21.09012	0.124564	0.120525	0.203886	0.336405	0.097852	0.195284	1.19445	0.501509	0.325175
680000	-18.62834	0	-18.62834	0.113573	0.183086	0.14823	0.271585	0.138355	0.0426662	1.83207	0.385039	0.67332
690000	-20.15611	0	-20.15611	0.0590759	0.137044	0.155234	0.207676	0.0557505	0.37374	1.42101	0.803411	0.862508
700000	-15.85445	0	-15.85445	0.0866485	0.109295	0.0767832	0.186735	0.081864	0.183189	1.0813	0.341035	1.08665
710000	-21.13971	0	-21.13971	0.166129	0.0326986	0.13327	0.0982159	0.0859853	0.109814	1.07244	0.659922	0.41886
720000	-17.67905	0	-17.67905	0.0935365	0.13665	0.125938	0.177182	0.166125	0.0855143	1.89784	0.549133	0.753037
730000	-17.42557	0	-17.42557	0.131201	0.139317	0.18688	0.219515	0.116806	0.107485	1.77471	1.60075	0.608296
740000	-21.89949	0	-21.89949	0.0953825	0.157017	0.343563	0.25922	0.196095	0.090244	0.695824	0.293102	0.81017
750000	-19.42141	0	-19.42141	0.0735167	0.191266	0.176444	0.161363	0.060932	0.128711	3.12506	0.671975	0.681051
760000	-22.15882	0	-22.15882	0.165458	0.156425	0.203724	0.351754	0.144244	0.114392	1.21187	0.665657	1.07825
770000	-18.88586	0	-18.88586	0.104394	0.176991	0.28949	0.220231	0.0726456	0.251286	1.7955	0.801016	1.0989
780000	-16.67923	0	-16.67923	0.113334	0.124282	0.177383	0.109584	0.106313	0.0981346	1.28006	0.548626	1.05811
790000	-20.79077	0	-20.79077	0.137977	0.167824	0.109876	0.294984	0.327847	0.0616497	1.43857	0.547571	0.996986
800000	-19.55763	0	-19.55763	0.0761616	0.236163	0.178019	0.403389	0.102295	0.130803	1.06832	0.668797	1.47922
810000	-26.69333	0	-26.69333	0.25934	0.215786	0.180503	0.300016	0.219427	0.0632208	0.715187	0.307517	0.586473
820000	-24.06311	0	-24.06311	0.277825	0.131112	0.300665	0.136071	0.0838944	0.14821	2.68637	1.38535	0.522391
830000	-17.84281	0	-17.84281	0.0507486	0.107386	0.142812	0.0922801	0.0732472	0.109005	1.49603	0.527404	0.503698
840000	-19.63559	0	-19.63559	0.0755214	0.26101	0.276076	0.283132	0.10858	0.189095	2.88894	0.674807	0.642469
850000	-17.16385	0	-17.16385	0.175669	0.232316	0.214898	0.189812	0.076108	0.0573176	0.974813	0.906306	0.595457
860000	-16.55549	0	-16.55549	0.0754155	0.139025	0.137438	0.0780681	0.0851638	0.146952	0.693831	0.571592	3.28635
870000	-17.17244	0	-17.17244	0.176091	0.137478	0.134075	0.195128	0.141349	0.040967	1.06536	1.03253	0.702567
880000	-19.6128	0	-19.6128	0.142303	0.171748	0.354631	0.143088	0.0831874	0.139921	1.13825	0.239415	0.915935
890000	-26.48152	0	-26.48152	0.152484	0.0906799	0.405922	0.121247	0.134109	0.286324	1.1628	0.952074	0.701267
900000	-25.60184	0	-25.60184	0.0801291	0.0954571	0.417274	0.245543	0.177508	0.16112	2.97384	0.375818	0.477577
910000	-18.95512	0	-18.95512	0.115238	0.2962	0.134655	0.269456	0.0559245	0.179012	1.54853	0.548336	1.44358
920000	-17.98599	0	-17.98599	0.176998	0.135953	0.151729	0.138917	0.0442889	0.109727	2.03114	0.324915	0.425637
