Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-119.871	0	-119.871	0.216465	0.219907	0.156203	0.0466303	0.0653177	0.170193	0.871183	0.610212	1.44027
10000	-24.63259	0	-24.63259	0.237023	0.144177	0.257275	0.142349	0.223072	0.344024	1.33064	0.45428	2.66652
20000	-30.18114	0	-30.18114	0.1424	0.201929	0.116488	0.221952	0.149022	0.0993604	1.1383	1.98394	0.322823
30000	-29.56411	0	-29.56411	0.212808	0.189885	0.562326	0.112567	0.288767	0.276623	0.591108	1.00943	0.998287
40000	-24.45273	0	-24.45273	0.192395	0.35725	0.2048	0.0805815	0.296252	0.0906092	1.01965	0.877898	0.917195
50000	-23.95288	0	-23.95288	0.119838	0.145414	0.207533	0.354134	0.144519	0.155629	0.708765	1.0118	0.807231
60000	-18.16839	0	-18.16839	0.14667	0.0956344	0.1431	0.169069	0.188823	0.063322	0.871825	1.30475	0.884151
70000	-19.6709	0	-19.6709	0.188387	0.105898	0.326602	0.15353	0.186359	0.102412	1.37194	0.489821	1.22295
80000	-30.44144	0	-30.44144	0.365844	0.0780489	0.287463	0.292257	0.180406	0.11386	5.49938	1.03174	0.754968
90000	-27.1539	0	-27.1539	0.087095	0.0584876	0.264411	0.293939	0.186637	0.142599	0.631638	2.16687	0.64664
100000	-21.53013	0	-21.53013	0.157003	0.0905783	0.192972	0.113081	0.247257	0.0950656	0.907337	0.464257	1.37419
110000	-20.77219	0	-20.77219	0.0800341	0.186749	0.144106	0.176546	0.204014	0.205691	0.822222	0.624923	0.629928
120000	-26.0075	0	-26.0075	0.157862	0.241905	0.0456795	0.17091	0.308169	0.0641681	1.19233	1.57049	0.757959
130000	-24.19697	0	-24.19697	0.22436	0.111105	0.0861602	0.151688	0.124587	0.0971515	1.00357	0.968415	0.259101
140000	-20.45422	0	-20.45422	0.138178	0.130337	0.122876	0.0779336	0.225006	0.116261	1.1579	0.97715	0.985764
150000	-19.92415	0	-19.92415	0.0665244	0.060099	0.195017	0.0981766	0.13652	0.121279	0.835848	0.577881	0.557019
160000	-18.25674	0	-18.25674	0.180564	0.257244	0.129914	0.123305	0.341112	0.148294	1.35705	1.03701	1.30503
170000	-21.10656	0	-21.10656	0.170041	0.0909991	0.193099	0.327768	0.258458	0.158089	0.676601	0.595513	0.892431
180000	-25.7717	0	-25.7717	0.093171	0.144964	0.735573	0.0966712	0.109418	0.190575	1.21328	0.552643	0.820361
190000	-29.52984	0	-29.52984	0.110388	0.153108	0.30358	0.146028	0.12233	0.234097	1.99252	0.863069	0.636906
200000	-17.46264	0	-17.46264	0.10945	0.309922	0.427267	0.292927	0.134328	0.140325	0.56868	1.08395	1.01082
210000	-24.80814	0	-24.80814	0.112884	0.0776903	0.0939967	0.143317	0.170128	0.101157	0.410149	1.03686	0.967988
220000	-29.07421	0	-29.07421	0.0896075	0.148758	0.171275	0.128994	0.290369	0.209782	0.836399	1.25572	0.33669
230000	-20.42504	0	-20.42504	0.120469	0.138975	0.140131	0.198989	0.243878	0.123729	1.18538	0.790498	0.630181
240000	-20.84525	0	-20.84525	0.169036	0.122441	0.154224	0.160982	0.13183	0.411815	0.719427	1.56979	0.70695
250000	-19.25973	0	-19.25973	0.113159	0.25046	0.159112	0.129321	0.107038	0.131281	1.21416	0.889959	0.919264
260000	-21.55595	0	-21.55595	0.208072	0.148551	0.102647	0.203389	0.242723	0.129149	0.682306	0.357364	0.808624
270000	-25.62849	0	-25.62849	0.114379	0.178884	0.253956	0.27756	0.0659489	0.051136	0.481469	0.283631	0.866224
280000	-18.13607	0	-18.13607	0.110029	0.153975	0.105449	0.164584	0.100464	0.0435382	0.943683	0.731273	1.05963
290000	-29.54179	0	-29.54179	0.080678	0.126012	0.156531	0.203935	0.117355	0.096812	0.711958	0.612465	0.50004
300000	-21.42663	0	-21.42663	0.0885787	0.104558	0.325573	0.203348	0.381361	0.0864685	0.918444	0.72628	1.2164
310000	-21.0486	0	-21.0486	0.175651	0.306047	0.0783312	0.284524	0.178046	0.0920368	0.80825	1.25263	0.608563
320000	-19.66948	0	-19.66948	0.183653	0.121656	0.125063	0.174025	0.106631	0.0964547	1.38833	1.59295	0.755057
330000	-24.95791	0	-24.95791	0.265651	0.0784703	0.313873	0.175428	0.169996	0.123322	0.430372	1.10878	1.045
340000	-22.58978	0	-22.58978	0.178975	0.176128	0.228109	0.14597	0.169002	0.0618793	0.805858	0.33746	0.866178
350000	-23.78342	0	-23.78342	0.136303	0.293046	0.250501	0.175219	0.137501	0.253415	0.868279	1.89764	0.76209
360000	-18.18534	0	-18.18534	0.0934856	0.126667	0.170272	0.118348	0.10295	0.101442	0.7733	0.541225	0.833377
370000	-25.44736	0	-25.44736	0.12651	0.348299	0.11313	0.135617	0.151638	0.105816	1.71482	1.01987	1.10165
380000	-22.58858	0	-22.58858	0.0948025	0.13463	0.189794	0.0416946	0.203953	0.108628	1.17546	0.859143	1.39284
390000	-21.21597	0	-21.21597	0.0951764	0.20561	0.168374	0.0918008	0.114213	0.173985	0.702884	0.677999	1.13938
400000	-18.87231	0	-18.87231	0.121007	0.148861	0.248685	0.0640336	0.184907	0.211679	0.660317	0.773454	0.793146
410000	-22.5977	0	-22.5977	0.346127	0.0770153	0.26918	0.250466	0.102868	0.0792159	1.00373	1.46325	1.02154
420000	-21.66097	0	-21.66097	0.0974873	0.166591	0.171199	0.0902999	0.11289	0.177377	1.86273	1.61586	0.802977
430000	-23.5591	0	-23.5591	0.157098	0.14775	0.125336	0.576964	0.0721516	0.0692442	0.669334	1.10699	0.63384
440000	-22.74387	0	-22.74387	0.153134	0.124216	0.174726	0.0971192	0.474212	0.137652	0.913071	1.36426	2.08249
450000	-21.07688	0	-21.07688	0.0420963	0.157993	0.215103	0.0886623	0.0980666	0.139507	0.913837	0.624712	0.669119
460000	-22.04941	0	-22.04941	0.15975	0.0959665	0.14047	0.184288	0.363491	0.109479	0.858808	1.11033	1.18015
470000	-17.75176	0	-17.75176	0.127492	0.0659108	0.237767	0.0948573	0.114387	0.171534	0.708898	1.7229	0.527305
480000	-32.62315	0	-32.62315	0.236697	0.210161	0.18154	0.212522	0.093773	0.182187	1.40401	1.96144	0.918168
490000	-18.21541	0	-18.21541	0.0641051	0.177142	0.173635	0.102282	0.150073	0.0875089	0.899852	0.810135	1.17844
500000	-31.80021	0	-31.80021	0.165968	0.516537	0.214918	0.130009	0.294305	0.0854035	1.22321	0.73852	0.742605
510000	-23.67084	0	-23.67084	0.118887	0.154965	0.0434832	0.350354	0.162422	0.0940555	0.722307	1.34378	1.49663
520000	-19.06128	0	-19.06128	0.110831	0.189574	0.212456	0.0958888	0.233827	0.120488	1.77637	0.844977	1.96271
530000	-20.89461	0	-20.89461	0.124031	0.140198	0.245037	0.149018	0.0925711	0.171781	1.71908	0.785147	0.826234
540000	-17.71105	0	-17.71105	0.115463	0.183284	0.204925	0.0925802	0.286626	0.128623	0.641655	0.980362	1.08274
550000	-23.46075	0	-23.46075	0.156184	0.0711442	0.220423	0.177394	0.198867	0.339086	1.58494	1.13112	0.760021
560000	-20.00756	0	-20.00756	0.14346	0.128631	0.132864	0.171829	0.224559	0.142226	0.642215	1.1481	0.903221
570000	-27.24692	0	-27.24692	0.105437	0.154429	0.106572	0.158154	0.174685	0.0951143	2.44888	0.771147	0.757507
580000	-18.42017	0	-18.42017	0.175165	0.111396	0.139155	0.123549	0.210423	0.187614	0.765828	1.10956	1.63374
590000	-25.63146	0	-25.63146	0.218072	0.19201	0.232772	0.165808	0.294644	0.154136	2.93813	0.781438	1.35836
600000	-22.07541	0	-22.07541	0.112817	0.155297	0.210344	0.305458	0.133818	0.177748	0.864268	1.17819	1.43875
610000	-22.23009	0	-22.23009	0.232757	0.116492	0.27479	0.098373	0.102386	0.111158	0.739563	1.15561	0.824844
620000	-23.52654	0	-23.52654	0.0495487	0.069815	0.155716	0.13015	0.0424044	0.125348	0.724023	0.460067	0.545615
630000	-22.59332	0	-22.59332	0.0703279	0.200273	0.222005	0.178545	0.230692	0.197797	0.72661	0.916362	1.22694
640000	-19.3923	0	-19.3923	0.125961	0.0758166	0.13748	0.297398	0.0702714	0.194124	0.599849	1.08096	1.68829
650000	-20.3368	0	-20.3368	0.0669452	0.115756	0.55073	0.0765597	0.134293	0.168911	0.706955	0.958931	1.29211
660000	-21.71015	0	-21.71015	0.157015	0.0972883	0.176743	0.15298	0.0544733	0.0999896	0.583062	1.3342	1.11708
670000	-24.4511	0	-24.4511	0.105151	0.166613	0.0940143	0.218517	0.132586	0.078021	1.13073	1.27261	0.470009
680000	-21.51549	0	-21.51549	0.0565554	0.137817	0.238639	0.177767	0.180976	0.166781	0.311354	1.83931	1.94708
690000	-25.82657	0	-25.82657	0.0762045	0.255631	0.154895	0.149214	0.136457	0.107752	1.68281	0.885456	0.381279
700000	-21.75748	0	-21.75748	0.145587	0.196554	0.137623	0.0585186	0.14236	0.0893381	0.864256	2.91177	0.64061
710000	-24.0363	0	-24.0363	0.138526	0.109525	0.481511	0.47369	0.122332	0.0766373	0.750417	0.983504	0.914929
720000	-21.22389	0	-21.22389	0.0496581	0.207111	0.222152	0.289771	0.117713	0.181958	1.13312	0.935358	0.785905
730000	-21.24546	0	-21.24546	0.286329	0.193607	0.156317	0.0548001	0.132328	0.173458	1.12606	0.703306	1.00795
740000	-18.86496	0	-18.86496	0.19509	0.0628753	0.152393	0.221109	0.166982	0.0975657	1.35981	0.738887	0.860317
750000	-32.54239	0	-32.54239	0.0833092	0.23131	0.116929	0.104929	0.254143	0.0687759	1.65934	0.858322	0.357428
760000	-23.68473	0	-23.68473	0.099987	0.101664	0.0793714	0.217291	0.153434	0.331647	0.950873	1.07823	1.55736
770000	-31.13421	0	-31.13421	0.147509	0.110175	0.350644	0.292487	0.131404	0.246089	0.528321	0.908749	0.841604
780000	-22.16492	0	-22.16492	0.0953934	0.248059	0.0820595	0.149711	0.22271	0.201336	0.24393	0.80944	0.680273
790000	-28.44499	0	-28.44499	0.175621	0.117697	0.263913	0.376706	0.158224	0.0577927	0.421373	0.321881	0.648329
800000	-22.56757	0	-22.56757	0.0831451	0.166521	0.118843	0.0857978	0.0521408	0.142975	0.618902	0.80949	2.09161
810000	-22.17166	0	-22.17166	0.128057	0.161308	0.193961	0.137956	0.187643	0.193394	1.13534	2.55565	0.647178
820000	-20.32579	0	-20.32579	0.111194	0.128406	0.152149	0.217237	0.102186	0.0894359	0.797885	0.951068	3.31137
830000	-16.37283	0	-16.37283	0.186926	0.151493	0.20861	0.103921	0.106985	0.130253	1.03803	0.928739	0.681222
840000	-24.17942	0	-24.17942	0.225263	0.0683323	0.303975	0.211592	0.126002	0.0786463	0.616091	0.818147	1.21772
850000	-22.37612	0	-22.37612	0.10764	0.0542552	0.234835	0.127287	0.0745556	0.230789	0.937539	0.965516	0.960798
860000	-27.28477	0	-27.28477	0.185528	0.175113	0.169865	0.153442	0.398032	0.15301	1.28019	1.00198	1.01594
870000	-22.81268	0	-22.81268	0.117135	0.168957	0.112959	0.334097	0.0760527	0.128238	2.1389	0.583716	0.699479
880000	-27.63973	0	-27.63973	0.213838	0.111499	0.0857219	0.433117	0.374547	0.0883563	1.57526	1.35275	0.742821
890000	-21.96436	0	-21.96436	0.0687316	0.125731	0.204293	0.221045	0.105937	0.146286	0.75495	0.914715	0.910511
900000	-31.35327	0	-31.35327	0.0718862	0.157189	0.129051	0.166957	0.5441	0.219975	1.15146	1.75939	1.44094
910000	-22.49771	0	-22.49771	0.0997645	0.270991	0.174882	0.0991147	0.124493	0.103626	0.529885	0.566247	1.79788
920000	-18.38737	0	-18.38737	0.227004	0.148284	0.293909	0.0917027	0.325126	0.0931287	0.991038	0.80364	1.01801
930000	-19.80843	0	-19.80843	0.179026	0.0698422	0.256538	0.136823	0.167322	0.226822	1.1796	1.96368	1.08561
940000	-20.17458	0	-20.17458	0.11709	0.0957642	0.152899	0.0498474	0.37222	0.203059	0.630228	0.827893	1.1193
950000	-30.23378	0	-30.23378	0.247945	0.115389	0.198103	0.0993811	0.243771	0.0862593	0.750337	0.938491	0.504818
960000	-24.81839	0	-24.81839	0.145571	0.0919541	0.384965	0.280987	0.321328	0.0711934	0.464317	1.11284	0.840957
970000	-22.97022	0	-22.97022	0.0654638	0.178607	0.109861	0.216748	0.131594	0.0741973	0.625524	1.07545	1.15503
980000	-24.62153	0	-24.62153	0.0719537	0.0954779	0.0836776	0.225392	0.251706	0.0495169	2.20225	0.75005	0.35741
990000	-18.60127	0	-18.60127	0.172471	0.132175	0.0863528	0.140364	0.171208	0.222048	1.22234	0.712123	0.901142
1000000	-25.95328	0	-25.95328	0.138273	0.104186	0.307893	0.107628	0.0278642	0.14549	0.457257	0.948878	0.651768
1010000	-19.60235	0	-19.60235	0.102202	0.0831726	0.192848	0.0931922	0.24607	0.102029	1.24543	0.769823	0.535183
1020000	-25.79435	0	-25.79435	0.191248	0.151089	0.105527	0.0837042	0.132198	0.0716589	0.820196	0.659406	0.972066
1030000	-23.7215	0	-23.7215	0.0811895	0.30774	0.185026	0.139622	0.139995	0.127941	0.565976	0.886864	0.817581
1040000	-22.49646	0	-22.49646	0.0952479	0.200291	0.242391	0.0807293	0.104008	0.249737	1.37076	0.705116	0.884625
1050000	-23.16593	0	-23.16593	0.174957	0.186641	0.11563	0.133785	0.107978	0.323962	0.860427	1.25913	0.604733
1060000	-22.88242	0	-22.88242	0.238874	0.185726	0.33273	0.145595	0.0718488	0.200579	0.437945	1.14357	0.839816
1070000	-18.49714	0	-18.49714	0.110572	0.130287	0.262751	0.296647	0.11208	0.128547	0.734467	0.467537	0.80487
1080000	-21.9905	0	-21.9905	0.170805	0.147949	0.262238	0.23278	0.195318	0.0712838	0.503638	0.827825	0.667342
1090000	-20.23254	0	-20.23254	0.172566	0.229101	0.11115	0.0749187	0.238816	0.0883218	1.90877	0.524195	0.865287
1100000	-28.44302	0	-28.44302	0.188717	0.117351	0.115288	0.413479	0.100701	0.324811	1.07041	0.716834	1.50026
1110000	-20.73645	0	-20.73645	0.175463	0.112232	0.198155	0.343851	0.0695257	0.0812183	0.540537	0.765503	0.994455
1120000	-27.84575	0	-27.84575	0.211253	0.0629297	0.242231	0.0984847	0.291482	0.266488	2.8018	0.854088	0.554272
1130000	-26.87107	0	-26.87107	0.136998	0.151381	0.118789	0.138041	0.131165	0.311708	0.495668	0.287787	0.435076
1140000	-24.23461	0	-24.23461	0.0859227	0.321347	0.196555	0.248448	0.0979226	0.0994752	1.98495	0.784987	0.655748
1150000	-21.20274	0	-21.20274	0.14437	0.18316	0.240651	0.132261	0.125727	0.0994144	1.26705	0.708091	0.649318
1160000	-23.31894	0	-23.31894	0.166152	0.292829	0.247321	0.125273	0.232844	0.223076	0.635146	0.333773	1.2147
1170000	-19.02009	0	-19.02009	0.169325	0.144991	0.22076	0.155326	0.0910811	0.188311	1.65684	1.40133	1.03374
1180000	-24.11868	0	-24.11868	0.116569	0.103746	0.313573	0.0808435	0.144363	0.176564	0.526013	1.39	1.37761
1190000	-25.5695	0	-25.5695	0.162199	0.0894262	0.160549	0.364768	0.132346	0.149367	1.48588	1.18278	1.19037
1200000	-22.60934	0	-22.60934	0.0604766	0.494396	0.192557	0.0981246	0.219836	0.112438	0.728117	0.935048	0.753101
1210000	-24.94974	0	-24.94974	0.055918	0.205723	0.258603	0.118897	0.127724	0.275394	0.449499	2.06541	1.02497
1220000	-20.97507	0	-20.97507	0.129171	0.160339	0.191617	0.167908	0.116615	0.114722	0.905213	1.6649	1.28166
1230000	-20.00063	0	-20.00063	0.108979	0.149498	0.290121	0.125485	0.187239	0.143981	0.879079	1.0021	0.581488
1240000	-27.87281	0	-27.87281	0.146225	0.144753	0.205306	0.296567	0.158689	0.212534	0.75068	0.792613	0.749961
1250000	-21.80955	0	-21.80955	0.217442	0.121739	0.333953	0.124582	0.116327	0.112751	0.807603	0.229866	0.686455
1260000	-22.78815	0	-22.78815	0.0587899	0.146118	0.160297	0.131381	0.275479	0.146174	0.573052	0.690327	0.578996
1270000	-26.24575	0	-26.24575	0.0782769	0.130992	0.710091	0.0668504	0.0615911	0.0978337	0.638253	1.23369	1.29332
1280000	-18.15872	0	-18.15872	0.267237	0.130913	0.188781	0.097866	0.160675	0.223535	0.601085	0.695346	0.743468
1290000	-29.34454	0	-29.34454	0.114174	0.175325	0.119063	0.135884	0.0416671	0.222969	2.13491	1.41612	1.3523
1300000	-27.16849	0	-27.16849	0.205831	0.28355	0.213686	0.0601064	0.197656	0.127716	0.650207	0.145415	0.982749
1310000	-25.14735	0	-25.14735	0.141836	0.158997	0.144669	0.247938	0.21114	0.140807	2.0255	0.513112	0.87567
1320000	-21.93978	0	-21.93978	0.0608614	0.210075	0.103527	0.188705	0.12603	0.100415	1.6749	0.734697	0.51667
1330000	-19.88813	0	-19.88813	0.298104	0.157818	0.0812382	0.17636	0.123746	0.225194	0.915242	0.3758	0.702254
1340000	-16.08369	0	-16.08369	0.135163	0.200496	0.351622	0.227501	0.158536	0.0744253	0.684045	0.65243	1.30604
1350000	-20.75336	0	-20.75336	0.088772	0.11693	0.296862	0.304281	0.162108	0.212566	0.925515	1.23722	0.89952
1360000	-27.7288	0	-27.7288	0.130805	0.0431443	0.36633	0.0887521	0.12856	0.241575	0.364176	0.614075	0.4608
1370000	-25.59357	0	-25.59357	0.481745	0.110786	0.171821	0.187375	0.0939817	0.100003	0.358183	0.896415	0.539398
