Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-132.6304	0	-132.6304	0.17219	0.126213	0.172801	0.163687	0.386065	0.0958144	0.275616	0.708983	0.931659
10000	-33.01895	0	-33.01895	0.143917	0.142306	0.127503	0.0846759	0.118129	0.20199	0.587306	0.792399	0.336972
20000	-35.12881	0	-35.12881	0.135614	0.202359	0.206943	0.130471	0.184601	0.115623	1.01688	0.670485	0.651474
30000	-34.34625	0	-34.34625	0.132516	0.0859049	0.583666	0.155174	0.176877	0.126013	0.807049	1.90849	0.545636
40000	-32.31119	0	-32.31119	0.073175	0.178527	0.228862	0.0853375	0.168535	0.177692	2.40563	1.18476	0.432459
50000	-41.7803	0	-41.7803	0.115386	0.171945	0.110111	0.203393	0.102553	0.110241	1.33791	1.05137	0.403911
60000	-32.34354	0	-32.34354	0.15969	0.315093	0.154265	0.0727665	0.163742	0.117009	0.714413	0.893821	0.54391
70000	-44.14122	0	-44.14122	0.0859683	0.213695	0.271574	0.0892969	0.297319	0.198588	0.476565	0.888684	0.741699
80000	-35.46606	0	-35.46606	0.109591	0.108779	0.0816517	0.0571574	0.0881699	0.171173	0.740944	1.27103	1.05629
90000	-25.87416	0	-25.87416	0.140043	0.181614	0.132993	0.124402	0.128978	0.0702271	1.1796	1.28543	0.751073
100000	-27.14737	0	-27.14737	0.0977617	0.408524	0.199046	0.120475	0.205562	0.252506	0.906252	1.04321	0.995254
110000	-29.29181	0	-29.29181	0.0497513	0.400816	0.0898104	0.0693761	0.158477	0.0584386	2.12357	0.898683	0.632966
120000	-38.09348	0	-38.09348	0.0844842	0.122702	0.298027	0.150282	0.19973	0.179138	1.75215	1.33526	0.849177
130000	-29.03278	0	-29.03278	0.0691584	0.415801	0.0826573	0.137121	0.0912234	0.144411	0.491089	0.639203	1.65284
140000	-36.81588	0	-36.81588	0.134968	0.163195	0.394123	0.193547	0.0771735	0.249871	0.647858	0.988863	0.756068
150000	-30.18461	0	-30.18461	0.0886296	0.262781	0.107632	0.201114	0.114598	0.0378275	0.688254	0.93804	0.712309
160000	-36.72171	0	-36.72171	0.133197	0.223106	0.266534	0.0930369	0.0956393	0.0806705	1.2019	0.950818	0.550849
170000	-39.33151	0	-39.33151	0.147003	0.130392	0.124024	0.156822	0.180913	0.127149	1.07072	0.557577	0.616708
180000	-32.59102	0	-32.59102	0.126109	0.37996	0.151765	0.1296	0.150746	0.0917168	1.12079	1.13928	0.602345
190000	-26.95219	0	-26.95219	0.110142	0.188418	0.146322	0.205029	0.187811	0.128378	0.875869	1.28565	0.461704
200000	-37.13316	0	-37.13316	0.098566	0.207889	0.153035	0.167414	0.154221	0.0972555	0.475398	0.850773	0.685939
210000	-28.93577	0	-28.93577	0.0781478	0.214031	0.119306	0.14571	0.0966778	0.0885551	1.20045	0.980526	0.392416
