Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-210.9266	0	-210.9266	0.120115	0.133997	0.384861	0.157244	0.136468	0.25603	1.09404	0.383163	0.833873
10000	-50.99807	0	-50.99807	0.408086	0.186591	0.17006	0.156361	0.187702	0.108085	0.896662	1.37866	0.618927
20000	-49.49314	0	-49.49314	0.046354	0.209397	0.248036	0.0912892	0.19268	0.062848	1.25324	0.761037	0.561674
30000	-54.76758	0	-54.76758	0.175552	0.465476	0.214855	0.139407	0.214265	0.240801	0.363638	1.02967	0.434584
40000	-64.81559	0	-64.81559	0.101264	0.332437	0.356318	0.182009	0.276235	0.108265	0.738598	1.47708	0.320341
50000	-62.94675	0	-62.94675	0.192554	0.092544	0.182683	0.630483	0.107383	0.235292	1.26909	0.740442	2.03938
60000	-57.32565	0	-57.32565	0.0794217	0.288146	0.182147	0.215202	0.140359	0.127637	1.93076	1.40602	0.689919
70000	-58.28153	0	-58.28153	0.131022	0.141391	0.18734	0.155781	0.238165	0.109238	1.20455	0.438297	0.677229
80000	-46.31485	0	-46.31485	0.173301	0.325254	0.2042	0.232582	0.0790534	0.112102	0.746117	0.588423	2.98145
90000	-48.44014	0	-48.44014	0.21441	0.224328	0.0766934	0.164641	0.122468	0.0951314	0.956606	0.541308	1.10979
100000	-50.37517	0	-50.37517	0.125726	0.260555	0.102976	0.120911	0.249245	0.0962574	1.58987	1.24665	1.44386
110000	-49.62026	0	-49.62026	0.103777	0.179569	1.14051	0.150385	0.106142	0.107842	1.75484	0.713322	0.871684
120000	-42.44998	0	-42.44998	0.114533	0.17712	0.0982522	0.0673312	0.128364	0.126894	0.872266	1.16119	0.911696
130000	-50.7352	0	-50.7352	0.0844617	0.180363	0.262348	0.16296	0.0751052	0.106166	0.743599	1.01363	0.882619
140000	-42.35547	0	-42.35547	0.117469	0.198465	0.152771	0.172862	0.166913	0.0691711	2.02041	0.959789	0.364108
150000	-50.00178	0	-50.00178	0.0871129	0.213172	0.272826	0.175029	0.0623624	0.181529	1.2406	0.635935	1.32188
160000	-52.54928	0	-52.54928	0.172414	0.121985	0.129786	0.209783	0.208713	0.0519166	0.97929	1.07557	1.25114
170000	-56.5392	0	-56.5392	0.214118	0.140947	0.162926	0.266342	0.0476476	0.0780031	1.61474	0.802349	0.510546
180000	-50.98617	0	-50.98617	0.2561	0.224645	0.119639	0.238723	0.11429	0.113718	0.886761	0.844684	0.353275
190000	-53.86986	0	-53.86986	0.173064	0.128541	0.0916575	0.23375	0.0745577	0.0525916	1.01363	0.520675	1.35272
200000	-52.98591	0	-52.98591	0.0730763	0.236567	0.209498	0.182482	0.204909	0.243651	0.626362	0.816126	1.08606
210000	-52.95577	0	-52.95577	0.121338	0.234454	0.126355	0.194964	0.132248	0.0772131	0.597677	0.550793	0.701519
220000	-41.41314	0	-41.41314	0.164604	0.218205	0.220072	0.15036	0.155985	0.0669237	1.87118	2.06749	0.949808
230000	-54.34308	0	-54.34308	0.0538779	0.318252	0.0984795	0.194441	0.11941	0.104135	1.80088	0.733073	2.62191
240000	-51.53545	0	-51.53545	0.203806	0.143811	0.0843997	0.251979	0.218003	0.105052	1.38547	1.03254	0.778902
250000	-49.8644	0	-49.8644	0.102371	0.183399	0.0804634	0.242165	0.215685	0.0783681	1.38859	0.878331	0.67129
260000	-45.22833	0	-45.22833	0.20828	0.134445	0.174645	0.204747	0.0881119	0.102769	0.897979	1.01593	0.969278
270000	-41.57821	0	-41.57821	0.12841	0.180185	0.216622	0.125112	0.177127	0.102409	1.35704	1.39157	0.563677
280000	-49.90839	0	-49.90839	0.225245	0.407939	0.0850323	0.282393	0.0885396	0.12619	0.838018	0.546781	0.400637
290000	-46.00204	0	-46.00204	0.101917	0.344067	0.0972023	0.147398	0.269282	0.130458	0.68532	0.515928	1.44277
300000	-57.24335	0	-57.24335	0.181884	0.172002	0.378918	0.139439	0.159238	0.091551	0.357258	0.922042	0.534159
310000	-52.32764	0	-52.32764	0.101453	0.176886	0.0952158	0.185075	0.150993	0.123258	2.42719	0.915097	0.840185
320000	-47.46476	0	-47.46476	0.110022	0.200466	0.203628	0.151957	0.0914367	0.122128	0.732655	0.82915	0.742352
330000	-48.95292	0	-48.95292	0.15216	0.171755	0.135237	0.178668	0.188384	0.117899	2.41972	1.1096	0.410988
340000	-55.60696	0	-55.60696	0.153114	0.18904	0.0821696	0.13397	0.155542	0.137749	0.822206	0.385038	0.578955
350000	-42.76462	0	-42.76462	0.162719	0.395103	0.109408	0.155973	0.0958667	0.139993	1.4561	0.757813	1.21758
360000	-47.65399	0	-47.65399	0.098497	0.351229	0.165648	0.173115	0.156907	0.103245	1.56647	1.01795	1.12626
370000	-45.29655	0	-45.29655	0.256296	0.188054	0.0856982	0.312218	0.224773	0.102791	1.3357	1.08662	0.530356
380000	-48.91516	0	-48.91516	0.1002	0.238807	0.355094	0.0825122	0.17314	0.271096	1.08512	0.650282	0.481084
390000	-48.13063	0	-48.13063	0.142166	0.349321	0.275054	0.199793	0.236387	0.201626	1.22604	1.79586	0.67009
400000	-52.72884	0	-52.72884	0.143398	0.094732	0.410396	0.209003	0.131934	0.10983	1.35262	0.98095	0.227877
410000	-47.33534	0	-47.33534	0.24716	0.139013	0.14552	0.129767	0.143295	0.0705107	1.24226	0.526694	0.700638
420000	-46.28534	0	-46.28534	0.145624	0.233482	0.162695	0.148354	0.336369	0.146711	0.987317	0.90861	0.593002
430000	-41.73531	0	-41.73531	0.110428	0.438828	0.104344	0.147774	0.179593	0.148565	1.2712	1.25659	1.25401
440000	-44.13612	0	-44.13612	0.172506	0.134475	0.166697	0.282271	0.147425	0.0553059	1.45954	0.91999	0.757664
450000	-54.43643	0	-54.43643	0.151862	0.244595	0.094365	0.241676	0.0835679	0.0901989	0.549027	0.372344	0.377886
460000	-53.1923	0	-53.1923	0.122067	0.0830578	0.243831	0.189706	0.127041	0.055653	0.537857	0.723971	1.13414
470000	-57.07859	0	-57.07859	0.183249	0.169957	0.598983	0.0984285	0.166395	0.231377	0.855901	0.564941	0.526102
480000	-47.99925	0	-47.99925	0.125585	0.110379	0.584763	0.228485	0.170462	0.17766	0.810745	1.3032	1.60037
490000	-47.64401	0	-47.64401	0.187307	0.237169	0.213039	0.238454	0.086794	0.205127	0.392931	0.843981	0.600257
500000	-46.02849	0	-46.02849	0.204798	0.187766	0.106984	0.177095	0.181439	0.118189	1.05845	0.740338	0.984566
510000	-47.8695	0	-47.8695	0.212581	0.361347	0.32672	0.220493	0.149155	0.0883294	1.35505	1.21395	0.420623
520000	-51.97988	0	-51.97988	0.0678988	0.147056	0.245051	0.211169	0.178942	0.124244	1.446	0.922343	0.751592
530000	-56.16627	0	-56.16627	0.112501	0.363681	0.210846	0.13286	0.137688	0.0443792	0.396209	0.759532	0.792104
540000	-49.76184	0	-49.76184	0.0921943	0.29063	0.0826856	0.181041	0.0932587	0.330515	0.71256	0.553001	1.17634
550000	-62.76586	0	-62.76586	0.0723966	0.114056	0.192837	0.178514	0.128547	0.261938	1.23576	0.535057	0.541871
560000	-47.89077	0	-47.89077	0.225667	0.213939	0.171657	0.15479	0.146661	0.113314	1.80213	0.790565	0.635127
570000	-45.92742	0	-45.92742	0.0754546	0.347603	0.212952	0.161718	0.110332	0.184103	0.640957	1.1105	0.820227
580000	-41.43966	0	-41.43966	0.165639	0.212146	0.0988548	0.143107	0.0795892	0.0477514	1.14679	0.952228	0.896796
590000	-51.03117	0	-51.03117	0.287418	0.330118	0.121884	0.191179	0.20937	0.120293	0.838459	0.577625	1.23675
600000	-44.56499	0	-44.56499	0.15731	0.277515	0.173064	0.177282	0.0928854	0.0588206	0.777957	1.19742	0.551564
610000	-47.05038	0	-47.05038	0.211691	0.17076	0.114731	0.14969	0.055816	0.0688101	2.01471	0.64544	0.946408
620000	-52.21525	0	-52.21525	0.129141	0.27007	0.190036	0.114808	0.0858735	0.0883575	1.82423	0.738549	0.884754
630000	-48.60816	0	-48.60816	0.0931362	0.18056	0.300784	0.0646927	0.105624	0.0730807	1.63684	1.06156	0.933385
640000	-47.77721	0	-47.77721	0.115072	0.459613	0.0879835	0.183401	0.136081	0.055824	0.866677	0.592898	0.637476
650000	-54.55226	0	-54.55226	0.319572	0.116473	0.276289	0.277041	0.14908	0.126468	0.775905	0.765861	0.53974
