taxon	int_1	int_2
t2	0	1
t4	1	1
t5	1	1
t6	0	1
t7	0	1
t8	0	1
t9	1	0
t12	1	0
t13	1	0
t15	0	1
t16	0	1
t17	0	1
t18	0	1
t20	0	1
t22	1	0
t24	1	0
t28	0	1
t29	1	1
t30	1	0
t31	0	1
t33	0	1
t34	0	1
t36	1	1
t37	1	0
t38	1	0
t39	0	1
t40	1	1
t41	1	1
t42	1	1
t46	0	1
t47	0	1
t48	1	0
t49	0	1
t50	1	1
t51	1	0
t54	1	0
t57	0	1
t58	1	0
t60	1	0
t61	1	0
t62	1	0
t64	0	1
t66	1	1
t67	0	1
t68	1	0
t71	1	1
t72	1	0
t73	1	0
t74	1	1
t75	0	1
t78	1	0
t79	1	0
t80	0	1
t81	1	1
t83	0	1
t84	1	1
t86	1	0
t90	1	0
t91	1	0
t92	1	0
t93	1	1
t94	1	0
t95	1	0
t96	1	0
t101	0	1
t102	0	1
t103	1	0
t105	1	0
t106	1	1
t107	1	1
t108	1	1
t109	0	1
t112	1	0
t113	1	0
t114	1	0
t116	1	0
t118	1	0
t119	1	0
t120	1	0
t121	1	1
t122	1	1
t123	1	1
t125	1	1
t126	1	0
t128	1	0
t129	1	0
t130	1	0
t132	1	0
t133	1	0
t134	1	0
t136	1	0
t137	1	1
t139	0	1
t140	0	1
t141	1	0
t143	1	0
t144	1	0
t145	1	0
t146	1	0
t147	1	0
t148	1	0
t149	1	0
t152	1	0
t153	1	1
t154	1	1
t156	1	1
t157	1	0
t159	1	1
t160	1	0
t162	1	0
t165	1	0
t166	1	0
t167	1	0
t168	1	0
t169	1	0
t170	1	1
t176	1	1
t177	1	1
t179	1	0
t180	0	1
t181	1	0
t182	1	0
t186	1	0
t189	1	0
t191	1	1
t192	1	1
t193	1	0
t194	1	1
t195	1	0
t196	1	0
t197	1	0
t198	1	0
t201	0	1
t202	1	1
t203	0	1
t204	1	0
t205	1	0
t206	1	0
t209	1	0
t210	1	0
t211	1	0
t212	1	0
t213	1	0
t214	1	0
t215	1	0
t216	1	0
t219	1	1
t220	1	1
t222	1	0
t224	1	0
t226	1	0
t227	1	0
t228	1	0
t229	1	0
t230	1	0
t232	1	0
t233	1	0
t235	1	0
t236	1	0
t238	1	0
t239	1	0
t240	1	0
t243	1	0
t244	1	1
t245	1	0
t246	0	1
t247	1	0
t248	1	0
t249	1	0
t250	1	0
t251	1	1
t252	1	0
t253	1	0
t254	1	0
t255	1	0
t258	1	0
t259	1	0
t261	1	1
t262	1	0
t263	1	1
t264	1	0
t268	1	0
t269	1	0
t270	1	0
t272	1	0
t273	1	0
t275	1	0
t276	1	0
t277	1	0
t278	1	0
t279	1	0
t282	1	1
t284	1	0
t285	1	1
t286	1	1
t287	1	0
t288	1	0
t289	1	0
t290	1	0
t291	1	0
t293	1	0
t296	1	0
t297	1	0
t298	1	0
t299	1	0
t300	1	0
t303	1	0
t304	1	0
t305	0	1
t307	1	0
t308	1	0
t309	1	0
t311	1	1
t313	1	0
t314	1	0
t319	1	0
t321	1	0
t324	1	0
t325	1	0
t328	1	0
t329	1	0
t330	1	0
t331	1	0
t332	1	0
t333	1	0
t335	1	0
t336	1	0
t338	1	0
t341	1	0
t343	1	0
t344	1	0
t345	1	0
t346	1	0
t347	1	0
t348	1	0
t350	1	0
t351	1	0
t352	1	1
t354	1	0
t357	1	0
t359	1	0
t360	1	0
t361	1	0
t364	1	0
t365	1	0
t366	1	0
t368	1	0
t369	1	0
t373	1	0
t377	1	0
