taxon	int_1	int_2
t4	1	1
t6	0	1
t7	1	1
t8	1	1
t9	0	1
t10	1	0
t12	1	0
t14	1	1
t15	0	1
t16	0	1
t21	1	1
t22	1	0
t25	1	0
t26	1	0
t27	1	1
t28	0	1
t29	1	0
t30	1	1
t31	1	1
t35	1	0
t36	1	1
t37	0	1
t38	1	0
t39	1	0
t40	1	0
t41	1	0
t43	1	0
t44	1	0
t45	1	1
t47	1	0
t48	1	1
t49	1	0
t50	1	0
t51	1	1
t52	1	0
t53	1	0
t55	1	0
t56	1	0
t57	1	1
t59	1	1
t61	1	0
t62	1	0
t66	1	0
t67	1	0
t68	1	1
t70	1	0
t71	1	0
t74	1	0
t75	1	0
t76	1	0
t81	1	0
t83	1	0
t84	1	0
t86	1	0
t87	1	0
t88	1	0
t89	1	0
t90	1	0
t92	1	0
t93	1	0
t94	1	0
t95	1	0
t96	1	0
t97	1	0
t99	1	0
t100	0	1
t101	1	0
t102	1	0
t104	1	0
t105	1	0
t106	1	0
t108	1	0
t110	1	0
t111	1	0
t115	1	0
t116	1	0
t117	1	0
t119	1	0
