taxon	int_1	int_2
t1	0	1
t2	0	1
t4	0	1
t5	0	1
t6	0	1
t10	1	1
t11	1	0
t12	1	0
t14	0	1
t16	0	1
t17	0	1
t20	0	1
t21	0	1
t23	1	1
t24	1	1
t26	1	0
t27	1	0
t28	1	0
t29	1	0
t30	1	0
t35	1	1
t36	0	1
t38	1	0
t39	1	0
t40	1	0
t42	1	0
t43	1	0
t44	1	0
t45	1	0
t46	1	0
t49	1	0
t51	1	0
t54	1	0
t55	1	0
t59	0	1
t60	0	1
t62	0	1
t63	0	1
t65	0	1
t66	1	1
t68	1	0
t69	1	0
t72	1	0
t75	1	0
t76	1	0
t78	1	0
t82	1	0
t83	1	0
t84	1	0
t85	1	0
t87	1	0
t88	1	0
t90	1	0
t91	1	0
t93	1	0
t94	1	0
t96	1	0
t98	1	0
t100	1	1
t101	0	1
t104	1	1
t106	0	1
t107	1	0
t108	1	0
t109	1	0
t111	1	0
t112	1	0
t114	1	0
t115	1	0
t119	1	0
t124	1	0
t125	1	0
t129	1	0
t131	1	0
t134	1	0
t135	1	0
t136	1	0
t138	1	0
t144	1	0
t145	1	0
t147	1	0
t148	1	0
t149	1	0
t150	1	0
t151	1	0
t154	1	0
t155	1	0
t156	1	0
t158	1	1
t159	1	0
t162	1	0
t163	1	0
t164	1	0
t165	1	0
t167	1	0
t168	1	0
t170	1	0
t171	1	0
t172	1	0
t175	1	0
t179	1	0
t183	1	0
t185	1	0
t189	1	0
t193	1	0
t194	1	0
t197	1	0
t199	1	0
t200	1	0
t201	1	0
t202	1	0
t203	1	0
t205	1	0
t206	1	0
t208	1	0
t209	1	0
t212	1	0
t213	1	0
t214	1	0
t215	1	0
t218	1	0
t219	1	0
t220	1	0
t221	1	0
t224	1	0
t229	1	0
t231	1	0
t232	1	0
t233	1	0
t234	1	0
t236	1	0
t238	1	0
t241	1	0
t242	1	0
t243	1	0
t245	1	0
t247	1	0
t248	1	0
t250	1	0
t258	1	0
t261	1	0
t267	1	0
t270	1	0
t271	1	0
t272	1	0
t273	1	0
t274	1	0
t276	1	0
t282	1	0
t283	1	0
t284	1	0
t292	1	0
t293	1	0
t296	1	0
t298	1	0
t301	1	0
t302	1	0
t304	1	0
t305	1	0
t310	1	0
t311	1	0
t312	1	0
t314	1	0
t317	1	0
t318	1	0
t323	1	0
t325	1	0
t328	1	0
t331	1	0
t332	1	0
t333	1	0
t334	1	0
t335	1	0
t337	1	0
t339	1	0
t345	1	0
t348	1	0
t359	1	0
t360	1	0
t361	1	0
t362	1	0
t363	1	0
t365	1	0
t366	1	0
t369	1	0
t371	1	0
t376	1	0
t378	1	0
t379	1	0
t380	1	0
t381	1	0
t383	1	0
t384	1	0
t386	1	0
t387	1	0
t388	1	0
t389	1	0
t390	1	0
t391	1	0
t393	1	0
t394	1	0
t400	1	0
t403	1	0
t406	1	0
t409	1	0
t412	1	0
t414	1	0
t416	1	0
t419	1	0
t421	1	0
t422	1	0
t427	1	0
