taxon	int_1	int_2
t1	0	1
t2	0	1
t3	0	1
t4	0	1
t5	0	1
t6	0	1
t7	0	1
t8	0	1
t9	0	1
t10	1	0
t12	0	1
t13	0	1
t14	0	1
t15	0	1
t16	1	1
t18	0	1
t19	0	1
t20	1	0
t21	0	1
t22	0	1
t24	1	0
t25	1	0
t26	1	0
t27	1	0
t28	1	1
t29	0	1
t30	0	1
t31	0	1
t32	0	1
t33	0	1
t34	1	0
t36	1	0
t38	1	0
t39	0	1
t40	1	0
t41	1	0
t42	1	0
t43	1	0
t44	1	0
t45	0	1
t50	1	0
t51	1	0
t55	1	0
t58	1	0
t59	1	0
t60	1	0
t63	1	0
t64	1	0
t65	1	0
t67	0	1
t68	1	0
t69	1	1
t72	0	1
t74	0	1
t75	1	0
t77	1	0
t79	1	0
t82	1	0
t83	1	0
t86	1	0
t87	1	0
t88	1	0
t89	1	0
t90	1	0
t91	1	0
t92	1	0
t93	1	0
t95	0	1
t96	0	1
t98	1	0
t100	1	0
t101	1	0
t103	1	0
t104	1	0
t105	1	0
t106	1	0
t107	1	0
t110	1	0
t112	1	0
t113	1	0
t114	1	0
t115	1	0
t116	1	0
t117	1	0
t118	1	0
t119	1	0
t120	1	0
t122	1	0
t123	1	0
t124	1	0
t127	1	0
t128	1	0
t129	1	0
t130	1	0
t131	1	0
t132	1	0
t135	1	0
t137	0	1
t139	1	0
t144	1	0
t148	1	0
t150	1	0
t151	1	0
t152	1	0
t153	1	0
t154	1	0
t155	1	0
t157	1	0
t159	1	0
t160	1	0
t161	1	0
t163	1	0
t164	1	0
t168	1	0
t169	1	0
t171	1	0
t172	1	0
t174	1	0
t175	1	0
t178	1	0
t181	0	1
t185	1	0
t186	1	0
t187	1	0
t189	1	0
t190	1	0
t194	1	0
t195	1	0
t196	1	0
t197	1	0
t199	1	0
t200	1	0
t202	1	0
t204	1	0
t207	1	0
t208	1	0
t209	1	0
t212	1	0
t214	1	0
t216	1	0
t217	1	0
t218	1	0
t219	1	0
t220	1	0
t221	1	0
t222	1	0
t223	1	0
t224	1	0
t225	1	0
t226	1	0
t227	1	0
t228	1	0
t231	1	0
t235	0	1
t236	1	0
t237	1	0
t239	1	0
t248	1	0
t249	1	0
t251	1	0
t252	1	0
t254	1	0
t255	1	0
t259	1	0
t262	1	0
t266	1	0
t267	1	0
t268	1	0
t269	1	0
t270	1	0
t272	1	0
t274	1	0
t276	1	0
t280	1	0
t282	1	0
t283	1	0
t286	1	0
t287	1	0
t288	1	0
t291	1	0
t293	0	1
t297	1	0
t299	1	0
t301	1	0
t302	1	0
t303	1	0
t305	1	0
t310	1	0
t311	1	0
t312	1	0
t313	1	0
t315	1	0
t317	1	0
t320	1	0
t322	1	0
t323	1	0
t324	1	0
t327	1	0
t328	1	0
t330	1	0
t331	1	0
t333	1	0
t334	1	0
t335	1	0
t338	1	0
t339	1	0
t340	1	0
t341	1	0
t342	1	0
t344	1	0
t346	1	0
t349	1	0
t351	1	0
t357	1	0
t359	1	0
t360	1	0
t363	1	0
t364	1	0
t369	1	0
t371	1	0
t375	1	0
t379	1	0
t380	1	0
t385	1	0
t387	1	0
t389	1	0
t391	0	1
t393	1	0
t395	1	1
t396	1	0
t397	1	0
t399	1	0
t400	1	0
t401	1	0
t403	1	0
t406	1	0
t409	1	0
t411	1	0
t412	1	0
t417	1	0
t418	1	0
t423	1	0
t424	1	0
t426	1	0
t431	1	0
t433	1	0
t434	1	0
t436	1	0
t438	1	0
t442	1	0
t444	1	0
t446	1	0
t450	1	0
t451	1	0
t452	1	0
t453	1	0
t454	1	0
t456	1	0
t460	1	0
t467	1	0
t473	1	0
t479	1	0
t484	1	0
t486	1	1
t488	1	0
t491	1	0
t492	1	0
t495	1	0
t496	1	0
t497	1	0
t498	1	0
t499	1	0
t500	1	0
t501	1	0
t502	1	0
t503	1	0
t507	1	0
t511	1	0
t513	1	0
t515	1	0
t516	1	0
t517	1	0
t525	1	0
t526	1	0
t530	1	0
t532	1	0
t533	1	0
t534	1	0
t535	1	0
t537	1	0
t542	1	0
t544	1	0
t548	1	0
t550	1	0
t554	1	0
t556	1	0
t557	1	0
t559	1	0
t560	1	0
t565	1	0
t566	1	0
t569	1	0
t570	1	0
t571	1	0
t573	1	0
t574	1	0
t575	1	0
t577	1	0
t578	1	0
t579	1	0
t580	1	0
t581	1	0
t582	1	0
t583	1	0
t585	1	0
t586	1	0
t587	1	0
t588	1	0
t589	1	0
t590	1	0
t591	1	0
t593	1	0
t594	1	0
t595	1	0
t596	1	0
t597	1	0
t598	1	0
t599	1	0
t600	1	0
t601	1	0
t605	1	0
t606	1	0
t610	1	0
t614	1	0
t616	1	0
t623	1	0
t624	1	0
t626	1	0
t628	1	0
t630	1	0
t635	1	0
t641	1	0
t642	1	0
t644	1	0
t648	1	0
t649	1	0
t650	1	0
t651	1	0
t655	1	0
t656	1	0
t657	1	0
t658	1	0
t659	1	0
t662	1	0
t664	1	0
t667	1	0
t668	1	0
t671	1	0
t672	1	0
t673	1	0
t675	1	0
t676	1	0
t679	1	0
t685	1	0
t686	1	0
t688	1	0
t690	1	0
t691	1	0
t692	1	0
t693	1	0
t694	1	0
t696	1	0
t698	1	0
t700	1	0
t701	1	0
t705	1	0
t708	1	0
t709	1	0
t710	1	0
t717	1	0
t721	1	0
t724	1	0
t725	1	0
t726	1	0
t727	1	0
t729	1	0
t730	1	0
t732	1	0
t734	1	0
t735	1	0
t736	1	0
t737	1	0
t739	1	0
t740	1	0
t741	1	0
t743	1	0
t744	1	0
t746	1	0
t747	1	0
t749	1	0
t750	1	0
t751	1	0
t752	1	0
t754	1	0
t756	1	0
t757	1	0
t760	1	0
t761	1	0
t763	1	0
t764	1	0
t767	1	0
t768	1	0
t771	1	0
t775	1	0
t776	1	0
t777	1	0
t778	1	0
t781	1	0
t794	1	0
t795	1	0
t798	1	0
t800	1	0
t802	1	0
t803	1	0
t804	1	0
t805	1	0
t806	1	0
t808	1	0
t810	1	0
t811	1	0
t813	1	0
t817	1	0
t821	1	0
t824	1	0
t825	1	0
t826	1	0
t829	1	0
t830	1	0
t832	1	0
t836	1	0
t839	1	0
t840	1	0
t843	1	0
t846	1	0
t848	1	0
t849	1	0
t850	1	0
t851	1	0
t852	1	0
t854	1	0
t856	1	0
t858	1	0
t860	1	0
t861	1	0
t862	1	0
t863	1	0
t865	1	0
t867	1	0
t868	1	0
t869	1	0
t870	1	0
t871	1	0
t873	1	0
t874	1	0
t880	1	0
t883	1	0
t884	1	0
t885	1	0
t893	1	0
t897	1	0
t902	1	0
t903	1	0
