taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	20	10
t3	30	20	30	20
t6	30	20	30	20
t7	30	20	20	10
t8	20	10	10	0
t10	30	20	20	10
t11	30	20	20	10
t12	30	20	30	20
t15	20	10	10	0
t16	30	20	30	20
t17	20	10	10	0
t18	10	0	10	0
t19	10	0	10	0
t20	10	0	10	0
t24	30	20	20	10
t25	30	20	30	20
t26	30	20	20	10
t28	10	0	10	0
t30	30	20	30	20
t31	30	20	30	20
t32	10	0	10	0
t34	10	0	10	0
t35	10	0	10	0
t36	10	0	10	0
t38	10	0	10	0
t40	10	0	10	0
t41	10	0	10	0
t45	10	0	10	0
t47	10	0	10	0
t49	10	0	10	0
t51	20	10	20	10
t52	10	0	10	0
t53	10	0	10	0
t54	10	0	10	0
t55	10	0	10	0
t56	30	20	20	10
t57	10	0	10	0
t58	10	0	10	0
t59	10	0	10	0
t60	10	0	10	0
t61	10	0	10	0
t62	10	0	10	0
t64	10	0	10	0
t68	10	0	10	0
t69	10	0	10	0
t70	10	0	10	0
t71	10	0	10	0
t73	10	0	10	0
t74	10	0	10	0
t75	10	0	10	0
t78	10	0	10	0
t83	10	0	10	0
t85	10	0	10	0
t96	10	0	10	0
t97	10	0	10	0
t102	10	0	10	0
t103	10	0	10	0
t104	10	0	10	0
t106	10	0	10	0
t107	10	0	10	0
t108	10	0	10	0
t109	10	0	10	0
t110	10	0	10	0
t114	10	0	10	0
t115	10	0	10	0
t121	10	0	10	0
t122	10	0	10	0
t123	10	0	10	0
t124	10	0	10	0
t126	10	0	10	0
t132	10	0	10	0
t133	10	0	10	0
t134	10	0	10	0
t137	10	0	10	0
t140	10	0	10	0
t141	10	0	10	0
t142	10	0	10	0
t143	10	0	10	0
t144	10	0	10	0
t145	10	0	10	0
t146	10	0	10	0
t150	10	0	10	0
t151	10	0	10	0
t153	10	0	10	0
t156	10	0	10	0
t158	10	0	10	0
t161	10	0	10	0
t164	10	0	10	0
t167	10	0	10	0
t168	10	0	10	0
t171	10	0	10	0
t172	10	0	10	0
t174	10	0	10	0
