taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	10	0
t2	30	20	30	20
t3	30	20	20	10
t4	10	0	10	0
t5	10	0	10	0
t7	30	20	20	10
t8	30	20	30	20
t9	30	20	20	10
t10	30	20	30	20
t11	30	20	10	0
t12	30	20	30	20
t13	30	20	30	20
t14	20	10	20	10
t16	10	0	10	0
t18	10	0	10	0
t19	10	0	10	0
t21	30	20	20	10
t22	20	10	10	0
t23	30	20	20	10
t26	20	10	20	10
t27	20	10	20	10
t28	20	10	20	10
t30	20	10	20	10
t32	20	10	10	0
t34	20	10	20	10
t35	20	10	20	10
t37	10	0	10	0
t39	10	0	10	0
t44	20	10	20	10
t46	10	0	10	0
t47	10	0	10	0
t49	30	20	20	10
t50	30	20	10	0
t51	20	10	20	10
t52	30	20	20	10
t54	20	10	10	0
t55	20	10	20	10
t56	30	20	20	10
t59	20	10	20	10
t60	30	20	10	0
t61	30	20	30	20
t62	30	20	30	20
t63	30	20	20	10
t66	20	10	20	10
t67	20	10	10	0
t68	10	0	10	0
t69	10	0	10	0
t71	30	20	20	10
t73	10	0	10	0
t74	10	0	10	0
t75	10	0	10	0
t76	10	0	10	0
t82	10	0	10	0
t83	20	10	20	10
t85	10	0	10	0
t88	30	20	30	20
t89	30	20	30	20
t90	20	10	20	10
t93	10	0	10	0
t97	10	0	10	0
t98	10	0	10	0
t99	10	0	10	0
t100	30	20	20	10
t101	30	20	20	10
t103	20	10	20	10
t104	20	10	10	0
t105	30	20	30	20
t106	30	20	20	10
t109	20	10	20	10
t111	10	0	10	0
t112	10	0	10	0
t117	20	10	20	10
t119	10	0	10	0
t120	10	0	10	0
t121	10	0	10	0
t122	10	0	10	0
t123	10	0	10	0
t125	10	0	10	0
t126	10	0	10	0
t127	10	0	10	0
t128	10	0	10	0
t129	10	0	10	0
t130	10	0	10	0
t131	10	0	10	0
t140	10	0	10	0
t143	10	0	10	0
t145	10	0	10	0
t146	10	0	10	0
t147	10	0	10	0
t148	10	0	10	0
t149	10	0	10	0
t150	20	10	20	10
t152	30	20	20	10
t153	30	20	20	10
t154	30	20	20	10
t155	20	10	20	10
t157	20	10	20	10
t158	10	0	10	0
t159	10	0	10	0
t160	10	0	10	0
t161	10	0	10	0
t162	10	0	10	0
t163	10	0	10	0
t164	20	10	10	0
t165	20	10	20	10
t167	10	0	10	0
t168	10	0	10	0
t169	30	20	20	10
t170	20	10	10	0
t171	10	0	10	0
t173	10	0	10	0
t174	10	0	10	0
t177	10	0	10	0
t179	10	0	10	0
t180	10	0	10	0
t181	10	0	10	0
t182	10	0	10	0
t183	10	0	10	0
t185	10	0	10	0
t186	10	0	10	0
t188	10	0	10	0
t190	10	0	10	0
t193	10	0	10	0
t194	10	0	10	0
t196	10	0	10	0
t199	10	0	10	0
t200	10	0	10	0
t203	10	0	10	0
t204	10	0	10	0
t209	10	0	10	0
t211	10	0	10	0
t212	10	0	10	0
t213	10	0	10	0
t214	10	0	10	0
t215	10	0	10	0
t216	10	0	10	0
t218	10	0	10	0
t219	10	0	10	0
t220	10	0	10	0
t221	10	0	10	0
t223	20	10	20	10
t224	30	20	30	20
t225	30	20	20	10
t226	30	20	10	0
t227	20	10	20	10
t228	10	0	10	0
t229	20	10	20	10
t230	20	10	20	10
t231	30	20	30	20
t232	20	10	20	10
t234	10	0	10	0
t235	10	0	10	0
t240	10	0	10	0
t242	10	0	10	0
t243	10	0	10	0
t245	10	0	10	0
t248	10	0	10	0
t249	10	0	10	0
t250	10	0	10	0
t251	10	0	10	0
t253	10	0	10	0
t254	10	0	10	0
t256	20	10	20	10
t257	10	0	10	0
t258	10	0	10	0
t259	10	0	10	0
t260	10	0	10	0
t261	10	0	10	0
t262	10	0	10	0
t263	10	0	10	0
t264	10	0	10	0
t267	10	0	10	0
t268	10	0	10	0
t272	10	0	10	0
t273	10	0	10	0
t274	10	0	10	0
t275	10	0	10	0
t279	10	0	10	0
t281	10	0	10	0
t282	10	0	10	0
t284	10	0	10	0
t285	10	0	10	0
t286	10	0	10	0
t287	10	0	10	0
t290	10	0	10	0
t292	10	0	10	0
t297	10	0	10	0
t298	10	0	10	0
t299	10	0	10	0
t300	10	0	10	0
t301	10	0	10	0
t302	10	0	10	0
t306	10	0	10	0
t308	10	0	10	0
t313	20	10	20	10
t314	30	20	20	10
t315	10	0	10	0
t316	10	0	10	0
t317	10	0	10	0
t318	10	0	10	0
t322	10	0	10	0
t323	10	0	10	0
t325	10	0	10	0
t330	10	0	10	0
t333	10	0	10	0
t335	10	0	10	0
t336	10	0	10	0
t338	10	0	10	0
t343	10	0	10	0
t344	10	0	10	0
t351	10	0	10	0
t357	10	0	10	0
t360	10	0	10	0
t366	10	0	10	0
t368	10	0	10	0
t373	10	0	10	0
t377	10	0	10	0
t378	10	0	10	0
t381	10	0	10	0
t382	10	0	10	0
t383	10	0	10	0
t385	10	0	10	0
t389	10	0	10	0
t390	10	0	10	0
t391	10	0	10	0
t392	10	0	10	0
t394	10	0	10	0
t397	10	0	10	0
t399	10	0	10	0
t400	10	0	10	0
t403	30	20	20	10
t404	20	10	20	10
t408	10	0	10	0
t409	10	0	10	0
t410	10	0	10	0
t411	10	0	10	0
t412	10	0	10	0
t414	10	0	10	0
t416	10	0	10	0
t417	10	0	10	0
t418	10	0	10	0
t419	10	0	10	0
t420	10	0	10	0
t421	10	0	10	0
t424	10	0	10	0
t425	10	0	10	0
t428	10	0	10	0
t429	10	0	10	0
t431	10	0	10	0
t432	10	0	10	0
t436	10	0	10	0
t438	10	0	10	0
t439	10	0	10	0
t440	10	0	10	0
t441	10	0	10	0
t451	10	0	10	0
t454	10	0	10	0
t456	10	0	10	0
t457	10	0	10	0
t458	10	0	10	0
t460	10	0	10	0
t461	10	0	10	0
t468	10	0	10	0
t470	10	0	10	0
t471	10	0	10	0
t472	10	0	10	0
t473	10	0	10	0
t476	10	0	10	0
t477	10	0	10	0
t478	10	0	10	0
t480	10	0	10	0
t482	10	0	10	0
t486	10	0	10	0
t487	10	0	10	0
t488	10	0	10	0
t489	10	0	10	0
t492	10	0	10	0
t493	10	0	10	0
t495	10	0	10	0
t499	10	0	10	0
t502	10	0	10	0
t507	10	0	10	0
t508	10	0	10	0
t522	10	0	10	0
t523	10	0	10	0
t524	10	0	10	0
t525	10	0	10	0
t526	10	0	10	0
t529	10	0	10	0
t530	10	0	10	0
t531	10	0	10	0
t532	10	0	10	0
t533	10	0	10	0
t535	10	0	10	0
t537	10	0	10	0
t540	10	0	10	0
t541	10	0	10	0
t547	10	0	10	0
t549	10	0	10	0
t550	10	0	10	0
t552	10	0	10	0
t554	10	0	10	0
t559	10	0	10	0
t564	10	0	10	0
t566	10	0	10	0
t569	10	0	10	0
t571	10	0	10	0
t572	10	0	10	0
t574	10	0	10	0
t575	10	0	10	0
t576	10	0	10	0
t578	10	0	10	0
t579	10	0	10	0
t583	10	0	10	0
t586	10	0	10	0
t588	10	0	10	0
t592	10	0	10	0
t593	10	0	10	0
t596	10	0	10	0
t597	10	0	10	0
t602	10	0	10	0
t607	10	0	10	0
t608	10	0	10	0
t610	10	0	10	0
t611	10	0	10	0
t612	10	0	10	0
t613	10	0	10	0
t618	10	0	10	0
t619	10	0	10	0
t620	10	0	10	0
t621	10	0	10	0
t628	10	0	10	0
t631	10	0	10	0
t632	10	0	10	0
t633	10	0	10	0
t635	10	0	10	0
t638	10	0	10	0
t640	10	0	10	0
t644	10	0	10	0
t646	10	0	10	0
t652	10	0	10	0
t659	10	0	10	0
t660	10	0	10	0
