taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t4	30	20	30	20
t7	30	20	20	10
t8	20	10	20	10
t9	30	20	20	10
t10	30	20	30	20
t11	30	20	30	20
t12	30	20	20	10
t13	30	20	20	10
t15	30	20	20	10
t17	30	20	30	20
t18	30	20	30	20
t19	30	20	20	10
t20	30	20	20	10
t21	20	10	20	10
t22	20	10	10	0
t24	20	10	10	0
t25	20	10	20	10
t26	20	10	20	10
t29	20	10	10	0
t30	30	20	20	10
t31	30	20	30	20
t32	30	20	30	20
t33	30	20	30	20
t34	30	20	20	10
t37	10	0	10	0
t40	10	0	10	0
t41	10	0	10	0
t42	10	0	10	0
t43	10	0	10	0
t46	20	10	20	10
t47	20	10	20	10
t49	10	0	10	0
t50	10	0	10	0
t51	10	0	10	0
t52	10	0	10	0
t53	10	0	10	0
t54	10	0	10	0
t55	30	20	10	0
t56	20	10	20	10
t57	20	10	20	10
t58	30	20	30	20
t59	30	20	30	20
t60	30	20	10	0
t61	30	20	20	10
t64	20	10	20	10
t65	20	10	10	0
t67	10	0	10	0
t70	10	0	10	0
t72	10	0	10	0
t73	10	0	10	0
t74	10	0	10	0
t78	10	0	10	0
t79	10	0	10	0
t80	10	0	10	0
t81	10	0	10	0
t86	10	0	10	0
t87	10	0	10	0
t90	10	0	10	0
t91	10	0	10	0
t94	20	10	10	0
t95	10	0	10	0
t97	10	0	10	0
t99	10	0	10	0
t102	30	20	20	10
t105	30	20	30	20
t106	30	20	20	10
t107	30	20	30	20
t109	20	10	20	10
t111	10	0	10	0
t112	10	0	10	0
t113	10	0	10	0
t114	20	10	20	10
t116	10	0	10	0
t117	10	0	10	0
t121	10	0	10	0
t123	10	0	10	0
t124	10	0	10	0
t125	10	0	10	0
t132	10	0	10	0
t134	10	0	10	0
t135	10	0	10	0
t137	10	0	10	0
t138	10	0	10	0
t139	10	0	10	0
t147	10	0	10	0
t149	30	20	20	10
t150	20	10	20	10
t151	20	10	10	0
t152	10	0	10	0
t153	10	0	10	0
t154	10	0	10	0
t157	10	0	10	0
t158	20	10	20	10
t159	30	20	10	0
t160	20	10	20	10
t162	30	20	20	10
t163	20	10	20	10
t165	20	10	20	10
t166	20	10	10	0
t167	20	10	20	10
t168	30	20	20	10
t169	30	20	20	10
t171	10	0	10	0
t172	10	0	10	0
t173	10	0	10	0
t174	10	0	10	0
t177	10	0	10	0
t178	10	0	10	0
t180	10	0	10	0
t182	10	0	10	0
t183	10	0	10	0
t187	10	0	10	0
t191	10	0	10	0
t192	10	0	10	0
t197	10	0	10	0
t202	20	10	10	0
t203	20	10	20	10
t205	10	0	10	0
t207	10	0	10	0
t209	10	0	10	0
t210	10	0	10	0
t211	10	0	10	0
t212	10	0	10	0
t213	10	0	10	0
t214	10	0	10	0
t217	10	0	10	0
t218	10	0	10	0
t219	10	0	10	0
t220	10	0	10	0
t225	10	0	10	0
t228	20	10	20	10
t229	20	10	20	10
t231	20	10	20	10
t232	10	0	10	0
t233	10	0	10	0
t234	10	0	10	0
t235	10	0	10	0
t237	20	10	20	10
t239	20	10	20	10
t240	20	10	20	10
t241	20	10	20	10
t242	20	10	10	0
t244	10	0	10	0
t247	20	10	20	10
t248	10	0	10	0
t249	10	0	10	0
t250	10	0	10	0
t251	10	0	10	0
t252	10	0	10	0
t253	10	0	10	0
t254	10	0	10	0
t255	10	0	10	0
t257	10	0	10	0
t258	10	0	10	0
t262	10	0	10	0
t263	10	0	10	0
t264	10	0	10	0
t267	10	0	10	0
t268	10	0	10	0
t269	10	0	10	0
t270	10	0	10	0
t273	10	0	10	0
t275	10	0	10	0
t276	10	0	10	0
t279	10	0	10	0
t281	10	0	10	0
t282	10	0	10	0
t283	10	0	10	0
t284	10	0	10	0
t285	10	0	10	0
t288	10	0	10	0
t289	10	0	10	0
t292	10	0	10	0
t294	10	0	10	0
t295	10	0	10	0
t297	10	0	10	0
t298	10	0	10	0
t304	10	0	10	0
t306	10	0	10	0
t308	10	0	10	0
t317	10	0	10	0
t319	10	0	10	0
t323	10	0	10	0
t324	10	0	10	0
t326	10	0	10	0
t328	10	0	10	0
t329	10	0	10	0
t330	10	0	10	0
t331	10	0	10	0
t332	10	0	10	0
t333	10	0	10	0
t334	10	0	10	0
t335	10	0	10	0
t336	10	0	10	0
t337	10	0	10	0
t338	10	0	10	0
t339	10	0	10	0
t340	10	0	10	0
t342	10	0	10	0
t343	10	0	10	0
t344	10	0	10	0
t346	10	0	10	0
t350	10	0	10	0
t353	10	0	10	0
t358	10	0	10	0
t359	10	0	10	0
t361	10	0	10	0
t364	10	0	10	0
t366	10	0	10	0
t367	10	0	10	0
t368	10	0	10	0
t369	10	0	10	0
t371	10	0	10	0
t372	10	0	10	0
t373	10	0	10	0
t376	10	0	10	0
t377	10	0	10	0
t378	10	0	10	0
t380	10	0	10	0
t382	10	0	10	0
t383	10	0	10	0
t385	10	0	10	0
t389	10	0	10	0
t390	10	0	10	0
t391	10	0	10	0
t393	10	0	10	0
t394	10	0	10	0
t396	10	0	10	0
t398	10	0	10	0
t399	10	0	10	0
t400	10	0	10	0
t402	10	0	10	0
t405	10	0	10	0
t406	10	0	10	0
t407	10	0	10	0
t408	10	0	10	0
t409	10	0	10	0
t410	10	0	10	0
t412	10	0	10	0
t413	10	0	10	0
