taxon	max_age	min_age
t1	28.9223145527724	0
t2	28.4398518997006	28.4398518997006
t3	27.1226911461379	17.801360267598
t4	16.3452545310017	16.3452545310017
t13	23.1105254515353	15.3464489603829
t14	22.7978566167524	20.9346894329867
t15	14.4179779354387	0
t24	2.58549337429371	0
t27	23.2276327560444	22.9406035906386
t28	22.0996330796152	22.0996330796152
t30	19.5324255265295	19.5324255265295
t32	8.0812158593329	8.0812158593329
t33	8.02326881103615	6.56154200302094
t36	4.96908189768348	0
t42	1.34251294714558	0
t47	1.50165905134816	1.50165905134816
t51	3.33894590034348	0
t54	2.22840656423947	0
t55	2.64908693800738	2.64908693800738
t59	11.6174534419063	0
t60	6.37495902113243	6.37495902113243
t64	18.7955800181492	15.6049635622278
t65	17.9502091108813	15.7465366350422
t80	5.46236390549739	0
t84	1.24904760448751	0
t94	8.5274079565609	0
t96	2.20485718859711	0
t102	2.9971221435047	0
t105	4.78333096909214	0
t111	15.1110117888003	14.8522079593501
t118	0.0350918470475463	0
t124	2.12280825992974	0
t135	7.73841947531988	7.73841947531988
t136	0.848178602731664	0
t137	2.22898897944167	2.22898897944167
t138	4.33800278226997	4.33800278226997
t139	1.39338612375226	0
t145	1.48985899104155	1.48985899104155
t149	1.36568602651986	0
t150	5.00638886406029	0
t155	1.46275906159216	0
t159	0.0573891470360763	0
t160	14.0843363108237	12.33068479214
t161	0.0578669741500875	0
t165	1.70892284172279	0
t171	7.47250756281593	5.88034462738314
t172	3.46606888796735	2.87525405592508
t179	0.198402826861972	0
t185	5.21671280681145	5.21671280681145
t198	6.35290986369613	6.35290986369613
t200	8.18511085195686	8.18511085195686
t204	8.00231547610989	0
t207	4.62957860321815	4.62957860321815
t209	0.267341980397848	0
t212	4.85140273877244	2.92152006155056
t222	0.900307033731355	0
t230	1.48546731583381	0
t231	13.1957823812892	13.1957823812892
t232	7.95560286299377	6.40445184348635
t234	6.82223488211388	6.82223488211388
t237	7.3937827251999	6.84218553332343
t238	1.5212668340549	0
t239	1.50120645611507	0
t241	1.1716917084733	0
t242	3.16329894476811	0
t243	0.0699215483499565	0
t246	4.56650893330018	4.56650893330018
t247	2.27355252583029	0
t250	2.16721935257762	0
t255	0.728717060614809	0
t258	10.5872314781205	0
t263	4.05711332194563	4.05711332194563
t265	5.44668390299891	0
t266	0.0213353172804567	0
t269	2.68554026496289	0
t270	3.01282826935098	0
t271	1.11160962305894	0
t287	0.478051242714706	0
t289	6.18027748336859	0
t296	0.0497745874189626	0
t298	4.00320381345763	2.4093373156986
t301	1.31008718182123	0
t306	5.18042009246967	5.18042009246967
t307	5.44062392233414	0
t309	6.35752459735857	0
t320	0.829086710735634	0
t321	2.50478748246976	0
t332	0.632545483991017	0
t333	6.4798759075346	0
t340	3.7523118716602	3.7523118716602
t343	5.32399318992485	0
t353	0.476083388037779	0
t358	6.79321409481939	6.79321409481939
t364	6.35271866075121	6.35271866075121
t369	4.48033093262277	4.48033093262277
t370	0.200984635120516	0
t390	1.25078959850613	0
t391	2.05578975764876	0
t404	1.8370324770538	0
t409	0.28266248546251	0
