taxon	int_1	int_2
t1	0	1
t4	0	1
t6	0	1
t10	1	1
t11	0	1
t12	1	0
t16	0	1
t17	0	1
t19	1	0
t21	1	0
t22	1	0
t23	1	0
t26	1	0
t30	1	0
t31	1	0
t34	1	0
t37	1	0
t40	1	0
t45	1	0
t46	1	0
t47	1	0
t57	1	0
t59	1	0
t64	1	0
t67	1	0
t71	1	0
t72	1	0
t75	1	0
t76	1	0
t83	1	0
t86	1	0
t106	1	0
t107	1	0
t108	1	0
t110	1	0
t114	1	0
t115	1	0
t116	1	0
t117	1	0
t118	1	0
t124	1	0
t129	1	0
t133	1	0
t139	1	0
t143	1	0
t150	1	0
t151	1	0
t156	1	0
t161	1	0
t162	1	0
t164	1	0
t165	1	0
t172	1	0
t174	1	0
t175	1	0
t176	1	0
t182	1	0
t183	1	0
t187	1	0
t188	1	0
t189	1	0
t190	1	0
t191	1	0
t192	1	0
t193	1	0
t202	1	0
t203	1	0
t206	1	0
t207	1	0
t209	1	0
t212	1	0
t213	1	0
t226	1	0
t231	1	0
t233	1	0
t237	1	0
t245	1	0
t248	1	0
t250	1	0
t262	1	0
t265	1	0
t270	1	0
t271	1	0
t274	1	0
t276	1	0
t279	1	0
t283	1	0
t292	1	0
t294	1	0
t296	1	0
t304	1	0
t308	1	0
t309	1	0
t314	1	0
t318	1	0
t320	1	0
t321	1	0
t322	1	0
t325	1	0
t326	1	0
t328	1	0
t334	1	0
t337	1	0
t340	1	0
t343	1	0
t347	1	0
t360	1	0
t362	1	0
t363	1	0
t371	1	0
t377	1	0
t390	1	0
t393	1	0
t396	1	0
t397	1	0
t402	1	0
t413	1	0
t419	1	0
t421	1	0
t427	1	0
t429	1	0
t436	1	0
t438	1	0
t461	1	0
t462	1	0
t467	1	0
t474	1	0
