taxon	min_age	max_age	status
t1	17.698996519049	20	extinct
t1	14.0040978913506	17.698996519049	extinct
t3	10.4548760910208	14.0040978913506	extinct
t4	10.4548760910208	14.0040978913506	extant
t4	0	3.53271438134834	extant
t5	3.53271438134834	6.93439231906086	extant
t6	17.698996519049	20	extinct
t7	14.0040978913506	17.698996519049	extinct
t8	14.0040978913506	17.698996519049	extinct
t8	3.53271438134834	6.93439231906086	extinct
t9	10.4548760910208	14.0040978913506	extinct
t13	6.93439231906086	10.4548760910208	extinct
t14	6.93439231906086	10.4548760910208	extinct
t17	3.53271438134834	6.93439231906086	extant
t20	3.53271438134834	6.93439231906086	extinct
t21	3.53271438134834	6.93439231906086	extinct
t22	0	3.53271438134834	extant
t23	14.0040978913506	17.698996519049	extinct
t25	10.4548760910208	14.0040978913506	extant
t25	0	3.53271438134834	extant
t26	3.53271438134834	6.93439231906086	extant
t26	0	3.53271438134834	extant
t27	3.53271438134834	6.93439231906086	extant
t28	6.93439231906086	10.4548760910208	extinct
t29	3.53271438134834	6.93439231906086	extinct
t30	6.93439231906086	10.4548760910208	extant
t30	0	3.53271438134834	extant
t31	3.53271438134834	6.93439231906086	extant
t31	0	3.53271438134834	extant
t32	3.53271438134834	6.93439231906086	extinct
t32	0	3.53271438134834	extinct
t33	3.53271438134834	6.93439231906086	extant
t33	0	3.53271438134834	extant
t36	6.93439231906086	10.4548760910208	extinct
t39	6.93439231906086	10.4548760910208	extant
t39	0	3.53271438134834	extant
t41	0	3.53271438134834	extant
t44	3.53271438134834	6.93439231906086	extinct
t45	0	3.53271438134834	extant
t47	0	3.53271438134834	extinct
t48	3.53271438134834	6.93439231906086	extant
t48	0	3.53271438134834	extant
t49	3.53271438134834	6.93439231906086	extinct
t51	0	3.53271438134834	extinct
t52	3.53271438134834	6.93439231906086	extant
t53	0	3.53271438134834	extinct
t55	3.53271438134834	6.93439231906086	extant
t55	0	3.53271438134834	extant
t56	3.53271438134834	6.93439231906086	extant
t56	0	3.53271438134834	extant
t58	0	3.53271438134834	extant
t59	0	3.53271438134834	extant
t61	0	3.53271438134834	extant
t63	0	3.53271438134834	extant
t64	3.53271438134834	6.93439231906086	extant
t65	3.53271438134834	6.93439231906086	extinct
t66	6.93439231906086	10.4548760910208	extinct
t67	3.53271438134834	6.93439231906086	extant
t67	0	3.53271438134834	extant
t68	0	3.53271438134834	extant
t69	0	3.53271438134834	extant
t70	0	3.53271438134834	extant
t72	3.53271438134834	6.93439231906086	extinct
t73	0	3.53271438134834	extant
t76	0	3.53271438134834	extant
t78	3.53271438134834	6.93439231906086	extant
t79	3.53271438134834	6.93439231906086	extant
t80	3.53271438134834	6.93439231906086	extant
t80	0	3.53271438134834	extant
t81	3.53271438134834	6.93439231906086	extant
t81	0	3.53271438134834	extant
t84	0	3.53271438134834	extant
t85	0	3.53271438134834	extant
t86	0	3.53271438134834	extant
t90	3.53271438134834	6.93439231906086	extant
t90	0	3.53271438134834	extant
t91	0	3.53271438134834	extant
t93	0	3.53271438134834	extant
t94	0	3.53271438134834	extant
t95	0	3.53271438134834	extant
t96	3.53271438134834	6.93439231906086	extinct
t97	0	3.53271438134834	extant
t100	0	3.53271438134834	extant
t102	0	3.53271438134834	extant
t104	0	3.53271438134834	extant
t105	3.53271438134834	6.93439231906086	extant
t106	0	3.53271438134834	extant
t107	0	3.53271438134834	extant
t110	0	3.53271438134834	extant
t111	3.53271438134834	6.93439231906086	extant
t111	0	3.53271438134834	extant
t113	3.53271438134834	6.93439231906086	extinct
t115	0	3.53271438134834	extant
t116	0	3.53271438134834	extant
t117	0	3.53271438134834	extant
t118	0	3.53271438134834	extant
t121	0	3.53271438134834	extant
t123	0	3.53271438134834	extant
t128	3.53271438134834	6.93439231906086	extinct
t129	0	3.53271438134834	extant
t134	0	3.53271438134834	extant
t138	6.93439231906086	10.4548760910208	extant
t138	0	3.53271438134834	extant
t139	3.53271438134834	6.93439231906086	extinct
t140	0	3.53271438134834	extinct
t141	3.53271438134834	6.93439231906086	extinct
t141	0	3.53271438134834	extinct
t142	3.53271438134834	6.93439231906086	extant
t143	0	3.53271438134834	extant
t147	3.53271438134834	6.93439231906086	extinct
t147	0	3.53271438134834	extinct
t149	3.53271438134834	6.93439231906086	extinct
t149	0	3.53271438134834	extinct
t150	0	3.53271438134834	extant
t153	0	3.53271438134834	extant
t155	0	3.53271438134834	extant
t156	0	3.53271438134834	extant
t158	0	3.53271438134834	extant
t160	3.53271438134834	6.93439231906086	extant
t160	0	3.53271438134834	extant
t161	0	3.53271438134834	extant
t162	3.53271438134834	6.93439231906086	extant
t162	0	3.53271438134834	extant
t166	0	3.53271438134834	extant
t167	0	3.53271438134834	extinct
t168	0	3.53271438134834	extant
t170	0	3.53271438134834	extant
t171	3.53271438134834	6.93439231906086	extinct
t171	0	3.53271438134834	extinct
t179	3.53271438134834	6.93439231906086	extant
t186	0	3.53271438134834	extant
t188	0	3.53271438134834	extant
t192	0	3.53271438134834	extant
t193	0	3.53271438134834	extant
t195	0	3.53271438134834	extant
t199	0	3.53271438134834	extant
t204	0	3.53271438134834	extant
t206	0	3.53271438134834	extant
