taxon	int_1	int_2
t1	1	1
t2	0	1
t3	0	1
t4	1	0
t6	0	1
t7	1	1
t8	1	1
t10	0	1
t12	0	1
t13	0	1
t14	1	1
t15	0	1
t16	1	1
t17	1	0
t19	0	1
t20	0	1
t21	1	1
t23	1	0
t24	1	0
t25	1	0
t26	1	0
t27	0	1
t29	1	0
t30	1	0
t31	1	1
t32	0	1
t33	1	0
t38	1	1
t40	1	0
t41	1	0
t42	1	0
t43	1	0
t44	1	0
t52	1	0
t53	1	0
t54	1	0
t55	1	0
t57	1	0
t67	1	1
t70	1	0
t76	1	1
t77	0	1
t78	1	0
t79	1	1
t80	1	0
t81	1	0
t82	1	0
t83	1	0
t85	1	0
t86	1	0
t88	1	0
t90	1	0
t92	1	0
t93	1	0
t94	1	0
t95	1	0
t96	1	0
t100	1	0
t102	1	0
t103	1	0
t105	1	0
t106	1	0
t111	1	0
t113	1	0
t114	1	0
t115	1	0
t130	1	0
t131	1	0
t133	1	0
t134	1	0
t135	1	0
t152	1	0
t153	1	0
t157	1	0
t159	1	0
t161	0	1
t162	0	1
t163	1	0
t164	1	0
t168	1	0
t169	1	0
t171	1	0
t172	1	0
t182	1	1
t183	1	0
t186	1	0
t187	1	0
t188	1	0
t192	1	0
t195	1	0
t199	1	0
t201	1	0
t204	1	0
t205	1	0
t211	1	0
t214	1	0
t216	1	0
t217	1	0
t218	1	0
t225	1	0
t235	1	0
t244	1	0
t246	1	0
t251	1	0
t256	1	0
t257	1	0
t258	1	0
t260	1	0
t261	1	0
t269	1	0
t272	1	0
t275	1	0
t276	1	0
t279	1	0
t282	1	0
t283	1	0
t284	1	0
t288	1	0
t292	1	0
t295	1	0
t299	1	0
t300	1	1
t303	1	0
t305	1	0
t307	1	0
t316	1	0
t327	1	0
t329	1	0
t331	1	0
t334	1	0
t337	1	0
t340	1	0
t341	1	0
t342	1	0
t345	1	0
t346	1	0
t350	1	0
t351	1	0
t354	1	0
t361	1	0
t363	1	0
t374	1	0
t375	1	0
t379	1	0
t386	1	0
t387	1	0
t388	1	0
t389	1	0
t390	1	0
t392	1	0
t393	1	0
t412	1	0
t417	1	0
t419	1	0
t423	1	0
t433	1	0
t434	1	0
t436	1	0
t437	1	0
t442	1	0
t443	1	0
t456	1	0
t458	1	0
t471	1	0
t474	1	0
t475	1	0
t478	1	0
t481	1	0
t486	1	0
t487	1	0
t490	1	0
t493	1	0
t494	1	0
t501	1	0
t503	1	0
t511	1	0
t531	1	0
t538	1	0
t540	1	0
t542	1	0
t548	1	0
t555	1	0
t556	1	0
t557	1	0
t558	1	0
t559	1	0
t562	1	0
t564	1	0
t566	1	0
t567	1	0
t579	1	0
t597	1	0
t600	1	0
t603	1	0
t611	1	0
t612	1	0
t614	1	0
t615	1	0
t617	1	0
t620	1	0
t621	1	0
t623	1	0
t625	1	0
t627	1	0
t632	1	0
t635	1	0
t637	1	0
t639	1	0
t649	1	0
t650	1	0
t652	1	0
t653	1	0
t659	1	0
t661	1	0
t663	1	0
t682	1	0
t683	1	0
t684	1	0
t686	1	0
t691	1	0
t693	1	0
t696	1	0
t697	1	0
t702	1	0
t705	1	0
t709	1	0
t716	1	0
t734	1	0
t736	1	0
t744	1	0
t746	1	0
t752	1	0
t753	1	0
t754	1	0
t758	1	0
t760	1	0
t762	1	0
t766	1	0
t771	1	0
t772	1	0
t774	1	0
t781	1	0
t787	1	0
t788	1	0
t794	1	0
t795	1	0
t805	1	0
t819	1	0
t823	1	0
t826	1	0
t827	1	0
t832	1	0
t834	1	0
t838	1	0
t840	1	0
t844	1	0
t846	1	0
t847	1	0
t849	1	0
t850	1	0
t860	1	0
t867	1	0
t868	1	0
t872	1	0
t874	1	0
t875	1	0
t877	1	0
t886	1	0
t899	1	0
t908	1	0
t918	1	0
t919	1	0
t920	1	0
t925	1	0
t926	1	0
t931	1	0
t932	1	0
t975	1	0
t979	1	0
t984	1	0
t993	1	0
t1019	1	0
t1036	1	0
t1038	1	0
t1043	1	0
t1052	1	0
t1064	1	0
t1065	1	0
