taxon	int_1	int_2
t1	1	1
t2	0	1
t3	0	1
t4	1	0
t5	1	0
t6	1	0
t9	0	1
t10	0	1
t11	1	1
t12	0	1
t13	0	1
t14	1	1
t15	1	1
t18	1	0
t26	0	1
t27	0	1
t31	1	0
t32	0	1
t33	0	1
t34	0	1
t35	0	1
t37	1	0
t40	0	1
t41	1	1
t42	0	1
t44	1	0
t48	1	0
t51	1	0
t54	1	0
t56	1	0
t64	1	0
t67	1	0
t71	1	0
t72	0	1
t73	1	1
t74	1	1
t75	0	1
t76	1	0
t80	1	1
t82	1	0
t83	1	0
t85	1	0
t88	1	0
t89	1	0
t90	1	0
t92	1	0
t96	1	0
t97	1	0
t99	1	0
t101	1	0
t112	1	0
t117	1	0
t120	1	0
t124	1	0
t131	1	0
t132	1	0
t135	1	0
t136	1	0
t144	1	0
t145	1	0
t146	1	0
t147	0	1
t148	1	1
t149	1	0
t150	0	1
t152	1	1
t154	1	0
t156	1	0
t158	1	0
t159	1	0
t160	0	1
t168	1	0
t171	1	0
t172	1	0
t176	1	0
t178	1	0
t179	1	0
t183	1	0
t184	1	0
t186	1	0
t192	1	0
t194	1	0
t201	1	0
t203	1	0
t204	1	0
t206	1	0
t207	1	0
t208	1	0
t211	1	0
t212	1	0
t222	1	0
t223	1	0
t225	1	0
t228	1	0
t245	1	0
t251	1	0
t252	1	0
t253	1	0
t256	1	0
t264	1	0
t265	1	0
t266	1	0
t270	1	0
t273	1	0
t275	1	0
t279	1	0
t282	1	0
t285	1	0
t288	1	0
t293	1	0
t294	1	0
t297	0	1
t298	1	0
t299	0	1
t306	1	0
t314	1	0
t315	1	0
t318	1	0
t319	1	0
t320	1	0
t323	1	0
t324	1	0
t328	1	0
t332	1	0
t333	1	0
t334	1	0
t335	1	0
t339	1	0
t340	1	0
t341	1	0
t345	1	0
t348	1	0
t349	1	0
t351	1	0
t353	1	0
t368	1	0
t370	1	0
t375	1	0
t376	1	0
t392	1	0
t394	1	0
t401	1	0
t403	1	0
t404	1	0
t406	1	0
t410	1	0
t412	1	0
t413	1	0
t415	1	0
t416	1	0
t419	1	0
t422	1	0
t426	1	0
t428	1	0
t429	1	0
t430	1	0
t431	1	0
t432	1	0
t434	1	0
t441	1	0
t445	1	0
t448	0	1
t450	1	0
t451	1	0
t452	1	0
t456	1	0
t457	1	0
t459	1	0
t464	1	0
t466	1	0
t476	0	1
t478	1	0
t479	1	0
t480	1	0
t482	1	0
t497	1	0
t501	1	0
t503	1	0
t506	1	0
t508	1	0
t512	1	0
t514	1	0
t515	1	0
t520	1	0
t523	1	0
t527	1	0
t530	1	0
t533	1	0
t539	1	0
t546	1	0
t547	1	0
t548	1	0
t558	1	0
t559	1	0
t560	1	0
t561	1	0
t567	1	0
t570	1	0
t573	1	0
t580	1	0
t591	1	0
t598	1	0
t607	1	0
t617	1	0
t619	1	0
t630	1	0
t631	1	0
t633	1	0
t636	1	0
t639	1	0
t641	1	0
t642	1	0
t646	1	0
t648	1	0
t649	1	0
t650	1	0
t652	1	0
t654	1	0
t655	1	0
t657	1	0
t660	1	0
t661	1	0
t667	1	0
t669	1	0
t670	1	0
t672	1	0
t673	1	0
t677	1	0
t678	1	0
t685	1	0
t687	1	0
t698	1	0
t699	1	0
t701	1	0
t706	1	0
t711	1	0
t716	1	0
t723	1	0
t724	1	0
t726	1	0
t729	1	0
t734	1	0
t736	1	0
t746	1	0
t750	1	0
t757	1	0
t758	1	0
t763	1	0
t766	1	0
t768	1	0
t769	1	0
t772	1	0
t775	1	0
t782	1	0
t793	1	0
t795	1	0
t797	1	0
t805	1	0
t810	1	0
t811	1	0
t835	1	0
t842	1	0
t844	1	0
t848	1	0
t853	1	0
t854	1	0
t857	1	0
t863	1	0
t871	1	0
t872	1	0
t878	1	0
t879	1	0
t880	1	0
t884	1	0
t886	1	0
t887	1	0
t889	1	0
t893	1	0
t898	1	0
t903	1	0
t907	1	0
t913	1	0
t914	1	0
t915	1	0
t926	1	0
t931	1	0
t939	1	0
t944	1	0
t946	1	0
t954	1	0
t961	1	0
t962	1	0
t970	1	0
t971	1	0
t972	1	0
t974	1	0
t975	1	0
t979	1	0
t991	1	0
t997	1	0
t999	1	0
t1000	1	0
t1002	1	0
t1003	1	0
t1032	1	0
t1035	1	0
t1043	1	0
t1056	1	0
t1058	1	0
t1061	1	0
t1065	1	0
t1070	1	0
t1075	1	0
t1077	1	0
t1078	1	0
t1080	1	0
t1083	1	0
t1087	1	0
t1088	1	0
t1090	1	0
t1091	1	0
t1096	1	0
t1097	1	0
t1101	1	0
t1120	1	0
t1121	1	0
t1122	1	0
t1134	1	0
t1135	1	0
t1137	1	0
t1143	1	0
t1151	1	0
t1155	1	0
t1162	1	0
t1170	1	0
t1177	1	0
t1179	1	0
t1182	1	0
t1192	1	0
t1201	1	0
t1203	1	0
t1205	1	0
t1206	1	0
t1218	1	0
t1230	1	0
t1233	1	0
t1234	1	0
t1243	1	0
t1252	1	0
t1254	1	0
t1256	1	0
t1263	1	0
t1264	1	0
t1288	1	0
t1294	1	0
t1295	1	0
t1296	1	0
t1297	1	0
t1324	1	0
t1335	1	0
t1341	1	0
t1361	1	0
t1366	1	0
t1379	1	0
t1382	1	0
t1385	1	0
t1386	1	0
t1394	1	0
t1411	1	0
t1412	1	0
t1415	1	0
t1427	1	0
t1437	1	0
