taxon	int_1	int_2
t1	0	1
t2	1	1
t4	0	1
t5	1	0
t6	1	1
t7	1	1
t8	1	1
t9	0	1
t10	0	1
t11	1	1
t12	1	0
t13	1	0
t16	0	1
t17	1	1
t20	1	0
t21	1	0
t23	1	1
t24	0	1
t25	0	1
t26	1	1
t27	1	0
t28	1	0
t29	0	1
t30	0	1
t31	1	1
t32	1	1
t33	0	1
t35	0	1
t37	0	1
t38	1	0
t40	1	0
t43	1	0
t44	1	0
t46	1	0
t47	1	0
t52	1	1
t53	0	1
t55	1	1
t56	1	0
t58	1	0
t60	1	0
t61	1	0
t62	1	0
t63	1	0
t64	1	0
t65	1	0
t66	1	0
t69	0	1
t70	1	0
t71	1	1
t72	0	1
t73	1	0
t74	1	1
t76	1	0
t77	1	0
t78	1	0
t79	0	1
t82	1	0
t87	1	0
t88	1	0
t89	1	0
t91	1	0
t92	1	0
t94	1	1
t96	1	0
t103	1	0
t104	1	0
t107	1	1
t108	1	0
t109	1	0
t110	1	0
t111	0	1
t113	1	0
t114	1	0
t116	1	0
t117	1	1
t118	1	0
t120	1	0
t121	1	0
t122	1	0
t124	1	0
t127	1	0
t128	1	0
t130	1	0
t137	1	0
t138	1	0
t139	1	0
t143	1	0
t146	1	0
t148	1	0
t149	1	0
t150	1	0
t151	1	0
t152	1	0
t153	1	0
t154	0	1
t155	1	0
t157	1	0
t159	1	0
t160	1	0
t161	1	0
t162	1	0
t164	1	0
t165	1	0
t168	1	0
t169	1	0
t170	1	0
t173	1	0
t176	1	0
t178	1	0
t179	1	0
t180	1	0
t181	1	0
t182	1	0
t183	1	0
t184	1	0
t189	1	0
t190	1	0
t194	1	0
t195	1	0
t197	1	0
t198	1	0
t203	1	0
t206	1	0
t208	1	0
t209	1	0
t210	1	0
t211	1	0
t212	1	0
t213	1	0
t214	1	0
t217	1	0
t218	1	0
t220	1	0
t221	1	0
t222	1	0
t224	1	0
t228	1	0
t229	1	0
t230	1	0
t232	1	0
t235	1	0
t240	1	0
t242	1	0
t243	1	0
t244	1	0
t248	1	0
t252	1	0
t253	1	0
t254	1	0
t255	1	0
t256	1	0
t258	1	0
t260	1	0
t262	1	0
t264	1	0
t265	1	0
t267	1	0
t268	1	0
t269	1	0
t270	1	0
t272	1	1
t275	1	0
t276	1	0
t277	1	0
t280	1	0
t283	1	0
t284	1	0
t285	1	0
t294	1	0
t295	1	0
t296	1	0
t297	1	0
t298	1	0
t299	1	0
t300	1	0
t301	1	0
t302	1	0
t303	1	0
t309	1	0
t310	1	0
t311	1	0
t313	1	0
t315	1	0
t318	1	0
t319	1	0
t320	1	0
t321	1	0
t325	1	0
t326	1	0
t334	1	0
t336	1	0
t337	1	0
t338	1	0
t339	1	0
t341	1	0
t343	1	0
t344	1	0
t345	1	0
t346	1	0
t347	1	0
t348	1	0
t349	1	0
t350	1	0
t352	1	0
t353	1	0
t355	1	0
t356	1	0
t359	1	0
t360	1	0
t361	1	0
t362	1	0
t364	1	0
t365	1	0
t366	1	0
t370	1	0
t371	1	0
t373	1	0
t374	1	0
t375	1	0
t378	1	0
t380	1	0
t385	1	0
t388	1	0
t389	1	0
t391	1	0
t395	1	0
t398	1	0
t399	1	0
t400	1	0
t401	1	0
t402	1	0
t406	1	0
t409	1	0
t410	1	0
t411	1	0
t412	1	0
t417	1	0
t418	1	0
t419	1	0
t421	1	0
t425	1	0
t426	1	0
t427	1	0
t429	1	0
t430	1	0
t431	1	0
t432	1	0
t437	1	0
t439	1	0
t443	1	0
t444	1	0
t445	1	0
t447	1	0
t448	1	0
t452	1	0
t453	1	0
t454	1	0
t455	1	0
t456	1	0
t457	1	0
t458	1	0
t465	1	0
t469	1	0
t470	1	0
t472	1	0
t473	1	0
t474	1	0
t475	1	0
t476	1	0
t477	1	0
t478	1	0
t481	1	0
t486	1	0
t487	1	0
t491	1	0
t492	1	0
t494	1	0
t499	1	0
t500	1	0
t502	1	0
t504	1	0
t506	1	0
t508	1	0
t509	1	0
t510	1	0
t513	1	0
t516	1	0
t519	1	0
t523	1	0
t528	1	0
t533	1	0
t534	1	0
t536	1	0
t537	1	0
t539	1	0
t541	1	0
t542	1	0
t544	1	0
t553	1	0
t558	1	0
t564	1	0
t565	1	0
t567	1	0
t571	1	0
t573	1	0
t574	1	0
t579	1	0
t580	1	0
t586	1	0
t589	1	0
t593	1	0
t594	1	0
t595	1	0
t596	1	0
t597	1	0
t600	1	0
t606	1	0
t608	1	0
t609	1	0
t611	1	0
t615	1	0
t618	1	0
t619	1	0
t621	1	0
t624	1	0
t627	1	0
t630	1	0
t631	1	0
t633	1	0
t637	1	0
t638	1	0
t639	1	0
t640	1	0
t642	1	0
t643	1	0
t649	1	0
t654	1	0
t655	1	0
t656	1	0
t657	1	0
t660	1	0
t663	1	0
t665	1	0
t666	1	0
t667	1	0
t669	1	0
t671	1	0
t675	1	0
t677	1	0
t678	1	0
t679	1	0
t680	1	0
t689	1	0
t690	1	0
t697	1	0
