taxon	int_1	int_2
t1	1	0
t2	0	1
t3	0	1
t4	0	1
t7	1	0
t10	0	1
t12	1	0
t13	1	0
t16	1	0
t18	1	0
t23	1	0
t26	1	0
t28	0	1
t29	1	0
t30	1	1
t38	1	0
t39	1	0
t40	1	0
t41	1	0
t45	1	0
t46	1	0
t47	1	0
t50	1	0
t55	1	0
t59	1	0
t61	1	0
t65	1	0
t67	1	0
t68	1	0
t73	1	0
t74	1	0
t75	1	0
t83	1	0
t86	1	0
t105	1	0
t108	1	0
t111	1	0
t112	1	0
t113	1	0
t118	1	0
t130	1	0
t131	1	0
t136	1	0
t140	1	0
t143	1	0
t148	1	0
t149	1	0
t156	1	0
t163	1	0
t164	1	0
t169	1	0
t177	1	0
t179	1	0
t181	1	0
t183	1	0
t189	1	0
t190	1	0
t195	1	0
t211	1	0
t213	1	0
