Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-26.51381	0	-26.51381	0.172131	0.129645	0.0735292	0.145847	0.21009	0.0538806	0.643399	0.205563	0.107418
10000	-16.06771	0	-16.06771	0.148343	0.119816	0.146886	0.33051	0.0817695	0.382381	2.76986	0.239192	0.841633
20000	-12.03325	0	-12.03325	0.162929	0.0719832	0.225704	0.478183	0.128447	0.117287	3.03234	0.352184	1.7373
30000	-13.18522	0	-13.18522	0.227425	0.116904	0.338247	0.283115	0.157311	0.104065	2.04294	1.7785	2.86309
40000	-14.58819	0	-14.58819	0.239515	0.0846068	0.165901	0.153761	0.122196	0.0685447	2.069	0.102485	0.612136
50000	-15.89973	0	-15.89973	0.0743865	0.0664927	0.108483	0.124403	0.0562612	0.0991574	3.34838	0.172189	3.09821
60000	-9.867892	0	-9.867892	0.0929396	0.154897	0.182566	0.194684	0.0767497	0.147772	3.57753	1.14515	2.93842
70000	-18.69746	0	-18.69746	0.0690233	0.172464	0.264738	0.442758	0.242308	0.274854	1.6184	0.721615	1.19047
80000	-21.71492	0	-21.71492	0.127146	0.308451	0.432554	0.258768	0.176027	0.101492	2.85213	0.617617	0.747082
90000	-17.92795	0	-17.92795	0.553117	0.122652	0.326832	0.347602	0.139048	0.107318	1.98433	0.290706	1.21823
100000	-11.7467	0	-11.7467	0.194626	0.150896	0.268247	0.194028	0.173557	0.220849	6.16944	0.586538	5.50818
110000	-16.11636	0	-16.11636	0.130568	0.0919603	0.137384	0.559935	0.0932113	0.419121	2.28695	2.39549	1.95067
120000	-19.73859	0	-19.73859	0.163779	0.0900073	0.105581	0.33053	0.157919	0.10131	2.43982	0.242376	0.503579
130000	-23.59248	0	-23.59248	0.239447	0.0767582	0.32296	0.53926	0.183017	0.25549	3.10626	3.59886	1.21172
140000	-13.886	0	-13.886	0.252876	0.112876	0.326096	0.264717	0.145436	0.0798331	4.13793	0.4302	1.10052
150000	-16.30952	0	-16.30952	0.450101	0.182574	0.2606	0.225487	0.0431256	0.189375	3.98032	0.248063	1.54072
160000	-20.98971	0	-20.98971	0.0733117	0.255512	0.172856	0.533091	0.210934	0.140939	1.73276	1.02798	1.87898
170000	-19.46368	0	-19.46368	0.135588	0.0507329	0.219901	0.247257	0.189144	0.191263	2.21109	3.6897	0.760907
180000	-22.6267	0	-22.6267	0.101994	0.187459	0.169438	0.292314	0.07567	0.205543	5.959	0.908132	1.10915
190000	-14.44073	0	-14.44073	0.278581	0.0916519	0.121028	0.284932	0.164395	0.322325	2.7692	0.32753	1.78791
200000	-15.50818	0	-15.50818	0.0977819	0.0536904	0.281019	0.31212	0.0563564	0.166118	3.42642	0.0222474	0.809898
210000	-14.27158	0	-14.27158	0.109724	0.259806	0.424813	0.147305	0.131282	0.098296	3.98647	2.2721	1.24698
