Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-22.75104	0	-22.75104	0.175721	0.061127	0.227884	0.104434	0.126492	0.145787	0.451705	0.0807411	0.706644
10000	-12.26547	0	-12.26547	0.160729	0.116983	0.198504	0.469227	0.122772	0.133799	2.1406	0.988574	0.286786
20000	-16.22563	0	-16.22563	0.0953163	0.105906	0.297325	0.190651	0.10827	0.200459	1.7957	0.912883	0.255643
30000	-25.3107	0	-25.3107	0.213301	0.136329	0.144434	0.282293	0.185801	0.232153	0.878957	0.214962	0.0806473
40000	-14.32744	0	-14.32744	0.252823	0.0998518	0.260015	0.433299	0.0628087	0.141893	1.47537	0.653372	0.0287272
50000	-18.40271	0	-18.40271	0.0389484	0.1659	0.249961	0.372521	0.161396	0.0575298	1.79234	0.180987	0.0304574
60000	-14.60922	0	-14.60922	0.0541712	0.126754	0.242009	0.244457	0.0764436	0.0505291	2.16375	0.448779	0.0372913
70000	-15.62566	0	-15.62566	0.239954	0.173019	0.215837	0.407901	0.203301	0.251096	2.97015	0.717898	0.0149491
80000	-20.139	0	-20.139	0.159883	0.177962	0.42609	0.393122	0.093854	0.173489	3.53934	3.6087	0.00978928
90000	-16.2219	0	-16.2219	0.126105	0.388045	0.235389	0.629372	0.119253	0.0978527	1.59509	1.60725	0.633046
100000	-13.80053	0	-13.80053	0.150801	0.184105	0.206858	0.200708	0.309229	0.077668	4.44846	1.65489	0.144993
110000	-12.33962	0	-12.33962	0.139249	0.0840363	0.133589	0.591369	0.0532671	0.197197	2.10625	1.20885	0.48103
120000	-12.25003	0	-12.25003	0.279855	0.124746	0.11927	0.498613	0.0905013	0.115953	2.54074	1.51092	0.0753645
130000	-10.98651	0	-10.98651	0.248671	0.149917	0.320889	0.260818	0.073616	0.0966706	2.58943	1.42438	0.248797
