Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-21.32595	0	-21.32595	0.127139	0.224145	0.220224	0.149301	0.147874	0.139463	0.567842	1.75271	0.702615
10000	-17.44641	0	-17.44641	0.196145	0.268699	0.246652	0.420271	0.096473	0.0963246	3.36019	0.216172	0.109252
20000	-12.95562	0	-12.95562	0.1002	0.308993	0.0699729	0.212534	0.290915	0.274715	6.12733	1.58938	2.9699
30000	-10.02401	0	-10.02401	0.143792	0.11662	0.115303	0.266415	0.153798	0.0751871	2.6028	0.79603	0.253108
40000	-17.75525	0	-17.75525	0.13459	0.445039	0.142648	0.395174	0.0882519	0.126695	1.55548	1.06074	0.942063
50000	-6.873803	0	-6.873803	0.186951	0.276285	0.212463	0.261124	0.0577482	0.27886	6.86175	0.107736	0.203521
60000	-13.36169	0	-13.36169	0.1777	0.147595	0.12321	0.135509	0.191446	0.11654	3.02714	0.659964	0.847333
70000	-19.83857	0	-19.83857	0.0790571	0.395932	0.115226	0.191889	0.172839	0.0768565	1.26249	0.221744	0.0676145
80000	-8.853998	0	-8.853998	0.228021	0.0927726	0.105866	0.386264	0.0839185	0.0754851	3.36301	0.822302	0.529091
90000	-19.03922	0	-19.03922	0.102693	0.443521	0.0690196	0.166812	0.0786024	0.200857	0.983437	0.563723	0.194274
100000	-8.803672	0	-8.803672	0.267372	0.176746	0.185614	0.202015	0.0881635	0.139557	3.30542	0.886402	0.417377
110000	-10.73105	0	-10.73105	0.234897	0.178308	0.194681	0.236083	0.111814	0.100431	2.12785	1.36768	0.399607
120000	-6.045667	0	-6.045667	0.1223	0.36909	0.170433	0.223082	0.0751123	0.128829	5.33512	0.120434	0.254241
130000	-11.43892	0	-11.43892	0.177076	0.119432	0.29481	0.181415	0.122824	0.116998	4.54878	0.20911	0.108078
140000	-11.53472	0	-11.53472	0.126969	0.256304	0.0738706	0.395957	0.0956007	0.0623908	3.92309	0.14646	3.99689
150000	-12.84488	0	-12.84488	0.241083	0.19893	0.0724096	0.274175	0.223174	0.209229	4.51976	1.23406	1.95196
160000	-11.6305	0	-11.6305	0.157239	0.11262	0.0634761	0.155974	0.0872011	0.18383	4.84887	0.848812	0.618487
170000	-5.270222	0	-5.270222	0.13694	0.200703	0.0820479	0.188676	0.211682	0.111061	5.35267	0.7723	0.0762337
180000	-13.02669	0	-13.02669	0.201411	0.245107	0.144689	0.341329	0.176019	0.0806094	4.03499	0.763985	2.38218
190000	-22.824	0	-22.824	0.128073	0.139243	0.332261	0.187134	0.0582119	0.134269	4.70045	0.120983	4.68919
200000	-10.46166	0	-10.46166	0.0931989	0.105964	0.153759	0.323835	0.235778	0.231358	4.91265	0.532858	0.0321257
210000	-20.54608	0	-20.54608	0.128212	0.247046	0.292401	0.306239	0.0620324	0.739892	6.48575	0.740728	0.218385
220000	-11.42286	0	-11.42286	0.105833	0.268837	0.191395	0.411043	0.10828	0.0927562	2.38051	0.162794	0.0463071
230000	-13.75669	0	-13.75669	0.231657	0.221514	0.171088	0.355903	0.259805	0.0434415	2.16032	0.82211	0.527963
240000	-13.47906	0	-13.47906	0.0664908	0.281118	0.243914	0.27935	0.0864104	0.188356	3.61711	0.472085	1.20425
250000	-11.38167	0	-11.38167	0.125015	0.146349	0.125174	0.244107	0.210718	0.214879	4.22424	0.83366	0.784075
260000	-9.773179	0	-9.773179	0.123819	0.187729	0.135863	0.255201	0.156737	0.222185	2.63631	1.46262	0.352954
270000	-14.60717	0	-14.60717	0.174166	0.0862102	0.739754	0.29948	0.106426	0.149973	3.36663	0.0715291	0.456188
280000	-8.8405	0	-8.8405	0.107021	0.294318	0.137817	0.190981	0.0990888	0.199541	5.02582	1.8524	0.192194
290000	-16.74181	0	-16.74181	0.11182	0.220849	0.205705	0.399111	0.0905433	0.152434	7.34236	0.57643	0.491563
300000	-10.74232	0	-10.74232	0.15187	0.300062	0.166839	0.142818	0.267429	0.186449	5.17214	0.330028	0.627262
310000	-16.55827	0	-16.55827	0.152672	0.202133	0.143567	0.330695	0.0880323	0.373779	3.64469	1.10357	2.40482
320000	-12.90419	0	-12.90419	0.316051	0.162816	0.0794188	0.184089	0.0826203	0.0591405	5.41672	1.52838	0.702656
330000	-11.47855	0	-11.47855	0.241364	0.060813	0.136144	0.233196	0.100817	0.138767	3.46289	0.893949	0.0102424
340000	-15.43759	0	-15.43759	0.247994	0.360511	0.124706	0.208432	0.210668	0.170643	1.99083	0.0420869	1.50336
350000	-16.58497	0	-16.58497	0.0793755	0.11989	0.211549	0.217018	0.156225	0.369285	6.4361	0.041695	0.044243
360000	-10.64578	0	-10.64578	0.0679048	0.139123	0.055	0.240263	0.0452498	0.0796491	3.80987	0.333059	0.390778
370000	-7.353003	0	-7.353003	0.151354	0.179561	0.099442	0.410971	0.243472	0.0900974	3.98439	1.49469	0.0378922
380000	-16.67584	0	-16.67584	0.306422	0.12092	0.0662401	0.131632	0.332325	0.0853808	5.44393	0.966028	3.09394
390000	-13.25588	0	-13.25588	0.0931314	0.115175	0.339736	0.16155	0.151293	0.181969	2.4011	0.489247	0.219195
400000	-14.01979	0	-14.01979	0.219832	0.245902	0.458228	0.23368	0.147499	0.0840435	3.60519	0.295123	0.51849
410000	-15.04925	0	-15.04925	0.0691431	0.213031	0.157299	0.28974	0.223811	0.131801	4.24166	0.102589	0.720586
420000	-9.278125	0	-9.278125	0.145803	0.276637	0.226325	0.180434	0.115677	0.169083	2.69672	0.31452	0.496605
430000	-14.96446	0	-14.96446	0.280545	0.0705225	0.112723	0.195584	0.178404	0.128714	5.18388	0.476066	0.0985023
440000	-19.91791	0	-19.91791	0.0885358	0.309609	0.259124	0.343874	0.252931	0.166833	4.72275	0.278037	0.095533
450000	-6.547851	0	-6.547851	0.130937	0.176857	0.169671	0.386336	0.125118	0.18557	5.37461	0.773935	0.250521
460000	-4.258438	0	-4.258438	0.135411	0.165529	0.177414	0.267973	0.119814	0.0638217	5.08632	0.537324	0.874983
470000	-11.24322	0	-11.24322	0.0748659	0.0849551	0.220018	0.376318	0.0834499	0.125675	4.24754	0.24583	0.000638664
480000	-14.42203	0	-14.42203	0.205451	0.15025	0.221251	0.265498	0.113461	0.233138	1.69253	2.22981	0.821945
