Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-55.03859	0	-55.03859	0.0905767	0.122592	0.11311	0.228747	0.249951	0.149879	4.31206	0.751174	1.79334
10000	-25.47161	0	-25.47161	0.0745839	0.233979	0.21171	0.409115	0.431863	0.0792681	0.438538	0.530469	0.0553637
20000	-24.04505	0	-24.04505	0.105247	0.291458	0.127076	0.129563	0.237397	0.0988465	0.635511	2.00104	0.818028
30000	-28.07226	0	-28.07226	0.118824	0.188448	0.107761	0.388821	0.0965171	0.0725087	1.05792	0.555797	0.00540363
40000	-30.66417	0	-30.66417	0.0787811	0.108649	0.238239	0.327583	0.428506	0.0797453	1.62064	1.9168	0.267961
50000	-24.92294	0	-24.92294	0.112375	0.191054	0.145189	0.302622	0.0974632	0.163087	1.48857	0.534836	0.0148925
60000	-31.7099	0	-31.7099	0.376822	0.118535	0.153332	0.340595	0.235318	0.0641078	0.415253	0.34253	0.0247678
70000	-20.67474	0	-20.67474	0.112082	0.0927593	0.20508	0.346547	0.0974487	0.0740753	0.72666	0.566923	0.00256352
80000	-27.58659	0	-27.58659	0.157101	0.0965878	0.327892	0.286705	0.102829	0.101679	0.663027	0.30616	0.000678396
90000	-23.37944	0	-23.37944	0.1794	0.142618	0.316261	0.429847	0.0686196	0.211424	1.35073	0.262955	0.245067
100000	-27.09725	0	-27.09725	0.0748574	0.0894902	0.265517	0.425852	0.0512994	0.116325	2.61699	0.441193	0.235749
110000	-23.47244	0	-23.47244	0.112612	0.08213	0.182144	0.154448	0.152082	0.0498651	0.714379	0.406943	0.0877297
120000	-18.73312	0	-18.73312	0.143132	0.169006	0.191558	0.250218	0.0677201	0.139983	1.16613	0.614873	0.33609
130000	-22.58362	0	-22.58362	0.108149	0.217236	0.258325	0.351712	0.121811	0.0701526	0.440553	0.982952	0.0775178
140000	-24.66277	0	-24.66277	0.119586	0.148514	0.240823	0.619797	0.123424	0.19754	1.79308	0.926532	0.0327941
150000	-26.98254	0	-26.98254	0.105045	0.089643	0.210871	0.828023	0.162532	0.0931284	0.392442	0.247469	0.0131937
160000	-32.64463	0	-32.64463	0.0974279	0.309466	0.199624	0.523261	0.0935192	0.0742048	0.839394	0.647652	0.00140381
170000	-25.66898	0	-25.66898	0.179856	0.0996287	0.441151	0.440587	0.131356	0.335217	0.715314	0.617575	0.0053543
180000	-21.72664	0	-21.72664	0.14518	0.192239	0.144545	0.37024	0.120997	0.11437	1.58877	1.58913	0.0588051
190000	-23.27754	0	-23.27754	0.0838602	0.106529	0.129498	0.326721	0.104689	0.13686	0.425907	0.527568	0.564288
