Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-30.75798	0	-30.75798	0.0816696	0.118458	0.222657	0.148739	0.218667	0.230557	2.19591	0.118173	0.950271
10000	-26.63294	0	-26.63294	0.187016	0.128276	0.317193	0.41339	0.251972	0.184864	1.20932	0.207068	1.64543
20000	-19.29296	0	-19.29296	0.127377	0.143025	0.135779	0.287173	0.100135	0.137011	1.35624	0.348084	0.648388
30000	-21.94249	0	-21.94249	0.104964	0.141239	0.149582	0.19939	0.0869854	0.0993271	2.31497	0.508373	1.90684
40000	-25.19019	0	-25.19019	0.0974655	0.247649	0.258647	0.219527	0.0968363	0.100405	0.75142	0.869073	0.216749
50000	-19.88802	0	-19.88802	0.089278	0.325439	0.197553	0.209445	0.168412	0.212212	0.776279	0.283201	0.300996
60000	-20.80031	0	-20.80031	0.249677	0.102421	0.239551	0.132195	0.101868	0.163489	2.11948	0.656134	2.17404
70000	-26.08686	0	-26.08686	0.0522275	0.14468	0.609637	0.309981	0.151811	0.0962152	0.441147	0.195177	0.920599
80000	-20.7965	0	-20.7965	0.15702	0.383555	0.14508	0.14179	0.179962	0.0849519	1.45761	0.424735	0.60901
90000	-18.74647	0	-18.74647	0.146262	0.144813	0.107224	0.215177	0.201968	0.181357	3.47464	0.971435	0.461847
100000	-25.3891	0	-25.3891	0.0776629	0.0996534	0.336188	0.198334	0.130472	0.227471	0.852122	0.151571	0.925542
110000	-18.28588	0	-18.28588	0.0530926	0.318653	0.150414	0.387352	0.114562	0.101855	1.14013	0.265289	1.25001
120000	-18.36655	0	-18.36655	0.0524782	0.174608	0.0679401	0.218388	0.203396	0.116078	2.53197	0.360047	1.39194
130000	-19.09653	0	-19.09653	0.125616	0.176632	0.127753	0.298111	0.102153	0.229396	1.04535	0.619727	0.244646
140000	-27.35468	0	-27.35468	0.127749	0.0797625	0.0659537	0.171284	0.414952	0.157267	2.03525	0.0389746	0.259111
150000	-32.54253	0	-32.54253	0.132983	0.131489	0.0939562	0.414029	0.389555	0.156794	1.2677	0.209708	0.075129
160000	-22.81763	0	-22.81763	0.0880418	0.202974	0.131609	0.148592	0.147734	0.0606542	0.667068	0.174463	0.226681
170000	-23.70965	0	-23.70965	0.0852586	0.310096	0.0988378	0.363775	0.122673	0.121233	1.44011	0.252155	3.15209
180000	-17.9105	0	-17.9105	0.0841895	0.152881	0.0839491	0.312862	0.0857099	0.106684	1.75319	0.186907	0.602898
