Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-45.66382	0	-45.66382	0.194071	0.0269701	0.213507	0.169621	0.128319	0.135326	0.168207	0.0321864	0.727423
10000	-27.65989	0	-27.65989	0.10859	0.221449	0.207705	0.151328	0.20167	0.0602423	1.75176	0.361931	0.755767
20000	-24.55007	0	-24.55007	0.0555501	0.117099	0.142634	0.309191	0.112552	0.0753251	2.31761	0.588336	0.819947
30000	-28.95587	0	-28.95587	0.10006	0.0647279	0.300096	0.329177	0.334465	0.119946	5.20653	0.357544	1.5833
40000	-23.63068	0	-23.63068	0.110662	0.144975	0.231941	0.332508	0.0930678	0.0817433	2.85511	0.700506	1.17792
50000	-21.68003	0	-21.68003	0.105878	0.0706715	0.161231	0.304046	0.198587	0.0829	2.45306	0.718299	2.12044
60000	-26.96332	0	-26.96332	0.177846	0.0659518	0.217703	0.122026	0.279496	0.0533495	1.10894	2.45858	3.08024
70000	-26.82787	0	-26.82787	0.052116	0.127209	0.243836	0.241818	0.230173	0.109252	0.748852	1.31792	1.64117
80000	-31.73976	0	-31.73976	0.129208	0.186637	0.0746894	0.215702	0.228927	0.113429	1.62795	1.01226	0.428665
90000	-24.57064	0	-24.57064	0.0660226	0.0964789	0.19817	0.369582	0.349722	0.137304	1.64	0.376075	3.54073
100000	-31.42667	0	-31.42667	0.252402	0.102306	0.126888	0.129584	0.137847	0.188753	0.621667	0.572943	0.679532
110000	-30.18052	0	-30.18052	0.144946	0.113187	0.102801	0.271878	0.0949769	0.187069	2.52462	0.640713	0.389093
120000	-25.78038	0	-25.78038	0.176499	0.112691	0.125555	0.209606	0.306932	0.075447	0.959299	0.546991	1.93746
130000	-24.77368	0	-24.77368	0.0659664	0.0854773	0.170062	0.115043	0.136987	0.186929	2.7132	0.877991	2.26869
140000	-22.27986	0	-22.27986	0.0886733	0.0452142	0.0904444	0.143214	0.0517171	0.13808	1.5543	1.53882	2.91784
