Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-36.78455	0	-36.78455	0.0870881	0.0849927	0.180669	0.19869	0.258067	0.149951	0.468665	0.697595	1.56066
10000	-20.30193	0	-20.30193	0.107773	0.100126	0.520767	0.370749	0.235437	0.0984608	7.0444	2.95984	0.955337
20000	-21.1138	0	-21.1138	0.16141	0.163772	0.120177	0.479983	0.224315	0.172517	7.25764	2.11281	0.262585
30000	-22.19045	0	-22.19045	0.0718462	0.115181	0.279146	0.141175	0.129711	0.0633033	2.19604	0.757066	0.980625
40000	-22.08283	0	-22.08283	0.0564623	0.0959434	0.225245	0.457177	0.138117	0.061907	4.5697	1.04766	0.708068
50000	-23.2941	0	-23.2941	0.115051	0.319696	0.0810214	0.250993	0.0960284	0.298717	5.95788	2.31537	1.24398
60000	-25.9142	0	-25.9142	0.067752	0.337916	0.4718	0.418434	0.147891	0.110624	11.0317	2.52875	1.57273
70000	-18.46906	0	-18.46906	0.134602	0.392501	0.204895	0.277225	0.0955922	0.0938953	5.47963	0.623532	0.925382
80000	-17.01879	0	-17.01879	0.125844	0.116046	0.100196	0.336293	0.165737	0.140036	2.95142	5.22312	2.9177
90000	-25.16755	0	-25.16755	0.132353	0.253351	0.339224	0.45799	0.076686	0.115	2.26782	1.38104	0.829612
100000	-15.11022	0	-15.11022	0.0658699	0.369557	0.347316	0.344275	0.120526	0.0405591	8.16755	1.52978	3.20671
110000	-18.48228	0	-18.48228	0.0682463	0.307706	0.180921	0.308255	0.155509	0.239923	5.06656	1.68093	1.38768
120000	-23.25312	0	-23.25312	0.0778009	0.225092	0.306463	0.461595	0.106697	0.120071	6.82727	1.94838	0.419349
130000	-23.46038	0	-23.46038	0.0740741	0.253587	0.517853	0.384206	0.180486	0.0796408	3.89813	0.489912	0.607344
140000	-28.30829	0	-28.30829	0.100173	0.0922201	0.234079	0.650132	0.123103	0.151825	3.42918	1.46875	0.216125
150000	-29.48033	0	-29.48033	0.100047	0.199849	0.575844	0.254537	0.152887	0.0962065	3.20579	1.65786	0.105302
160000	-26.16473	0	-26.16473	0.100292	0.108991	0.185074	0.186232	0.178059	0.0715096	4.87348	1.87687	0.144668
170000	-25.65639	0	-25.65639	0.105251	0.327876	0.299541	0.394883	0.3109	0.206	6.33097	1.64072	0.0742599
180000	-29.9773	0	-29.9773	0.153007	0.213406	0.605395	0.388835	0.134078	0.137478	3.71429	0.919157	0.220595
190000	-25.12879	0	-25.12879	0.0984936	0.127446	0.24824	0.133794	0.0750683	0.0706959	5.79929	1.13872	0.222105
200000	-15.78805	0	-15.78805	0.143545	0.150538	0.268575	0.399196	0.0607053	0.102433	4.91	3.10809	0.904845
210000	-20.82664	0	-20.82664	0.0488391	0.164969	0.226619	0.376675	0.0831254	0.0611904	7.75603	1.85037	0.419362
220000	-17.98181	0	-17.98181	0.149467	0.142887	0.233919	0.170192	0.0823662	0.12153	3.01019	2.23457	0.836863
230000	-19.97934	0	-19.97934	0.131707	0.167835	0.438302	0.246213	0.0459	0.0939042	4.32335	1.58551	0.234527
240000	-21.52036	0	-21.52036	0.110114	0.355077	0.116863	0.276988	0.127456	0.122512	5.72295	1.74993	0.996043
250000	-29.01962	0	-29.01962	0.128993	0.0627959	0.168418	0.548933	0.114976	0.0458594	4.8695	0.518422	0.112553
260000	-26.00213	0	-26.00213	0.1329	0.309264	0.13136	0.449648	0.129796	0.100128	2.56863	2.74921	0.780967
270000	-15.00363	0	-15.00363	0.0919193	0.131247	0.298088	0.26438	0.10432	0.187738	5.45362	1.27138	0.690726
280000	-26.17636	0	-26.17636	0.104602	0.0900161	0.14621	0.310135	0.106089	0.202628	1.47902	0.888939	0.577948
290000	-20.52994	0	-20.52994	0.0916982	0.128582	0.153309	0.213414	0.126505	0.482729	3.07183	2.91697	1.66954
300000	-21.2996	0	-21.2996	0.0576493	0.229691	0.267858	0.120341	0.0804047	0.18668	6.28816	2.08846	4.15657
310000	-19.57913	0	-19.57913	0.0949851	0.248632	0.370519	0.473521	0.118527	0.0469769	9.37677	2.79613	2.54254
320000	-17.43723	0	-17.43723	0.147357	0.104137	0.302044	0.478129	0.0651519	0.129786	4.30254	1.37287	1.07361
330000	-17.54269	0	-17.54269	0.0933533	0.207426	0.585197	0.366029	0.117166	0.23027	4.70391	1.19916	1.73578
340000	-26.30345	0	-26.30345	0.0983556	0.144383	0.343415	0.183287	0.095336	0.13267	3.53473	2.27948	0.122806
350000	-24.37756	0	-24.37756	0.0403408	0.0721324	0.345253	0.409673	0.125424	0.131302	4.57202	0.764133	1.01622
360000	-19.87138	0	-19.87138	0.0352489	0.129819	0.264084	0.317777	0.135149	0.192489	4.34999	3.38192	0.522146
370000	-29.58574	0	-29.58574	0.0861112	0.104562	0.353793	0.359754	0.06258	0.159361	3.20227	1.23145	0.148428
380000	-19.86755	0	-19.86755	0.0658855	0.201566	0.140363	0.423809	0.154897	0.131326	4.52105	2.06532	0.54515
390000	-29.05604	0	-29.05604	0.201755	0.151237	0.135632	0.224159	0.0489112	0.224324	5.30293	1.72687	0.372382
400000	-20.6443	0	-20.6443	0.102547	0.130476	0.357325	0.353801	0.101669	0.164035	7.38244	3.75368	3.97515
410000	-17.14851	0	-17.14851	0.109968	0.27939	0.244919	0.438951	0.189057	0.113702	5.62508	1.51995	0.435358
420000	-33.33997	0	-33.33997	0.0503371	0.115194	0.215505	0.601717	0.0481673	0.0478449	6.07753	1.67614	0.0523311
430000	-24.13086	0	-24.13086	0.135505	0.138614	0.331327	0.599491	0.12354	0.204281	2.85515	2.30718	1.33992
440000	-23.56736	0	-23.56736	0.220864	0.138223	0.3938	0.287688	0.0893346	0.0858742	3.85805	1.65871	0.598189
450000	-23.48982	0	-23.48982	0.0768563	0.124802	0.185804	0.451565	0.0671109	0.0673569	5.53045	2.62247	0.275814
460000	-22.07563	0	-22.07563	0.281191	0.126614	0.35064	0.411906	0.123975	0.114351	5.27141	1.92182	0.384307
470000	-27.39712	0	-27.39712	0.0779923	0.128145	0.285422	0.566276	0.0638182	0.111242	7.59228	0.566391	0.479257
480000	-24.53389	0	-24.53389	0.350685	0.18531	0.140971	0.351236	0.135173	0.148325	5.67563	2.08523	2.23573
490000	-14.01155	0	-14.01155	0.0620139	0.17059	0.230191	0.665043	0.15637	0.135975	5.4256	2.1925	1.64737
500000	-16.07084	0	-16.07084	0.0917838	0.17209	0.0838098	0.552636	0.226512	0.0928242	8.8962	1.73603	1.10214
510000	-16.38282	0	-16.38282	0.0596697	0.227091	0.207069	0.552562	0.15483	0.0886677	2.85857	3.49308	1.83207
520000	-32.40372	0	-32.40372	0.108404	0.118065	0.203853	0.276527	0.124306	0.0906463	2.24843	0.639124	0.0756175
530000	-24.48281	0	-24.48281	0.0700032	0.277084	0.67961	0.603014	0.0425602	0.0723433	4.86274	2.30294	0.641968
540000	-18.29973	0	-18.29973	0.13498	0.17273	0.265742	0.281327	0.0801898	0.0794391	6.02672	2.25291	0.215068
550000	-31.06887	0	-31.06887	0.261617	0.262688	0.195906	0.569202	0.14356	0.123078	5.60065	1.25426	0.272804
560000	-23.20476	0	-23.20476	0.126763	0.197016	0.313333	0.306713	0.0885407	0.0700885	4.95079	1.79308	0.206825
570000	-30.68754	0	-30.68754	0.133943	0.104338	0.146667	0.283692	0.0569337	0.0509524	4.38843	2.30037	1.29473
580000	-22.42463	0	-22.42463	0.214979	0.359488	0.306538	0.370154	0.0896433	0.0835691	3.50758	1.32366	3.49306
590000	-17.04383	0	-17.04383	0.106085	0.118127	0.475467	0.193995	0.114228	0.0986894	9.26909	1.26739	1.1721
600000	-20.09196	0	-20.09196	0.143531	0.207274	0.309344	0.354853	0.167197	0.104671	3.34854	2.01261	1.04655
610000	-21.64368	0	-21.64368	0.139452	0.172029	0.751617	0.31092	0.113529	0.0842049	4.53281	1.12976	1.11886
620000	-18.44571	0	-18.44571	0.0715031	0.196883	0.254531	0.298555	0.0939727	0.106742	4.19913	2.58804	1.31538
630000	-31.41611	0	-31.41611	0.149018	0.141235	0.181374	0.199478	0.0892819	0.0654751	2.08719	1.52455	0.222685
640000	-29.2715	0	-29.2715	0.101403	0.130245	0.193247	0.429883	0.424466	0.0777482	3.18117	1.02987	0.31034
650000	-22.61711	0	-22.61711	0.148813	0.125588	0.259319	0.635684	0.108831	0.101722	3.17088	2.62735	0.45431
660000	-18.6067	0	-18.6067	0.109711	0.145592	0.335591	0.355526	0.150696	0.163895	8.12799	3.36343	0.39128
670000	-34.68636	0	-34.68636	0.247531	0.117297	0.45004	0.222247	0.0498601	0.15212	6.7649	0.44276	0.219867
680000	-17.45995	0	-17.45995	0.0590768	0.177625	0.0925306	0.327567	0.148316	0.085691	4.89475	3.86704	1.55507
690000	-21.08525	0	-21.08525	0.0918633	0.201866	0.313132	0.416102	0.182377	0.12899	4.79027	0.841326	0.331686
700000	-26.88979	0	-26.88979	0.117953	0.153402	0.250358	0.452661	0.130079	0.0783169	4.90634	1.14007	0.082593
710000	-18.56911	0	-18.56911	0.038448	0.171001	0.297719	0.240383	0.133419	0.0305413	3.67773	3.03954	3.46154
720000	-28.01786	0	-28.01786	0.120858	0.186548	0.207702	0.857828	0.0633328	0.0781488	3.99188	1.54951	0.556715
730000	-17.74738	0	-17.74738	0.0758759	0.178148	0.183402	0.304371	0.0640149	0.117922	3.14248	1.01543	0.695096
740000	-19.61399	0	-19.61399	0.150001	0.171697	0.549974	0.356542	0.0505423	0.151932	6.23121	0.758827	1.26792
