taxon	int_1	int_2
t1	1	1
t2	0	1
t3	0	1
t4	0	1
t5	0	1
t6	1	0
t7	1	1
t8	1	0
t9	0	1
t10	1	1
t11	0	1
t12	1	1
t14	0	1
t15	0	1
t16	0	1
t17	1	0
t18	0	1
t19	1	1
t20	1	1
t21	1	1
t22	1	1
t23	0	1
t24	1	0
t26	0	1
t28	1	0
t29	1	0
t30	1	0
t32	0	1
t33	1	1
t36	1	0
t37	1	1
t39	0	1
t40	0	1
t41	0	1
t42	0	1
t43	1	0
t44	1	0
t45	1	0
t47	1	0
t48	0	1
t50	1	0
t51	1	0
t53	0	1
t54	1	1
t56	1	0
t58	1	1
t59	1	0
t60	1	1
t61	1	0
t62	1	0
t65	1	0
t66	1	0
t67	1	0
t69	1	0
t70	1	0
t72	1	0
t74	1	0
t75	1	0
t76	1	0
t78	1	0
t79	1	0
t80	1	0
t82	0	1
t83	1	1
t84	1	0
t86	1	0
t88	1	1
t89	1	0
t95	0	1
t96	1	1
t97	0	1
t98	1	0
t99	1	0
t100	0	1
t101	1	0
t102	1	0
t107	1	0
t108	1	0
t109	1	0
t111	1	0
t112	1	0
t113	1	0
t114	1	0
t115	1	0
t119	1	0
t122	1	0
t123	1	0
t127	1	0
t128	1	0
t129	1	0
t130	1	0
t132	1	0
t134	1	0
t137	1	0
t139	1	0
t140	1	0
t141	1	0
t143	1	1
t144	1	0
t145	1	0
t146	1	0
t147	1	0
t148	1	0
t149	1	0
t150	1	0
t151	0	1
t155	1	0
t156	1	0
t157	1	0
t159	1	0
t160	1	0
t162	1	0
t165	1	0
t166	1	0
t167	0	1
t168	1	1
t169	0	1
t170	0	1
t171	1	0
t172	1	0
t173	0	1
t175	1	0
t176	1	0
t180	1	0
t182	1	0
t184	1	0
t185	1	0
t186	1	0
t193	1	1
t194	1	1
t196	1	0
t198	1	1
t199	1	0
t203	1	0
t204	1	1
t206	1	0
t208	1	0
t210	1	0
t211	1	0
t212	1	0
t213	1	0
t214	1	0
t216	1	0
t219	1	0
t220	1	0
t221	1	0
t224	1	0
t229	1	0
t230	1	0
t231	1	0
t234	1	0
t237	1	0
t238	1	0
t239	1	0
t241	1	0
t243	1	0
t244	1	0
t246	1	0
t247	1	0
t249	1	0
t251	1	0
t252	1	0
t253	1	0
t254	1	0
t256	1	0
t257	1	0
t259	1	0
t261	1	0
t267	1	0
t269	1	0
t270	1	0
t271	1	0
t272	1	0
t275	1	0
t279	1	0
t282	1	0
t283	1	0
t284	1	0
t286	1	0
t287	1	0
t292	1	0
t294	1	0
t295	1	0
t296	1	0
t297	1	0
t298	0	1
t299	0	1
t300	0	1
t301	0	1
t302	1	0
t303	1	0
t304	1	0
t308	1	0
t309	1	0
t310	1	0
t313	1	0
t315	1	0
t316	1	0
t317	1	0
t320	1	0
t324	1	0
t327	1	0
t328	1	0
t329	1	0
t330	1	0
t332	1	0
t333	1	0
t335	1	0
t336	1	0
t338	1	0
t340	1	0
t342	1	0
t345	1	0
t346	1	0
t348	1	0
t349	1	0
t351	1	0
t352	1	0
t355	1	0
t357	1	0
t358	1	0
t359	1	0
t360	1	0
t361	1	0
t362	1	0
t363	1	0
t366	1	0
t370	1	0
t371	1	0
t375	1	0
t376	1	0
t377	1	0
t378	1	0
t386	1	0
t387	1	0
t388	1	0
t391	1	0
t393	1	0
t397	1	0
t400	1	0
t402	1	0
t405	1	1
t406	1	0
t412	1	0
t414	1	0
t417	1	0
t420	1	0
t426	1	0
t427	1	0
t428	1	0
t431	1	0
t432	1	0
t435	1	0
t437	1	0
t438	1	0
t440	1	0
t446	1	0
t447	1	0
t450	1	0
t452	1	0
t453	1	0
t454	1	0
t455	1	0
t456	1	0
t457	1	0
t458	1	0
t459	1	0
t462	1	0
t466	1	0
t467	1	0
t469	1	0
t471	1	0
t472	1	0
t475	1	0
t476	1	0
t478	1	0
t480	1	0
t482	1	0
t483	1	0
t485	1	0
t489	1	0
t491	1	0
t494	1	0
t507	1	0
t509	1	0
t511	1	0
t512	1	0
t515	0	1
t517	1	0
t519	1	0
t520	1	0
t521	1	0
t523	1	0
t526	1	0
t528	1	0
t529	1	0
t530	1	0
t531	1	0
t532	1	0
t533	1	0
t536	1	0
t542	1	0
t549	1	0
t551	1	0
t552	1	0
t553	1	0
t554	1	0
t555	1	0
t559	1	0
t560	1	0
t561	1	0
t562	1	0
t565	1	0
t567	1	0
t568	1	0
t571	1	0
t574	1	0
t576	1	0
t577	1	0
t578	1	0
t583	1	0
t584	1	0
t585	1	0
t586	1	0
t594	1	0
t597	1	0
t598	1	0
t599	1	0
t602	1	0
t603	1	1
t604	1	0
t605	1	0
t606	1	0
t607	1	0
t608	1	0
t611	1	0
t612	1	0
t613	1	0
t614	1	0
t615	1	0
t616	1	0
t620	1	0
t621	1	0
t622	1	0
t623	1	0
t624	1	0
t625	1	0
t627	1	0
t628	1	0
t636	1	0
t637	1	0
t638	1	0
t642	1	0
t645	1	0
t650	1	0
t651	1	0
t653	1	0
t660	1	0
t661	1	0
t663	1	0
t664	1	0
t666	1	0
t667	1	0
t668	1	0
t670	1	0
t676	0	1
t677	1	0
t679	1	0
t683	1	0
t687	1	0
t690	1	0
t691	1	0
t692	1	0
t700	1	0
t701	1	0
t706	1	0
t708	1	0
t709	1	0
t710	1	0
t714	1	0
t718	1	0
t719	1	0
t721	1	0
t724	1	0
t725	1	0
t726	1	0
t729	1	0
t730	1	0
t733	1	0
t735	1	0
t736	1	0
t742	1	0
t744	1	0
t746	1	0
t747	1	0
t748	1	0
t749	1	0
t753	1	0
t758	1	0
t760	1	0
t765	1	0
t768	1	0
t770	1	0
t772	1	0
t774	1	0
t775	1	0
t778	1	0
t779	1	0
t783	1	0
t785	1	0
t786	1	0
t792	1	0
t793	1	0
t794	1	0
t795	1	0
t796	1	0
t797	1	0
t798	1	0
t799	1	0
t800	1	0
t805	1	0
t806	1	0
t811	1	0
t818	1	0
t822	1	0
t824	1	0
t826	1	0
t829	1	0
t830	1	0
t831	1	0
t836	1	0
t838	1	0
t840	1	0
t841	1	0
t844	1	0
t852	1	0
t853	1	0
t858	1	0
