taxon	int_1	int_2	int_3
t2	1	1	1
t3	0	1	0
t4	0	1	1
t5	0	1	1
t6	1	1	0
t7	1	1	0
t8	0	1	0
t9	0	1	1
t10	1	0	0
t11	1	1	0
t12	1	0	0
t13	0	1	0
t15	1	0	0
t16	0	1	0
t21	1	0	0
t22	0	1	0
t23	1	1	0
t24	1	0	0
t25	1	1	0
t27	0	1	0
t28	1	1	0
t30	1	1	0
t31	1	1	0
t32	1	0	0
t33	1	0	0
t34	1	1	0
t36	1	1	0
t37	1	1	0
t38	0	1	0
t39	1	1	0
t42	1	0	0
t43	1	0	0
t45	1	0	0
t46	1	0	0
t47	1	0	0
t48	1	0	0
t50	0	1	0
t51	1	0	0
t52	1	0	0
t53	1	0	0
t54	1	0	0
t55	0	1	0
t56	0	1	0
t57	1	1	0
t58	1	1	0
t61	0	1	0
t62	0	1	0
t63	1	1	0
t66	1	0	0
t69	1	1	0
t70	1	0	0
t73	1	0	0
t75	0	1	0
t77	0	1	0
t78	1	0	0
t79	0	1	0
t80	1	1	0
t81	1	0	0
t82	1	0	0
t84	1	0	0
t85	1	0	0
t86	1	1	0
t87	1	1	0
t88	0	1	0
t89	1	1	0
t90	1	1	0
t91	1	1	0
t92	1	0	0
t94	1	0	0
t95	0	1	0
t99	1	0	0
t100	1	0	0
t102	1	0	0
t103	1	0	0
t105	1	0	0
t107	1	0	0
t111	1	0	0
t112	0	1	0
t113	0	1	0
t114	1	0	0
t115	1	1	0
t116	1	0	0
t118	1	0	0
t119	1	1	0
t121	1	0	0
t125	1	0	0
t126	1	0	0
t128	0	1	0
t129	1	0	0
t130	1	0	0
t131	1	0	0
t133	1	0	0
t134	1	1	0
t136	1	0	0
t137	1	0	0
t138	1	0	0
t140	1	0	0
t141	1	0	0
t142	1	0	0
t145	1	0	0
t147	1	0	0
t148	1	0	0
t149	1	0	0
t150	1	0	0
t152	1	0	0
t158	1	0	0
t159	1	0	0
t162	1	0	0
t163	1	0	0
t166	1	0	0
t167	1	0	0
t170	1	0	0
t171	1	0	0
t172	1	0	0
t173	1	0	0
t174	1	0	0
t175	1	0	0
t177	1	0	0
t178	1	0	0
t180	1	0	0
t181	1	0	0
t189	1	0	0
t190	1	0	0
t193	1	0	0
t195	1	0	0
