Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-53.54971	0	-53.54971	0.156461	0.16	0.100578	0.275423	0.100873	0.173178
10000	-33.59035	0	-33.59035	0.214222	0.104948	0.140727	0.294766	0.110679	0.0539625
20000	-35.06133	0	-35.06133	0.279783	0.103443	0.131509	0.434918	0.124171	0.112739
30000	-44.10447	0	-44.10447	0.260766	0.160657	0.200361	0.550086	0.388928	0.168116
40000	-36.77806	0	-36.77806	0.220489	0.111457	0.261866	0.277655	0.19543	0.181393
50000	-32.8817	0	-32.8817	0.363227	0.170338	0.237319	0.237082	0.140434	0.137202
60000	-39.95231	0	-39.95231	0.288579	0.127295	0.305858	0.458427	0.250568	0.131881
70000	-39.8164	0	-39.8164	0.124242	0.139838	0.195607	0.174314	0.138828	0.293306
80000	-39.85612	0	-39.85612	0.173558	0.1082	0.329943	0.300851	0.140869	0.111405
90000	-37.64771	0	-37.64771	0.392552	0.121149	0.0947615	0.387386	0.14252	0.326502
100000	-36.31745	0	-36.31745	0.269929	0.0913619	0.285917	0.343682	0.0744497	0.10387
110000	-35.11444	0	-35.11444	0.145523	0.0999705	0.172036	0.442092	0.0690041	0.159745
120000	-39.38621	0	-39.38621	0.163578	0.0568237	0.264429	0.479679	0.211852	0.110905
130000	-45.61142	0	-45.61142	0.710915	0.169728	0.236656	0.299046	0.0892899	0.0811294
140000	-32.87155	0	-32.87155	0.260376	0.132546	0.262258	0.319042	0.0761719	0.280878
150000	-36.19418	0	-36.19418	0.335072	0.0778093	0.0838721	0.528717	0.174886	0.133168
160000	-34.51302	0	-34.51302	0.185186	0.0871496	0.12005	0.362389	0.143047	0.123691
170000	-37.75248	0	-37.75248	0.301677	0.0915903	0.115731	0.37812	0.309069	0.158567
180000	-38.31301	0	-38.31301	0.171874	0.11349	0.19528	0.592206	0.0505422	0.187526
190000	-35.98783	0	-35.98783	0.152157	0.1026	0.155457	0.321152	0.109358	0.172343
200000	-38.62601	0	-38.62601	0.442799	0.115987	0.466681	0.23374	0.229021	0.199815
210000	-36.51642	0	-36.51642	0.16579	0.0868947	0.150163	0.226514	0.107548	0.0811938
220000	-33.80951	0	-33.80951	0.142703	0.207585	0.282805	0.302948	0.189186	0.13858
230000	-32.02526	0	-32.02526	0.369679	0.136781	0.367577	0.213004	0.117288	0.144524
240000	-42.1556	0	-42.1556	0.196965	0.13458	0.294919	1.00163	0.151841	0.238613
250000	-34.77958	0	-34.77958	0.235866	0.0477665	0.197322	0.910041	0.192132	0.141365
260000	-37.94786	0	-37.94786	0.382068	0.148343	0.328502	0.532362	0.0847036	0.26408
270000	-37.34779	0	-37.34779	0.160642	0.188297	0.169842	0.247341	0.160492	0.103391
280000	-35.67823	0	-35.67823	0.404804	0.133834	0.384947	0.475192	0.119362	0.137021
290000	-32.97474	0	-32.97474	0.119049	0.0690811	0.185508	0.552345	0.138534	0.285899
300000	-46.6559	0	-46.6559	0.128375	0.124107	0.163479	0.188534	0.161209	0.107785
310000	-37.94298	0	-37.94298	0.137099	0.172865	0.161392	0.401437	0.330028	0.0957059
320000	-32.54359	0	-32.54359	0.301641	0.14108	0.350224	0.408481	0.232857	0.0823686
330000	-38.65784	0	-38.65784	0.318529	0.0983653	0.132721	0.686844	0.0415754	0.114223
340000	-46.66437	0	-46.66437	0.189334	0.270614	0.207412	0.385728	0.203377	0.223219
350000	-38.75129	0	-38.75129	0.0803753	0.0936235	0.257218	0.403996	0.141292	0.174084
360000	-37.45369	0	-37.45369	0.170747	0.126082	0.256653	0.256909	0.281236	0.0819077
370000	-38.64838	0	-38.64838	0.090812	0.0758086	0.132924	0.552292	0.217875	0.127987
380000	-35.68283	0	-35.68283	0.115929	0.194414	0.258467	0.382424	0.0754762	0.134432
390000	-35.54846	0	-35.54846	0.191723	0.235107	0.268766	0.10922	0.222987	0.0744087
400000	-38.11992	0	-38.11992	0.384802	0.0917165	0.178268	0.215066	0.0923444	0.183077
410000	-43.50017	0	-43.50017	0.260782	0.117745	0.154635	0.178214	0.19508	0.29834
