Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-68.46524	0	-68.46524	0.120095	0.233388	0.0837726	0.0690836	0.0779723	0.129115
10000	-40.54443	0	-40.54443	0.165068	0.227889	0.250241	0.364065	0.310973	0.100025
20000	-41.87238	0	-41.87238	0.361267	0.324729	0.204073	0.371945	0.0910468	0.256089
30000	-42.76187	0	-42.76187	0.191051	0.0877875	0.217724	0.339982	0.0703016	0.133893
40000	-46.1348	0	-46.1348	0.184431	0.156585	0.205565	0.245305	0.113907	0.474803
50000	-36.23348	0	-36.23348	0.313219	0.147773	0.107389	0.26282	0.102406	0.0552361
60000	-43.97397	0	-43.97397	0.167893	0.16661	0.231651	0.30171	0.113513	0.182475
70000	-45.10964	0	-45.10964	0.169104	0.29435	0.326446	0.565036	0.057771	0.145732
80000	-35.29857	0	-35.29857	0.224175	0.199314	0.0613936	0.268211	0.0803154	0.0593589
90000	-31.99905	0	-31.99905	0.201034	0.167126	0.11411	0.268543	0.123585	0.106666
100000	-37.05258	0	-37.05258	0.200619	0.147881	0.215051	0.394131	0.12939	0.110581
110000	-38.85271	0	-38.85271	0.171238	0.297548	0.0745017	0.39625	0.168915	0.168886
120000	-31.25668	0	-31.25668	0.242616	0.136501	0.18185	0.244804	0.0844733	0.165023
130000	-45.17154	0	-45.17154	0.233156	0.238449	0.196686	0.55823	0.0922019	0.128196
140000	-41.99668	0	-41.99668	0.1828	0.160464	0.404186	0.468922	0.105125	0.136892
150000	-51.43823	0	-51.43823	0.129801	0.273097	0.0527246	0.153388	0.380575	0.322956
160000	-36.07413	0	-36.07413	0.310149	0.0817566	0.139277	0.60847	0.0936622	0.112526
170000	-38.18803	0	-38.18803	0.149847	0.243196	0.162714	0.231356	0.0413693	0.131879
180000	-37.9035	0	-37.9035	0.268849	0.214403	0.133664	0.395495	0.152739	0.100701
190000	-36.66403	0	-36.66403	0.297434	0.322005	0.147834	0.392593	0.0751834	0.0690623
200000	-42.72688	0	-42.72688	0.110459	0.203723	0.119823	0.229901	0.0616958	0.103484
210000	-40.91209	0	-40.91209	0.0818445	0.235206	0.124213	0.375163	0.101927	0.135576
220000	-40.7597	0	-40.7597	0.244477	0.196345	0.114469	0.512104	0.0982966	0.0794085
230000	-43.54189	0	-43.54189	0.235236	0.15534	0.16569	0.599103	0.259805	0.0983181
240000	-39.5623	0	-39.5623	0.443557	0.1867	0.462208	0.304789	0.0843692	0.0587761
250000	-42.00297	0	-42.00297	0.209827	0.207375	0.0749901	0.279399	0.081884	0.11784
260000	-44.88149	0	-44.88149	0.0586152	0.507944	0.237216	0.232232	0.0809954	0.170364
270000	-32.9098	0	-32.9098	0.2984	0.153426	0.190402	0.268364	0.0914128	0.0892877
280000	-41.42749	0	-41.42749	0.260781	0.317259	0.372733	0.353069	0.109885	0.0346466
290000	-44.35614	0	-44.35614	0.126606	0.19532	0.41449	0.379943	0.135951	0.119872
300000	-41.34608	0	-41.34608	0.327872	0.245259	0.152157	0.4472	0.154862	0.147512
310000	-47.71928	0	-47.71928	0.280037	0.259102	0.172706	0.270843	0.205921	0.219534
320000	-38.58582	0	-38.58582	0.260371	0.196794	0.0915588	0.330509	0.126764	0.145184
330000	-33.7655	0	-33.7655	0.235678	0.152253	0.139053	0.310835	0.106103	0.138981
340000	-41.84509	0	-41.84509	0.0831364	0.385082	0.128343	0.323916	0.0794201	0.142073
350000	-36.89345	0	-36.89345	0.233667	0.165483	0.117736	0.39105	0.095156	0.22545
360000	-41.75542	0	-41.75542	0.171798	0.119403	0.163266	0.259583	0.0848475	0.0903496
370000	-44.40553	0	-44.40553	0.199664	0.276169	0.195492	0.170675	0.13276	0.0927709
380000	-32.83182	0	-32.83182	0.284868	0.0681997	0.244452	0.315654	0.099164	0.172662
390000	-39.4588	0	-39.4588	0.264596	0.162021	0.0743318	0.354016	0.0729394	0.117441
400000	-37.94553	0	-37.94553	0.209376	0.255587	0.18569	0.256855	0.124172	0.102057
410000	-39.27651	0	-39.27651	0.270149	0.234088	0.225997	0.33287	0.0650795	0.209969
420000	-38.6894	0	-38.6894	0.261577	0.141676	0.189075	0.274841	0.080974	0.0958645
430000	-37.12123	0	-37.12123	0.17231	0.111416	0.174662	0.271524	0.1717	0.143152
440000	-41.9964	0	-41.9964	0.335649	0.194715	0.278011	0.662765	0.202309	0.0812016
450000	-37.00905	0	-37.00905	0.152373	0.249212	0.153593	0.568752	0.130966	0.154466
460000	-39.5259	0	-39.5259	0.156371	0.119891	0.211319	0.643471	0.0899722	0.16815
470000	-40.96135	0	-40.96135	0.229155	0.31113	0.0736361	0.314043	0.0453597	0.135317
480000	-41.78665	0	-41.78665	0.144435	0.219291	0.190891	0.482706	0.110652	0.130966
490000	-41.09103	0	-41.09103	0.181159	0.170987	0.153398	0.265672	0.0825135	0.0807784
500000	-43.3314	0	-43.3314	0.193327	0.239589	0.124059	0.334335	0.116692	0.185574
510000	-42.57928	0	-42.57928	0.274133	0.12659	0.124634	0.498957	0.138474	0.16145
520000	-39.24479	0	-39.24479	0.194025	0.374876	0.195042	0.351271	0.128542	0.150623
