Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-17.01812	0	-17.01812	0.0831806	0.168962	0.121744	0.109006	0.0799813	0.173558
10000	-14.27264	0	-14.27264	0.0766258	0.193742	0.068284	0.13522	0.0994005	0.125011
20000	-14.64787	0	-14.64787	0.10275	0.215259	0.225816	0.274865	0.167331	0.0828416
30000	-17.04277	0	-17.04277	0.23682	0.176686	0.244049	0.232646	0.219946	0.400846
40000	-15.99967	0	-15.99967	0.0588888	0.282862	0.120761	0.297323	0.207316	0.340884
50000	-20.03636	0	-20.03636	0.234405	0.361126	0.263322	0.338825	0.123541	0.0794085
60000	-17.39584	0	-17.39584	0.0788418	0.404157	0.0560945	0.35812	0.0733606	0.148445
70000	-12.52278	0	-12.52278	0.147038	0.208891	0.0673648	0.0966337	0.056274	0.210763
80000	-10.99154	0	-10.99154	0.0799726	0.183325	0.102967	0.258684	0.0828447	0.183358
90000	-10.02438	0	-10.02438	0.150215	0.289949	0.0704483	0.178236	0.0754352	0.132052
100000	-16.89547	0	-16.89547	0.235357	0.51656	0.0751498	0.327959	0.0745299	0.0921822
110000	-14.74857	0	-14.74857	0.106941	0.199693	0.103908	0.181273	0.15172	0.141689
120000	-13.8821	0	-13.8821	0.129469	0.134656	0.195208	0.151633	0.214093	0.112433
130000	-17.00885	0	-17.00885	0.159552	0.598915	0.101756	0.181162	0.150362	0.0904855
140000	-11.20193	0	-11.20193	0.0715718	0.226956	0.0806623	0.169055	0.180017	0.133356
150000	-18.46286	0	-18.46286	0.172441	0.172999	0.172773	0.113828	0.032229	0.0931513
160000	-17.56679	0	-17.56679	0.283826	0.0681372	0.173564	0.280999	0.203266	0.182748
170000	-15.78749	0	-15.78749	0.0796411	0.188767	0.261662	0.175941	0.0551942	0.0496523
180000	-14.25888	0	-14.25888	0.133533	0.0820979	0.216572	0.329175	0.109911	0.0898815
190000	-12.54433	0	-12.54433	0.125562	0.177229	0.138003	0.133226	0.154679	0.15275
200000	-20.28308	0	-20.28308	0.142132	0.101498	0.266553	0.580788	0.106404	0.317893
210000	-14.03241	0	-14.03241	0.112271	0.314232	0.1412	0.335297	0.156066	0.106479
220000	-9.633342	0	-9.633342	0.149329	0.128752	0.11194	0.257752	0.110601	0.0596384
230000	-18.26454	0	-18.26454	0.112394	0.372931	0.108809	0.394137	0.146732	0.156815
240000	-11.26651	0	-11.26651	0.152805	0.152668	0.114604	0.225571	0.107403	0.196648
250000	-14.83033	0	-14.83033	0.100716	0.379516	0.105225	0.197161	0.0849698	0.121176
260000	-14.90831	0	-14.90831	0.121389	0.237679	0.145428	0.361902	0.0701831	0.089098
270000	-10.37864	0	-10.37864	0.132203	0.307748	0.143673	0.199376	0.0932905	0.128269
280000	-15.18684	0	-15.18684	0.103065	0.389359	0.155066	0.291673	0.243723	0.10956
290000	-16.92901	0	-16.92901	0.148055	0.180778	0.445816	0.202178	0.133769	0.311333
300000	-14.34273	0	-14.34273	0.0556262	0.1155	0.183251	0.235414	0.221821	0.0636864
310000	-13.54031	0	-13.54031	0.0845208	0.138135	0.0791285	0.107058	0.0771048	0.203248
320000	-11.38771	0	-11.38771	0.228228	0.219774	0.0943826	0.331065	0.152015	0.0984857
330000	-15.10026	0	-15.10026	0.104972	0.4797	0.23012	0.220338	0.159899	0.0774202
340000	-15.09919	0	-15.09919	0.185978	0.223962	0.165605	0.244831	0.187799	0.173344
350000	-13.92074	0	-13.92074	0.120068	0.202865	0.124383	0.316606	0.168007	0.171112
360000	-15.92675	0	-15.92675	0.127758	0.106984	0.22388	0.362869	0.251381	0.218189
370000	-11.47929	0	-11.47929	0.0931273	0.133282	0.223902	0.313789	0.0571557	0.139621
380000	-10.33431	0	-10.33431	0.180884	0.187201	0.15737	0.168432	0.17026	0.141227
390000	-14.14649	0	-14.14649	0.231567	0.139817	0.0641748	0.153814	0.213656	0.110312
400000	-11.49142	0	-11.49142	0.0649023	0.245019	0.230245	0.113336	0.0865054	0.0716472
410000	-11.88931	0	-11.88931	0.120975	0.0548683	0.0770078	0.275263	0.111342	0.0692639
420000	-20.40872	0	-20.40872	0.234926	0.1383	0.27979	0.193554	0.0405291	0.101322
430000	-12.34486	0	-12.34486	0.0417152	0.420871	0.241779	0.24893	0.101008	0.136056
440000	-14.72065	0	-14.72065	0.138186	0.317926	0.157048	0.302301	0.0883831	0.175205
450000	-14.09758	0	-14.09758	0.0697824	0.300463	0.240095	0.236603	0.100848	0.1009
460000	-21.3007	0	-21.3007	0.0720053	0.505718	0.159508	0.220397	0.316154	0.073955
470000	-12.146	0	-12.146	0.139638	0.0900412	0.135209	0.172436	0.0854506	0.108269
480000	-14.24334	0	-14.24334	0.274322	0.209855	0.265747	0.252121	0.106316	0.162425
490000	-16.37216	0	-16.37216	0.080952	0.0981384	0.257282	0.177654	0.162184	0.162789
500000	-14.11951	0	-14.11951	0.121609	0.328857	0.208784	0.271524	0.0699577	0.19767
510000	-16.95966	0	-16.95966	0.150011	0.193895	0.195328	0.255655	0.111621	0.116697
520000	-13.95275	0	-13.95275	0.140815	0.245863	0.149345	0.232378	0.18496	0.266933
530000	-14.10793	0	-14.10793	0.0773999	0.3454	0.0633557	0.173485	0.118427	0.220866
540000	-15.94737	0	-15.94737	0.0931817	0.095547	0.134331	0.176968	0.0769072	0.32453
550000	-17.32346	0	-17.32346	0.216599	0.149137	0.360607	0.0913236	0.243938	0.116754
560000	-15.68073	0	-15.68073	0.114806	0.286326	0.0776705	0.287052	0.159738	0.0965001
570000	-22.77775	0	-22.77775	0.185724	0.510214	0.146141	0.0646412	0.0989591	0.0382579
580000	-13.96568	0	-13.96568	0.0874886	0.242314	0.411317	0.116632	0.134856	0.130904
