Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-28.36835	0	-28.36835	0.170668	0.118569	0.0324066	0.0966058	0.0876411	0.252326
10000	-15.26705	0	-15.26705	0.112771	0.244233	0.153333	0.321656	0.138094	0.22886
20000	-14.27015	0	-14.27015	0.0817835	0.157683	0.155782	0.248129	0.0598108	0.228025
30000	-16.71537	0	-16.71537	0.201443	0.162342	0.277884	0.247467	0.0899913	0.108237
40000	-18.85635	0	-18.85635	0.247967	0.182409	0.178602	0.184645	0.113103	0.239549
50000	-18.0968	0	-18.0968	0.167091	0.126723	0.188337	0.0906815	0.198181	0.180851
60000	-16.09592	0	-16.09592	0.111531	0.0669729	0.128477	0.417219	0.0625765	0.0871917
70000	-16.02244	0	-16.02244	0.154347	0.14851	0.213826	0.330433	0.119176	0.0699348
80000	-17.84365	0	-17.84365	0.101501	0.134668	0.318913	0.17637	0.10875	0.126036
90000	-15.60487	0	-15.60487	0.0530632	0.151074	0.144633	0.191669	0.198341	0.0749109
100000	-12.24195	0	-12.24195	0.13596	0.103704	0.165633	0.298089	0.0943555	0.163463
110000	-16.71945	0	-16.71945	0.132269	0.204299	0.0587046	0.435621	0.0708559	0.113139
120000	-17.79754	0	-17.79754	0.0794762	0.284025	0.160174	0.317728	0.203095	0.10548
130000	-16.97611	0	-16.97611	0.0921291	0.0929885	0.206067	0.301491	0.134502	0.276208
140000	-18.88492	0	-18.88492	0.139534	0.119023	0.0958298	0.100045	0.121508	0.132009
150000	-21.22262	0	-21.22262	0.0914271	0.248841	0.199543	0.135814	0.275657	0.139274
160000	-18.68309	0	-18.68309	0.11536	0.302222	0.170957	0.287721	0.210326	0.0998395
170000	-15.13835	0	-15.13835	0.0498761	0.193871	0.0682056	0.187345	0.0561833	0.136323
180000	-14.36737	0	-14.36737	0.201044	0.141058	0.115877	0.250308	0.0795066	0.185044
190000	-17.4622	0	-17.4622	0.0559434	0.106732	0.187387	0.363568	0.0681583	0.0491846
200000	-28.01195	0	-28.01195	0.0662365	0.192738	0.465338	0.64807	0.405759	0.171829
210000	-19.90522	0	-19.90522	0.0550547	0.187156	0.173362	0.328349	0.152628	0.179017
