Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-70.16159	0	-70.16159	0.206054	0.132616	0.206795	0.17076	0.0766852	0.113196
10000	-57.38727	0	-57.38727	0.0643343	0.572293	0.119	0.378825	0.0736758	0.16365
20000	-55.71371	0	-55.71371	0.132548	0.276722	0.138938	0.273906	0.0372408	0.124142
30000	-64.75453	0	-64.75453	0.122389	0.148475	0.198413	0.252899	0.145822	0.0698051
40000	-57.28208	0	-57.28208	0.245904	0.170385	0.187007	0.608964	0.106966	0.141398
50000	-59.65612	0	-59.65612	0.229084	0.400343	0.109399	0.390091	0.0585563	0.119789
60000	-62.72997	0	-62.72997	0.0677929	0.238808	1.0545	0.554177	0.108923	0.141258
70000	-58.19511	0	-58.19511	0.116091	0.409379	0.248418	0.309356	0.116074	0.10439
80000	-57.24195	0	-57.24195	0.255898	0.300957	0.195238	0.302251	0.0865346	0.170086
90000	-57.05698	0	-57.05698	0.131391	0.298694	0.240171	0.259914	0.219968	0.0709959
100000	-56.98674	0	-56.98674	0.33069	0.196467	0.194719	0.629366	0.0731322	0.0916752
110000	-56.06301	0	-56.06301	0.0881633	0.345778	0.373871	0.325488	0.0856751	0.0754052
120000	-55.29268	0	-55.29268	0.162642	0.270634	0.135086	0.311959	0.0941969	0.177032
130000	-63.51047	0	-63.51047	0.145966	0.227117	0.91487	0.699889	0.0946061	0.108243
140000	-61.58246	0	-61.58246	0.197852	0.418561	0.191495	0.572024	0.185637	0.146171
150000	-68.68721	0	-68.68721	0.17676	0.220555	0.165872	0.775019	0.124876	0.0633529
160000	-59.88394	0	-59.88394	0.193363	0.274806	0.335454	0.480079	0.0898338	0.127532
170000	-60.59952	0	-60.59952	0.135633	0.272346	0.311152	0.19761	0.171321	0.0676531
180000	-54.3005	0	-54.3005	0.13364	0.24074	0.199533	0.434589	0.119005	0.0956716
190000	-54.40003	0	-54.40003	0.134146	0.284569	0.171308	0.298161	0.095922	0.141447
200000	-56.66609	0	-56.66609	0.0664917	0.286221	0.164023	0.400056	0.0651122	0.0812183
210000	-53.64195	0	-53.64195	0.105807	0.343974	0.161009	0.33361	0.0822892	0.247018
220000	-55.9887	0	-55.9887	0.165062	0.274725	0.302156	0.281311	0.0721637	0.117714
230000	-55.30552	0	-55.30552	0.162097	0.121305	0.16162	0.421751	0.108354	0.216604
240000	-60.6925	0	-60.6925	0.201422	0.438702	0.478582	0.398134	0.140674	0.114637
250000	-59.72165	0	-59.72165	0.410987	0.278806	0.146071	0.70409	0.0779204	0.0769128
260000	-58.13759	0	-58.13759	0.0672496	0.149967	0.155837	0.303509	0.148899	0.225831
270000	-60.72306	0	-60.72306	0.207404	0.192579	0.22672	0.222088	0.14222	0.20757
280000	-59.32667	0	-59.32667	0.176906	0.330519	0.429565	0.381017	0.115788	0.118894
290000	-59.81107	0	-59.81107	0.189383	0.574318	0.276346	0.412913	0.0470735	0.126929
300000	-54.18754	0	-54.18754	0.259237	0.226281	0.159787	0.274226	0.109579	0.121552
310000	-59.67334	0	-59.67334	0.0938631	0.269289	0.428289	0.479626	0.0519594	0.124316
320000	-56.57965	0	-56.57965	0.220728	0.241081	0.133217	0.451656	0.0770442	0.294423
330000	-64.72246	0	-64.72246	0.216055	0.497728	0.603615	0.241092	0.215686	0.0716733
340000	-65.43992	0	-65.43992	0.104264	0.480995	0.570556	0.363986	0.110073	0.439187
350000	-59.28645	0	-59.28645	0.112152	0.309263	0.367711	0.704301	0.065187	0.133085
360000	-59.87336	0	-59.87336	0.0530809	0.297887	0.135121	0.298596	0.078358	0.232529
370000	-61.31406	0	-61.31406	0.32424	0.45	0.183706	0.289053	0.155171	0.229905
380000	-56.54243	0	-56.54243	0.203378	0.403962	0.125412	0.407529	0.0943385	0.0687383
390000	-64.72351	0	-64.72351	0.127961	0.0779586	0.487075	0.574757	0.170255	0.0623968
400000	-55.92327	0	-55.92327	0.164781	0.310253	0.384261	0.496684	0.0440434	0.0727902
410000	-56.58332	0	-56.58332	0.318393	0.26559	0.129568	0.404177	0.118566	0.221182
420000	-52.64526	0	-52.64526	0.102584	0.46227	0.221563	0.436543	0.0469402	0.091796
430000	-55.17711	0	-55.17711	0.0600403	0.520426	0.139843	0.417727	0.0696125	0.105308
440000	-59.27831	0	-59.27831	0.172098	0.218309	0.0847921	0.689621	0.108663	0.0955409
450000	-58.72426	0	-58.72426	0.167809	0.25288	0.257919	0.261989	0.139008	0.21511
460000	-56.06678	0	-56.06678	0.102225	0.515176	0.0933091	0.544006	0.0853023	0.236395
470000	-62.24526	0	-62.24526	0.156851	0.197432	0.450457	0.400836	0.113963	0.094435
480000	-64.61077	0	-64.61077	0.0815159	0.27831	0.224329	0.290861	0.140073	0.0711065
490000	-64.71229	0	-64.71229	0.122028	0.274146	0.444193	0.502171	0.0879839	0.164637
500000	-53.70065	0	-53.70065	0.187714	0.277451	0.160767	0.333557	0.0995219	0.063829
510000	-58.28409	0	-58.28409	0.162875	0.237218	0.382963	0.348076	0.0559582	0.210084
520000	-59.60205	0	-59.60205	0.176298	0.212026	0.254305	0.332742	0.172947	0.0756591
530000	-58.05761	0	-58.05761	0.436722	0.132148	0.314596	0.590041	0.101493	0.204507
540000	-55.15926	0	-55.15926	0.222398	0.247013	0.304143	0.401324	0.131682	0.215976
550000	-56.88822	0	-56.88822	0.141056	0.266054	0.372991	0.376764	0.0825826	0.173788
560000	-58.32024	0	-58.32024	0.127511	0.479008	0.393816	0.481407	0.134872	0.057841
570000	-59.77856	0	-59.77856	0.161423	0.336022	0.272799	0.35764	0.0613313	0.248199
580000	-62.88308	0	-62.88308	0.127394	0.368978	0.187784	0.205833	0.328583	0.106404
590000	-62.8561	0	-62.8561	0.141466	0.288516	0.209067	0.24011	0.15128	0.108365
600000	-63.53086	0	-63.53086	0.173361	0.422409	0.376949	0.247905	0.168643	0.0600605
610000	-54.52839	0	-54.52839	0.178358	0.371455	0.183126	0.283284	0.101807	0.165651
620000	-57.19651	0	-57.19651	0.186028	0.109236	0.155287	0.641438	0.106653	0.276547
630000	-57.00372	0	-57.00372	0.307684	0.255608	0.103414	0.380955	0.0901282	0.16288
640000	-65.77983	0	-65.77983	0.139332	0.314777	0.54658	0.219618	0.118539	0.123338
650000	-59.2648	0	-59.2648	0.309294	0.287957	0.155359	0.492437	0.116587	0.1874
660000	-54.96384	0	-54.96384	0.147442	0.410141	0.142262	0.276622	0.116217	0.160841
670000	-64.74807	0	-64.74807	0.0611667	0.510885	0.35427	0.357443	0.163509	0.0871477
680000	-58.95642	0	-58.95642	0.139006	0.315686	0.225882	0.432901	0.134726	0.0758736
690000	-58.77775	0	-58.77775	0.106285	0.282566	0.237991	0.403763	0.182402	0.0783728
700000	-59.34244	0	-59.34244	0.31594	0.164081	0.632494	0.325491	0.130371	0.0989022
710000	-61.03093	0	-61.03093	0.123926	0.316137	0.126643	0.237871	0.0875222	0.0542363
720000	-62.91306	0	-62.91306	0.0557648	0.190286	0.128746	0.487411	0.117525	0.0726319
730000	-58.71172	0	-58.71172	0.155207	0.341274	0.190834	0.415006	0.175943	0.336687
740000	-59.81208	0	-59.81208	0.239741	0.176417	0.280185	0.62687	0.0479583	0.142961
750000	-53.72968	0	-53.72968	0.0643481	0.274387	0.166716	0.355487	0.0613814	0.169464
760000	-56.03378	0	-56.03378	0.198546	0.283662	0.150816	0.422121	0.0578751	0.288354
770000	-58.82026	0	-58.82026	0.150605	0.156366	0.39444	0.247172	0.185988	0.0791546
780000	-60.74775	0	-60.74775	0.329699	0.358724	0.399421	0.285638	0.112635	0.283863
790000	-56.32212	0	-56.32212	0.186891	0.127774	0.111069	0.373211	0.114031	0.113699
800000	-56.92655	0	-56.92655	0.401692	0.284267	0.0654224	0.476399	0.0803331	0.129258
810000	-60.61801	0	-60.61801	0.0851683	0.258506	0.189096	0.344059	0.0898614	0.26985
820000	-55.83809	0	-55.83809	0.180621	0.146196	0.223906	0.45119	0.0885503	0.0989921
830000	-56.11517	0	-56.11517	0.0807958	0.227241	0.155901	0.251995	0.0796942	0.13701
840000	-57.48767	0	-57.48767	0.259889	0.45218	0.147241	0.480078	0.0973401	0.0734797
850000	-62.03797	0	-62.03797	0.0497875	0.248094	0.309713	0.298769	0.0742364	0.101904
860000	-61.00935	0	-61.00935	0.139301	0.392092	0.243465	0.488061	0.0675769	0.158002
870000	-55.25935	0	-55.25935	0.524505	0.25505	0.128927	0.551129	0.153713	0.109032
880000	-59.96708	0	-59.96708	0.138578	0.383445	0.270182	0.276528	0.21734	0.158312
890000	-59.76055	0	-59.76055	0.0928488	0.35381	0.558319	0.278475	0.0629957	0.0946733
900000	-63.28246	0	-63.28246	0.243835	0.227745	0.585646	0.383807	0.0920824	0.263148
910000	-63.34911	0	-63.34911	0.167852	0.137717	0.0556255	0.308501	0.0482086	0.181058
920000	-57.07448	0	-57.07448	0.268732	0.286058	0.338891	0.458138	0.107221	0.0906248
930000	-56.17885	0	-56.17885	0.157976	0.274244	0.0584949	0.52474	0.117907	0.0469717
940000	-57.56428	0	-57.56428	0.084713	0.417389	0.207038	0.40709	0.0801289	0.171096
950000	-57.85606	0	-57.85606	0.167772	0.383109	0.351764	0.288676	0.0818806	0.1567
960000	-55.12385	0	-55.12385	0.276957	0.265102	0.169806	0.756918	0.0830498	0.0859021
970000	-59.13189	0	-59.13189	0.267458	0.187385	0.287956	0.401057	0.077572	0.31461
980000	-64.94379	0	-64.94379	0.186395	0.178103	0.332273	0.194751	0.0834385	0.0257007
990000	-56.34115	0	-56.34115	0.0781589	0.411694	0.153592	0.45365	0.0799698	0.116501
1000000	-61.15843	0	-61.15843	0.0722678	0.3695	0.11523	0.520766	0.168325	0.138113
1010000	-60.86374	0	-60.86374	0.254154	0.392701	0.0851796	0.373167	0.240687	0.0643179
1020000	-54.49238	0	-54.49238	0.147658	0.41013	0.129831	0.334973	0.197074	0.113666
1030000	-57.98827	0	-57.98827	0.394127	0.231907	0.205147	0.444914	0.087824	0.0766999
1040000	-60.51872	0	-60.51872	0.200858	0.27711	0.262289	0.423139	0.0545484	0.0993384
1050000	-56.47321	0	-56.47321	0.132917	0.435745	0.0685167	0.521849	0.108266	0.255097
1060000	-58.52176	0	-58.52176	0.112145	0.188694	0.307257	0.221113	0.1409	0.0930582
1070000	-60.737	0	-60.737	0.214888	0.261252	0.219615	0.34642	0.0475879	0.057798
