Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-194.5866	0	-194.5866	0.233226	0.181754	0.124417	0.167434	0.115184	0.160764
10000	-80.18596	0	-80.18596	0.203921	0.362444	0.195353	0.423417	0.173901	0.180079
20000	-82.45331	0	-82.45331	0.218995	0.281104	0.098248	0.331549	0.215063	0.0934695
30000	-76.64795	0	-76.64795	0.169682	0.378254	0.381443	0.255171	0.423062	0.171697
40000	-88.62133	0	-88.62133	0.0879461	0.128514	0.276829	0.261983	0.306664	0.0904232
50000	-69.80374	0	-69.80374	0.178038	0.257108	0.268035	0.211407	0.397937	0.219931
60000	-79.36193	0	-79.36193	0.091454	0.269987	0.246042	0.246429	0.382478	0.0379283
70000	-85.26776	0	-85.26776	0.24403	0.141102	0.237278	0.165957	0.138318	0.0569791
80000	-80.79237	0	-80.79237	0.154225	0.336132	0.317856	0.267446	0.157893	0.152188
90000	-87.40228	0	-87.40228	0.170713	0.259804	0.168949	0.167398	0.0789786	0.151297
100000	-75.65284	0	-75.65284	0.0839874	0.294822	0.265603	0.212191	0.206321	0.0944964
110000	-80.83924	0	-80.83924	0.0497779	0.302769	0.223123	0.363227	0.115145	0.101662
120000	-77.69773	0	-77.69773	0.116743	0.294288	0.103785	0.422031	0.167114	0.0591478
130000	-93.65576	0	-93.65576	0.298704	0.549614	0.216947	0.232447	0.199653	0.13362
140000	-83.52385	0	-83.52385	0.160798	0.159391	0.192642	0.28605	0.212822	0.142595
150000	-79.75822	0	-79.75822	0.338209	0.185741	0.334637	0.349204	0.223083	0.0487075
160000	-84.68835	0	-84.68835	0.220106	0.391092	0.179811	0.207074	0.269464	0.108954
170000	-79.96755	0	-79.96755	0.177856	0.15285	0.123399	0.194046	0.155709	0.105498
180000	-70.74998	0	-70.74998	0.232266	0.196006	0.242891	0.202695	0.151904	0.122519
190000	-82.30755	0	-82.30755	0.103304	0.332439	0.183437	0.253736	0.160244	0.0604118
200000	-75.73452	0	-75.73452	0.210303	0.475328	0.408909	0.442564	0.261654	0.169116
210000	-75.18514	0	-75.18514	0.230925	0.23042	0.185545	0.233619	0.251362	0.0946136
220000	-88.69172	0	-88.69172	0.158868	0.163616	0.164333	0.343537	0.238232	0.12205
230000	-85.55271	0	-85.55271	0.101793	0.256014	0.191656	0.295448	0.169137	0.0615449
240000	-74.92644	0	-74.92644	0.14008	0.177962	0.187506	0.446169	0.32725	0.137002
250000	-75.05702	0	-75.05702	0.212232	0.345312	0.337894	0.283988	0.314019	0.153864
260000	-86.34869	0	-86.34869	0.173714	0.274195	0.191314	0.385082	0.481725	0.175923
270000	-74.62382	0	-74.62382	0.115683	0.237155	0.267664	0.22201	0.225279	0.0887393
280000	-73.12693	0	-73.12693	0.119794	0.560615	0.161701	0.200368	0.297953	0.108452
290000	-76.88966	0	-76.88966	0.29214	0.276542	0.18377	0.167401	0.194134	0.157846
300000	-87.68866	0	-87.68866	0.144282	0.179023	0.378974	0.0797437	0.107963	0.0621015
310000	-89.26978	0	-89.26978	0.17293	0.193738	0.414446	0.334091	0.142154	0.0682814
320000	-86.22132	0	-86.22132	0.234853	0.336376	0.261531	0.156031	0.289597	0.19938
330000	-79.38677	0	-79.38677	0.146147	0.19865	0.159023	0.2389	0.255086	0.0667378
