Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-51.3759	0	-51.3759	0.0584196	0.0851771	0.0642773	0.113318	0.157652	0.0642586
10000	-32.3614	0	-32.3614	0.182288	0.252867	0.149801	0.316769	0.145816	0.145749
20000	-30.75972	0	-30.75972	0.10884	0.219366	0.138563	0.182913	0.0492544	0.12023
30000	-35.89026	0	-35.89026	0.237413	0.491092	0.0696962	0.482868	0.132326	0.0695791
40000	-35.8638	0	-35.8638	0.0784315	0.292121	0.30998	0.159655	0.182834	0.0774491
50000	-33.70383	0	-33.70383	0.12421	0.309251	0.179307	0.366707	0.200072	0.0795595
60000	-32.26686	0	-32.26686	0.128528	0.309839	0.101294	0.36399	0.113288	0.167553
70000	-31.63977	0	-31.63977	0.135541	0.430414	0.121541	0.246863	0.0747715	0.136422
80000	-33.84657	0	-33.84657	0.12576	0.144926	0.219491	0.204141	0.247065	0.0972189
90000	-42.00961	0	-42.00961	0.0556029	0.304279	0.08687	0.200959	0.0951643	0.300601
100000	-31.01634	0	-31.01634	0.0567468	0.43618	0.0399365	0.238644	0.0694502	0.0913289
110000	-32.48423	0	-32.48423	0.129392	0.150374	0.248538	0.155853	0.157555	0.0723466
120000	-35.12726	0	-35.12726	0.0865801	0.24648	0.145606	0.217314	0.0603207	0.371369
130000	-38.42026	0	-38.42026	0.166084	0.175681	0.213683	0.268396	0.160188	0.176563
140000	-29.10606	0	-29.10606	0.19571	0.236392	0.0650916	0.203093	0.0769761	0.0895306
150000	-32.25316	0	-32.25316	0.0939655	0.629688	0.194128	0.231708	0.1035	0.117956
160000	-32.92802	0	-32.92802	0.15177	0.36998	0.190989	0.107523	0.151899	0.13009
170000	-30.25577	0	-30.25577	0.200984	0.274619	0.0754201	0.148331	0.0382401	0.0974618
180000	-32.83455	0	-32.83455	0.0677737	0.303932	0.290624	0.361357	0.0578546	0.0703715
190000	-36.41024	0	-36.41024	0.310102	0.337376	0.0604035	0.288069	0.063815	0.206847
200000	-33.22657	0	-33.22657	0.13433	0.148555	0.102621	0.291517	0.128191	0.0625849
210000	-29.53113	0	-29.53113	0.196301	0.135457	0.180471	0.204366	0.122886	0.101708
220000	-32.80856	0	-32.80856	0.149574	0.606695	0.118763	0.339728	0.133019	0.0849809
230000	-29.24891	0	-29.24891	0.0706558	0.382958	0.143472	0.264818	0.157856	0.0709364
240000	-34.07107	0	-34.07107	0.187467	0.425961	0.185977	0.464667	0.181667	0.0682759
250000	-32.69153	0	-32.69153	0.117077	0.415996	0.347884	0.25745	0.151684	0.115002
260000	-32.32759	0	-32.32759	0.0788724	0.1334	0.183451	0.283287	0.0486845	0.13624
270000	-36.07401	0	-36.07401	0.0553631	0.193642	0.226892	0.203139	0.105007	0.228149
280000	-31.15478	0	-31.15478	0.0981918	0.185197	0.323268	0.223416	0.130798	0.133643
290000	-30.75089	0	-30.75089	0.0756956	0.219405	0.157662	0.21124	0.0858188	0.126093
300000	-35.78649	0	-35.78649	0.141013	0.294897	0.259539	0.191623	0.123069	0.272236
310000	-34.39361	0	-34.39361	0.13196	0.35228	0.158022	0.30463	0.247264	0.139601
320000	-29.897	0	-29.897	0.0975805	0.267312	0.283775	0.27422	0.0907765	0.0993823
330000	-37.6777	0	-37.6777	0.25343	0.142214	0.165313	0.14957	0.113594	0.17269
340000	-38.65299	0	-38.65299	0.217429	0.0386673	0.197624	0.194417	0.0949487	0.0584614
350000	-35.25684	0	-35.25684	0.260122	0.284229	0.273465	0.159978	0.21212	0.100732
360000	-31.46602	0	-31.46602	0.182513	0.369179	0.0754122	0.180903	0.183015	0.083066
370000	-30.21962	0	-30.21962	0.145962	0.268614	0.201608	0.311758	0.154506	0.197363
380000	-33.0754	0	-33.0754	0.203119	0.337006	0.266546	0.250432	0.0798298	0.081627
390000	-37.16306	0	-37.16306	0.47465	0.617661	0.101503	0.255873	0.136155	0.137522
400000	-34.27827	0	-34.27827	0.0531721	0.185317	0.0970643	0.145765	0.205821	0.0699953
410000	-34.77093	0	-34.77093	0.25142	0.22234	0.43577	0.38773	0.047438	0.100281
420000	-33.01491	0	-33.01491	0.147264	0.250867	0.125641	0.307735	0.216832	0.0987499
430000	-36.2117	0	-36.2117	0.152021	0.237261	0.18973	0.139969	0.125989	0.139747
440000	-28.97309	0	-28.97309	0.0782684	0.384184	0.122037	0.196187	0.0503112	0.14219
450000	-33.62501	0	-33.62501	0.0927965	0.267214	0.184579	0.21547	0.040709	0.256625
460000	-28.81687	0	-28.81687	0.256825	0.202752	0.130137	0.168455	0.14119	0.101258
470000	-33.27516	0	-33.27516	0.142256	0.404191	0.043032	0.202115	0.0526694	0.0559794
480000	-37.06953	0	-37.06953	0.203515	0.517588	0.33286	0.240665	0.132497	0.19726
490000	-32.02398	0	-32.02398	0.164307	0.27342	0.175191	0.206924	0.0945394	0.112948
500000	-30.96368	0	-30.96368	0.138647	0.370479	0.133063	0.413861	0.146666	0.11428
510000	-35.89571	0	-35.89571	0.0854222	0.254353	0.37284	0.313807	0.167406	0.164003
520000	-35.10546	0	-35.10546	0.0974721	0.266547	0.190707	0.465599	0.056357	0.333117
530000	-30.17666	0	-30.17666	0.158102	0.455787	0.238515	0.306835	0.0968917	0.125703
540000	-30.97303	0	-30.97303	0.0816033	0.454283	0.0934744	0.383077	0.101512	0.0775564
550000	-32.23297	0	-32.23297	0.0937977	0.242818	0.151889	0.520552	0.144545	0.0913832
560000	-35.22354	0	-35.22354	0.219318	0.127588	0.496466	0.277244	0.0579418	0.076764
570000	-29.89915	0	-29.89915	0.12544	0.317417	0.176484	0.321043	0.0668876	0.0827974
580000	-28.59778	0	-28.59778	0.0840344	0.364844	0.26643	0.342163	0.0789125	0.115282
590000	-32.16655	0	-32.16655	0.0732145	0.127908	0.273349	0.188597	0.199179	0.0771011
600000	-31.55486	0	-31.55486	0.124898	0.398787	0.15617	0.368149	0.0928977	0.212292
610000	-29.56117	0	-29.56117	0.152488	0.399079	0.166435	0.455166	0.0951237	0.0540045
620000	-31.36348	0	-31.36348	0.161334	0.337037	0.0999655	0.260134	0.141759	0.284406
630000	-32.26561	0	-32.26561	0.164026	0.257181	0.101789	0.178761	0.157904	0.206421
640000	-32.88059	0	-32.88059	0.0435544	0.161614	0.164386	0.230223	0.205031	0.092161
650000	-34.72752	0	-34.72752	0.20983	0.282242	0.0726099	0.216778	0.0987585	0.11929
660000	-30.3481	0	-30.3481	0.0913071	0.180855	0.085797	0.38199	0.150208	0.120497
670000	-31.26768	0	-31.26768	0.0885158	0.369732	0.155486	0.351358	0.122103	0.132738
680000	-40.8661	0	-40.8661	0.125089	0.382262	0.171671	0.632246	0.0870643	0.384131
690000	-35.23392	0	-35.23392	0.26149	0.203288	0.0541198	0.195345	0.0351972	0.143475
700000	-31.22979	0	-31.22979	0.173485	0.507761	0.122584	0.278742	0.0683312	0.17764
710000	-30.39398	0	-30.39398	0.13393	0.291708	0.151785	0.281623	0.0982483	0.212931
720000	-29.48749	0	-29.48749	0.108346	0.22245	0.194232	0.365802	0.101755	0.140064
730000	-33.12458	0	-33.12458	0.152289	0.270463	0.315085	0.321553	0.126815	0.144667
740000	-33.74934	0	-33.74934	0.0720059	0.315724	0.165885	0.263836	0.126293	0.15704
750000	-31.66319	0	-31.66319	0.147974	0.111875	0.142089	0.301217	0.114919	0.158393
760000	-30.60641	0	-30.60641	0.195264	0.156317	0.13346	0.218301	0.109768	0.157359
770000	-40.42151	0	-40.42151	0.221615	0.33886	0.124791	0.16657	0.418356	0.200598
780000	-28.63272	0	-28.63272	0.111345	0.298783	0.0855526	0.152558	0.129512	0.0814032
790000	-29.76838	0	-29.76838	0.153063	0.207301	0.147944	0.161989	0.187224	0.0925604
800000	-39.8075	0	-39.8075	0.244229	0.106009	0.117141	0.213293	0.186565	0.103162
810000	-35.44773	0	-35.44773	0.265825	0.317203	0.0991372	0.301123	0.0408924	0.0738536
820000	-30.08538	0	-30.08538	0.128882	0.371757	0.0714911	0.24633	0.15826	0.242204
