Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-57.49471	0	-57.49471	0.12583	0.122413	0.156922	0.125537	0.201923	0.0688607
10000	-27.10845	0	-27.10845	0.102825	0.0546208	0.222267	0.203859	0.0784589	0.0920728
20000	-30.87227	0	-30.87227	0.180069	0.182631	0.153051	0.328173	0.2025	0.139648
30000	-25.27603	0	-25.27603	0.151333	0.105447	0.211476	0.141846	0.119154	0.135388
40000	-27.11881	0	-27.11881	0.231697	0.230718	0.116977	0.305253	0.164026	0.104392
50000	-23.23587	0	-23.23587	0.0681486	0.170809	0.193804	0.167931	0.130019	0.139383
60000	-28.05202	0	-28.05202	0.119845	0.0784769	0.155865	0.388967	0.154636	0.0852848
70000	-25.8624	0	-25.8624	0.174423	0.139528	0.261006	0.1993	0.0736488	0.0684135
80000	-25.84974	0	-25.84974	0.272564	0.0809529	0.181767	0.169722	0.0430553	0.120074
90000	-31.60596	0	-31.60596	0.230184	0.15953	0.366003	0.107149	0.0490466	0.0597993
100000	-26.44303	0	-26.44303	0.262159	0.130205	0.0971047	0.184119	0.154984	0.163835
110000	-29.49412	0	-29.49412	0.159816	0.145684	0.146579	0.50078	0.117075	0.0732259
120000	-24.07543	0	-24.07543	0.179211	0.115865	0.11632	0.166042	0.0523807	0.111291
130000	-27.85617	0	-27.85617	0.269672	0.11606	0.172079	0.100029	0.0760919	0.225164
140000	-25.1801	0	-25.1801	0.235547	0.116346	0.172139	0.16073	0.219815	0.149234
150000	-27.28772	0	-27.28772	0.126326	0.229095	0.31571	0.200739	0.218164	0.0921071
160000	-26.64493	0	-26.64493	0.145498	0.15482	0.277502	0.0800261	0.131227	0.125195
170000	-26.24373	0	-26.24373	0.240369	0.0552557	0.0965199	0.133218	0.193755	0.133737
180000	-25.65233	0	-25.65233	0.204582	0.0973435	0.180545	0.0904849	0.0357797	0.0769028
190000	-25.50095	0	-25.50095	0.32198	0.109935	0.222843	0.272587	0.220594	0.0840394
200000	-26.4316	0	-26.4316	0.184008	0.174192	0.094033	0.292806	0.0632492	0.121791
210000	-25.29302	0	-25.29302	0.176817	0.147982	0.152178	0.283928	0.121996	0.16716
220000	-21.26031	0	-21.26031	0.154119	0.0653499	0.195685	0.139295	0.094739	0.101143
230000	-26.04156	0	-26.04156	0.402301	0.0743771	0.133339	0.251512	0.131993	0.153174
240000	-24.52202	0	-24.52202	0.166239	0.0898578	0.298164	0.279724	0.0707709	0.224621
250000	-29.75409	0	-29.75409	0.109672	0.07403	0.407908	0.23315	0.0490077	0.0840623
260000	-31.01858	0	-31.01858	0.207037	0.0662714	0.144164	0.127671	0.114058	0.103393
270000	-30.14892	0	-30.14892	0.106438	0.399959	0.124635	0.344262	0.191009	0.125992
280000	-24.72849	0	-24.72849	0.149066	0.167575	0.179333	0.262957	0.0937809	0.0831733
290000	-27.45351	0	-27.45351	0.146952	0.0520128	0.194741	0.232631	0.0582869	0.08813
300000	-26.05339	0	-26.05339	0.158367	0.0582479	0.183115	0.130294	0.0866169	0.241213
310000	-24.7877	0	-24.7877	0.195972	0.224765	0.179164	0.203115	0.178431	0.133536
320000	-26.51857	0	-26.51857	0.216048	0.0864927	0.265896	0.225981	0.0933942	0.150879
330000	-23.65157	0	-23.65157	0.185417	0.12895	0.198356	0.220902	0.136125	0.0644036
340000	-25.90942	0	-25.90942	0.15166	0.290119	0.238245	0.266112	0.118287	0.171039
350000	-24.68813	0	-24.68813	0.119751	0.0569468	0.328462	0.136225	0.160383	0.0786627
360000	-26.57911	0	-26.57911	0.1641	0.0728939	0.171489	0.223578	0.140406	0.105459
370000	-25.71592	0	-25.71592	0.107419	0.122988	0.0845044	0.19055	0.0856184	0.130046
380000	-30.51786	0	-30.51786	0.248031	0.213319	0.191197	0.162764	0.160605	0.156092
390000	-25.1291	0	-25.1291	0.273322	0.185534	0.142527	0.198395	0.159397	0.152028
400000	-23.09368	0	-23.09368	0.14137	0.085173	0.138809	0.183118	0.11632	0.170311
410000	-26.64141	0	-26.64141	0.119352	0.0928067	0.0897932	0.229613	0.0602114	0.0495224
420000	-27.47992	0	-27.47992	0.222639	0.0658392	0.245794	0.251601	0.0936968	0.129578
430000	-25.47403	0	-25.47403	0.218371	0.0739051	0.168887	0.330753	0.0975038	0.177749
440000	-28.73852	0	-28.73852	0.136038	0.088272	0.243667	0.143599	0.0989599	0.336328
450000	-29.15571	0	-29.15571	0.110382	0.358251	0.146983	0.267141	0.0614729	0.0658825
460000	-22.69682	0	-22.69682	0.142494	0.104459	0.226177	0.226726	0.122119	0.124157
470000	-24.29066	0	-24.29066	0.243642	0.0753927	0.269039	0.260802	0.095948	0.0987846
480000	-26.51473	0	-26.51473	0.263853	0.0683823	0.111233	0.187024	0.213716	0.184759
490000	-30.1614	0	-30.1614	0.0388327	0.171854	0.187259	0.224579	0.190303	0.256608
500000	-29.23914	0	-29.23914	0.109271	0.0545085	0.255264	0.131447	0.112162	0.159291
510000	-25.41068	0	-25.41068	0.157995	0.200601	0.117389	0.199903	0.197635	0.130405
520000	-26.13133	0	-26.13133	0.149635	0.0851687	0.262137	0.23229	0.165339	0.146776
530000	-27.90524	0	-27.90524	0.192195	0.354216	0.185615	0.25811	0.0806882	0.0506615
540000	-22.44578	0	-22.44578	0.158968	0.0605615	0.123831	0.264282	0.146837	0.167366
550000	-24.81505	0	-24.81505	0.280266	0.100431	0.220874	0.209229	0.14435	0.205124
560000	-28.30133	0	-28.30133	0.148723	0.0726185	0.270738	0.11105	0.14944	0.137966
570000	-23.43778	0	-23.43778	0.0843322	0.161452	0.178994	0.237003	0.11106	0.259086
580000	-31.66361	0	-31.66361	0.288283	0.125789	0.29005	0.178374	0.162784	0.178675
590000	-24.44125	0	-24.44125	0.15288	0.129254	0.23982	0.32544	0.0720313	0.143633
600000	-23.97291	0	-23.97291	0.241995	0.0996284	0.218979	0.122542	0.105223	0.201638
610000	-24.70886	0	-24.70886	0.120597	0.102094	0.117848	0.283493	0.0990934	0.284803
620000	-26.08734	0	-26.08734	0.301889	0.113488	0.0539168	0.332351	0.112297	0.10279
630000	-29.55564	0	-29.55564	0.299162	0.0496576	0.22697	0.253829	0.183348	0.0558794
640000	-24.21158	0	-24.21158	0.264759	0.0445423	0.257105	0.173734	0.125971	0.189694
650000	-25.75023	0	-25.75023	0.171005	0.0688174	0.149326	0.108921	0.168539	0.0592665
660000	-24.35559	0	-24.35559	0.181199	0.130396	0.123578	0.163043	0.13771	0.221766
