Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-153.8811	0	-153.8811	0.0737873	0.175905	0.117085	0.0468857	0.13373	0.0878255
10000	-102.5029	0	-102.5029	0.077954	0.302851	0.284285	0.449978	0.243775	0.0401285
20000	-93.79781	0	-93.79781	0.239876	0.291826	0.261367	0.736349	0.13128	0.147825
30000	-91.79271	0	-91.79271	0.056436	0.270581	0.129905	0.501419	0.233472	0.0659732
40000	-89.71315	0	-89.71315	0.115399	0.217473	0.151347	0.415944	0.121669	0.0915771
50000	-97.4225	0	-97.4225	0.144537	0.445535	0.292783	0.397992	0.265409	0.113707
60000	-92.99332	0	-92.99332	0.184981	0.218641	0.125937	0.346895	0.168976	0.0611483
70000	-97.88285	0	-97.88285	0.0831992	0.183261	0.404748	0.598663	0.170356	0.209286
80000	-92.51967	0	-92.51967	0.185866	0.516705	0.323283	0.487242	0.266494	0.178969
90000	-92.98507	0	-92.98507	0.100679	0.231008	0.300035	0.551034	0.116964	0.126332
100000	-92.90332	0	-92.90332	0.133518	0.225135	0.383544	0.586857	0.114174	0.0941825
110000	-94.73115	0	-94.73115	0.190915	0.184877	0.336552	0.5842	0.0236636	0.0815166
120000	-96.97458	0	-96.97458	0.0727964	0.384175	0.206748	0.56282	0.0966794	0.121364
130000	-93.64634	0	-93.64634	0.130207	0.290259	0.129666	0.447509	0.0795848	0.24812
140000	-108.8438	0	-108.8438	0.0902224	0.234109	0.141917	0.385106	0.204909	0.0690388
150000	-95.13235	0	-95.13235	0.178304	0.236497	0.169241	0.203028	0.184462	0.0937231
160000	-100.1386	0	-100.1386	0.259461	0.164967	0.318505	0.461428	0.104554	0.0666596
170000	-92.01545	0	-92.01545	0.142482	0.194145	0.214025	0.318517	0.128459	0.104871
180000	-97.66979	0	-97.66979	0.145727	0.157751	0.270466	0.455065	0.0698463	0.213959
190000	-100.4302	0	-100.4302	0.117001	0.188138	0.413135	0.372602	0.150362	0.110718
200000	-90.20575	0	-90.20575	0.104672	0.481123	0.240735	0.28894	0.172673	0.0816781
210000	-89.72655	0	-89.72655	0.121132	0.341125	0.192338	0.483956	0.084773	0.129716
220000	-87.15066	0	-87.15066	0.0410683	0.361733	0.146487	0.391605	0.169281	0.0961269
230000	-103.3612	0	-103.3612	0.225896	0.272814	0.310236	0.426414	0.0812911	0.0509285
240000	-98.09324	0	-98.09324	0.069309	0.247356	0.299132	0.324601	0.113066	0.184459
250000	-98.71797	0	-98.71797	0.0652884	0.312985	0.154664	0.339136	0.0952867	0.116121
260000	-100.5644	0	-100.5644	0.150326	0.17887	0.174061	0.421553	0.145716	0.101442
270000	-110.827	0	-110.827	0.188714	0.279833	0.190921	0.489416	0.143424	0.137107
280000	-91.84422	0	-91.84422	0.15339	0.173313	0.409775	0.302368	0.0920435	0.0553713
290000	-99.84773	0	-99.84773	0.083358	0.178693	0.557287	0.283709	0.321058	0.110288
300000	-100.1863	0	-100.1863	0.145854	0.231381	0.246032	0.284636	0.132199	0.107559
310000	-87.01839	0	-87.01839	0.0934353	0.315427	0.435127	0.483425	0.109025	0.125653
320000	-94.29643	0	-94.29643	0.182017	0.203733	0.286502	0.368927	0.059416	0.0363461
330000	-87.92637	0	-87.92637	0.21132	0.486289	0.324463	0.555303	0.146905	0.173557
340000	-92.8155	0	-92.8155	0.149219	0.199295	0.23206	0.448768	0.210152	0.176247
350000	-92.89516	0	-92.89516	0.170094	0.187854	0.251206	0.352074	0.0534613	0.185114
360000	-106.5228	0	-106.5228	0.296307	0.104469	0.320642	0.339709	0.101379	0.0454262
370000	-95.00134	0	-95.00134	0.15019	0.24497	0.231495	0.472855	0.176624	0.0778388
380000	-100.0923	0	-100.0923	0.191546	0.153198	0.219351	0.335494	0.136413	0.0620108
390000	-91.38504	0	-91.38504	0.216492	0.544576	0.196675	0.511908	0.293418	0.102348
400000	-93.36581	0	-93.36581	0.163871	0.328686	0.135629	0.373265	0.1177	0.285639
410000	-85.20709	0	-85.20709	0.125559	0.386274	0.196993	0.352153	0.17483	0.0703931
420000	-97.63001	0	-97.63001	0.164742	0.210892	0.135166	0.335484	0.118012	0.151462
430000	-94.10635	0	-94.10635	0.0833232	0.43818	0.181396	0.454111	0.103503	0.0958974
440000	-91.62105	0	-91.62105	0.199642	0.0672691	0.491743	0.563837	0.145442	0.0853804
450000	-105.7415	0	-105.7415	0.119514	0.485137	0.529455	0.523994	0.135981	0.089054
460000	-86.37475	0	-86.37475	0.247934	0.37234	0.192789	0.422437	0.10266	0.0966125
470000	-94.47543	0	-94.47543	0.14762	0.264078	0.105156	0.498781	0.0698295	0.0627865
480000	-99.22341	0	-99.22341	0.290953	0.177807	0.240324	0.364066	0.135524	0.0997694
490000	-97.40762	0	-97.40762	0.34012	0.205655	0.19195	0.474228	0.164984	0.104951
500000	-87.79809	0	-87.79809	0.260493	0.323415	0.22823	0.551025	0.252384	0.104415
510000	-100.9326	0	-100.9326	0.197471	0.191987	0.230908	0.488181	0.159179	0.0634795
520000	-92.94275	0	-92.94275	0.118484	0.216603	0.169388	0.317628	0.0658366	0.096814
530000	-104.0712	0	-104.0712	0.111362	0.284363	0.354789	0.483458	0.163955	0.349974
540000	-105.108	0	-105.108	0.104705	0.362167	0.129414	0.469212	0.0902792	0.0778422
550000	-87.72472	0	-87.72472	0.0957124	0.573751	0.290271	0.443195	0.14032	0.0910388
560000	-101.9683	0	-101.9683	0.164608	0.283312	0.430769	0.434968	0.0648077	0.129555
570000	-95.40807	0	-95.40807	0.0789206	0.392069	0.212518	0.406959	0.097767	0.0828538
580000	-97.88283	0	-97.88283	0.0822066	0.234823	0.319234	0.286526	0.0853316	0.165975
590000	-100.7383	0	-100.7383	0.192363	0.080576	0.2874	0.295886	0.101545	0.159484
600000	-87.88113	0	-87.88113	0.243239	0.285553	0.231855	0.390432	0.0484737	0.0970997
610000	-108.7205	0	-108.7205	0.15226	0.237661	0.450815	0.24706	0.247251	0.154188
620000	-100.4214	0	-100.4214	0.0673939	0.218655	0.606641	0.472397	0.0586357	0.0378845
630000	-98.78252	0	-98.78252	0.185068	0.326483	0.244734	0.426295	0.0811867	0.0591675
640000	-89.43982	0	-89.43982	0.121159	0.326063	0.44658	0.498027	0.0766766	0.0442391
