Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-20.6725	0	-20.6725	0.0811416	0.110619	0.182875	0.0971877	0.0588018	0.196858
10000	-17.34297	0	-17.34297	0.161033	0.119886	0.128473	0.357556	0.167474	0.139163
20000	-25.87443	0	-25.87443	0.0984524	0.584121	0.466367	0.382275	0.230228	0.100316
30000	-19.49452	0	-19.49452	0.0894868	0.12644	0.215104	0.447794	0.228876	0.305163
40000	-17.11241	0	-17.11241	0.162013	0.227273	0.100132	0.233708	0.142278	0.0837821
50000	-22.43445	0	-22.43445	0.115955	0.0635259	0.128421	0.143431	0.0630408	0.10947
60000	-20.95145	0	-20.95145	0.155234	0.217236	0.0780406	0.395961	0.198493	0.232413
70000	-20.99826	0	-20.99826	0.0493686	0.108851	0.0430279	0.232741	0.0875023	0.227623
80000	-20.20196	0	-20.20196	0.195768	0.147046	0.210743	0.284444	0.0880164	0.111499
90000	-21.04634	0	-21.04634	0.0944114	0.162447	0.373212	0.242949	0.0943898	0.0619914
100000	-14.94588	0	-14.94588	0.146409	0.299819	0.170533	0.231873	0.0940599	0.102355
110000	-19.59494	0	-19.59494	0.0393073	0.18723	0.108614	0.389136	0.0788709	0.208954
120000	-16.11283	0	-16.11283	0.166532	0.146807	0.0939986	0.234934	0.142039	0.147443
130000	-19.38251	0	-19.38251	0.14956	0.260655	0.164917	0.577232	0.0598176	0.0604872
140000	-14.35285	0	-14.35285	0.188392	0.245065	0.0829155	0.163582	0.161232	0.169716
150000	-23.86221	0	-23.86221	0.168769	0.166841	0.114027	0.149033	0.425121	0.462143
160000	-13.11226	0	-13.11226	0.101064	0.269507	0.104431	0.268595	0.152913	0.104863
170000	-15.7723	0	-15.7723	0.0851984	0.343632	0.179735	0.302381	0.0707187	0.0612795
180000	-14.09315	0	-14.09315	0.139767	0.331609	0.166115	0.311131	0.066758	0.12082
190000	-20.42685	0	-20.42685	0.111758	0.174417	0.177928	0.226044	0.0434328	0.110423
200000	-18.28357	0	-18.28357	0.141061	0.202787	0.108193	0.191703	0.195719	0.0826559
210000	-22.70003	0	-22.70003	0.0610513	0.130948	0.501974	0.211388	0.100708	0.0662975
220000	-21.21367	0	-21.21367	0.243788	0.302027	0.166951	0.211636	0.142889	0.111825
230000	-19.81579	0	-19.81579	0.128966	0.0687675	0.304405	0.299737	0.0743564	0.13605
240000	-22.9183	0	-22.9183	0.195626	0.359088	0.188086	0.733814	0.229943	0.191264
250000	-20.43217	0	-20.43217	0.153102	0.483929	0.0663213	0.525876	0.0610014	0.154517
260000	-25.96092	0	-25.96092	0.546285	0.275321	0.451119	0.386899	0.171814	0.0926989
270000	-18.27612	0	-18.27612	0.207135	0.194705	0.230545	0.205477	0.0786755	0.0557503
280000	-19.16579	0	-19.16579	0.0730017	0.224453	0.104454	0.145428	0.170372	0.0690961
290000	-20.2528	0	-20.2528	0.130958	0.159711	0.225198	0.567687	0.0495728	0.159152
300000	-18.88708	0	-18.88708	0.122357	0.175502	0.136999	0.154423	0.0602237	0.142615
310000	-21.14294	0	-21.14294	0.163595	0.151234	0.238885	0.40946	0.162887	0.336381
320000	-25.50665	0	-25.50665	0.188041	0.134773	0.269645	0.595153	0.207786	0.543909
330000	-19.60354	0	-19.60354	0.291669	0.115455	0.0991228	0.259839	0.188969	0.144204
340000	-18.69656	0	-18.69656	0.0505713	0.354199	0.209983	0.142359	0.216877	0.0932368
350000	-25.14974	0	-25.14974	0.242949	0.293072	0.124651	0.297498	0.193198	0.0513599
360000	-19.42277	0	-19.42277	0.149302	0.404687	0.183209	0.391852	0.101874	0.235258
370000	-19.77483	0	-19.77483	0.111328	0.114612	0.215485	0.234116	0.151908	0.0572926
380000	-18.6425	0	-18.6425	0.12231	0.0836041	0.14131	0.194442	0.112518	0.124264
390000	-19.44848	0	-19.44848	0.0539095	0.131715	0.126661	0.330535	0.0918845	0.0897476
400000	-19.1803	0	-19.1803	0.101388	0.167444	0.181299	0.385709	0.185237	0.0815621
410000	-20.42779	0	-20.42779	0.131601	0.223851	0.118859	0.196203	0.0974671	0.0666437
420000	-18.18276	0	-18.18276	0.188296	0.304476	0.0905238	0.260226	0.0620563	0.114284
430000	-19.26378	0	-19.26378	0.0518713	0.250537	0.145325	0.27569	0.0703399	0.244166
440000	-17.12438	0	-17.12438	0.115856	0.236129	0.14073	0.117084	0.0657358	0.253249
450000	-24.20526	0	-24.20526	0.159422	0.158134	0.142839	0.450058	0.125366	0.0537958
460000	-15.68421	0	-15.68421	0.117131	0.295331	0.152278	0.256939	0.0544321	0.0907922
470000	-15.71064	0	-15.71064	0.140442	0.127602	0.135671	0.246658	0.134698	0.0801137
480000	-20.61513	0	-20.61513	0.105661	0.208832	0.104175	0.656523	0.100587	0.246684
