taxon	int_1	int_2	int_3
t1	0	0	1
t2	0	0	1
t4	0	0	1
t6	0	1	1
t7	0	0	1
t8	0	0	1
t11	1	1	0
t12	1	0	0
t14	0	1	1
t15	1	1	0
t16	1	0	0
t17	1	1	0
t22	1	0	0
t23	1	0	0
t24	1	0	0
t26	1	0	0
t27	1	0	0
t28	1	0	0
t29	1	0	0
t32	1	1	0
t33	0	1	0
t34	0	1	0
t35	0	1	0
t36	0	1	0
t37	1	1	0
t38	1	1	0
t39	0	1	0
t42	1	0	0
t43	1	0	0
t45	1	0	0
t46	1	0	0
t48	1	0	0
t50	1	0	0
t51	1	0	0
t52	1	0	0
t54	1	0	0
t55	1	0	0
t59	1	0	0
t60	1	0	0
t61	1	0	0
t64	1	0	0
t65	0	1	1
t66	1	1	0
t67	1	1	0
t68	1	0	0
t70	1	0	0
t71	1	0	0
t74	0	1	0
t76	1	0	0
t77	1	0	0
t78	1	0	0
t81	1	0	0
t83	1	0	0
t87	1	0	0
t89	0	1	0
t91	1	0	0
t93	1	0	0
t94	1	0	0
t97	1	0	0
t101	1	0	0
t102	1	0	0
t103	1	0	0
t105	1	0	0
t106	1	0	0
t107	1	0	0
t112	1	0	0
t115	1	0	0
t117	1	0	0
t118	1	0	0
t119	1	0	0
t120	1	0	0
t121	1	0	0
t123	1	0	0
t125	1	0	0
t126	1	0	0
t128	1	0	0
t131	1	0	0
t132	1	0	0
t133	1	0	0
t135	1	0	0
t137	1	0	0
t143	1	0	0
t146	1	0	0
t147	1	0	0
t148	1	0	0
t149	1	0	0
t152	1	0	0
t159	1	0	0
t160	1	0	0
t161	1	0	0
t163	1	0	0
t164	1	0	0
t168	1	0	0
t171	1	0	0
t172	1	0	0
t179	1	0	0
t180	1	0	0
t181	1	0	0
t205	1	0	0
t206	1	0	0
t212	1	0	0
t213	1	0	0
t214	1	0	0
t215	1	0	0
t217	1	0	0
t222	1	0	0
t225	1	0	0
t237	1	0	0
t238	1	0	0
t239	1	0	0
t240	1	0	0
t247	1	0	0
t254	1	0	0
t255	1	0	0
t265	1	0	0
t270	1	0	0
