taxon	max_age	min_age
t1	9.04625538778591	9.04625538778591
t2	18.8866690111657	5.49390235801231
t3	13.6222219996313	7.97739965079075
t4	5.2326391776367	5.2326391776367
t5	3.26697084988647	2.78193355506922
t7	13.9170304609621	11.4910204213271
t9	5.30307813354702	5.30307813354702
t11	13.7871918560139	9.12826211758259
t12	3.11561439675196	3.11561439675196
t18	6.20763187945576	6.20763187945576
t23	6.47181888599351	6.47181888599351
t28	12.0966460230744	7.40027989266835
t31	2.43040488407177	2.43040488407177
t34	5.21365788169048	1.59331383053056
t35	0.583962995495316	0.583962995495316
t44	12.6738465269802	12.6738465269802
t46	1.99340662010416	1.99340662010416
t50	8.58910383892414	5.28273627397772
t65	1.09866084645084	1.09866084645084
t66	6.27851803918717	6.27851803918717
t68	0.36461767433574	0.36461767433574
t72	0.835705974235616	0.835705974235616
t75	1.97976422180894	1.97976422180894
t81	0.752720825310465	0.752720825310465
t83	0.843510243213974	0.843510243213974
t89	1.12631568848392	1.12631568848392
t90	2.51545048868564	2.51545048868564
t91	5.91396595733964	2.38390854011082
t92	5.53837550876144	5.53837550876144
t107	0.129879049754368	0.129879049754368
t113	4.92762743092971	4.92762743092971
t118	1.50380692713009	1.50380692713009
t119	0.699452125923191	0.699452125923191
t123	2.60699031837692	2.60699031837692
t126	3.66863392107127	2.2129781854887
t135	0.659381303319716	0.659381303319716
