taxon	int_1	int_2
t1	1	1
t3	1	1
t4	0	1
t5	1	0
t8	1	0
t9	1	1
t10	1	0
t11	1	0
t12	1	1
t13	1	0
t15	1	1
t16	1	0
t18	1	0
t19	1	0
t23	1	0
t24	1	0
t25	1	0
t26	1	0
t28	1	0
t29	1	0
t31	1	0
t33	1	1
t34	1	0
t36	1	0
t37	1	0
t38	1	0
t39	1	0
t40	1	0
t42	1	0
t44	1	0
t45	1	0
t46	1	0
t47	1	0
t50	1	0
t53	1	0
t58	1	0
t59	1	1
t60	1	0
t61	1	0
t65	1	0
t66	1	0
t67	1	0
t72	1	0
t75	1	0
t76	1	0
t77	1	0
t80	1	0
t84	1	0
t85	1	0
t91	1	0
t95	1	0
t96	1	0
t97	1	0
t98	1	0
t104	1	0
t105	1	0
t112	1	1
t113	1	0
t117	1	0
t118	1	0
t119	1	0
t120	1	0
t121	1	0
t122	1	0
t123	1	0
t125	1	0
t132	1	0
t133	1	0
t134	1	0
t135	1	0
t137	1	0
t138	1	0
t139	1	0
t140	1	0
t143	1	0
t144	1	0
t146	1	0
t148	1	0
t152	1	0
t157	1	0
t159	1	0
t160	1	0
t162	1	0
t163	1	0
t165	1	0
t166	1	0
t167	1	0
t168	1	0
t173	1	0
t179	1	0
t180	1	0
t181	1	0
t184	1	0
t187	1	0
t188	1	0
