taxon	min_age	max_age	status
t1	14.5657195110495	18.2215100425916	extinct
t3	14.5657195110495	18.2215100425916	extinct
t4	14.5657195110495	18.2215100425916	extant
t4	0	3.4662038666817	extant
t5	10.7064883592539	14.5657195110495	extinct
t6	6.81109788067018	10.7064883592539	extant
t7	6.81109788067018	10.7064883592539	extant
t7	0	3.4662038666817	extant
t8	0	3.4662038666817	extinct
t11	6.81109788067018	10.7064883592539	extant
t11	0	3.4662038666817	extant
t12	3.4662038666817	6.81109788067018	extinct
t14	0	3.4662038666817	extant
t15	6.81109788067018	10.7064883592539	extinct
t15	3.4662038666817	6.81109788067018	extinct
t17	3.4662038666817	6.81109788067018	extinct
t18	3.4662038666817	6.81109788067018	extinct
t20	0	3.4662038666817	extant
t22	0	3.4662038666817	extant
