taxon	int_1	int_2	int_3
t1	0	1	0
t2	0	1	1
t4	0	0	1
t5	0	1	0
t6	0	1	0
t7	0	1	0
t8	1	1	0
t9	0	1	1
t10	1	1	1
t11	1	1	0
t12	1	1	0
t14	0	1	0
t15	1	1	0
t17	1	0	0
t20	1	0	0
t22	1	0	0
t23	1	1	0
t24	0	1	0
t25	1	1	0
t26	0	1	1
t27	1	0	0
t28	0	1	0
t30	1	1	0
t33	1	0	0
t34	1	0	0
t35	1	0	0
t42	1	0	0
t46	0	1	0
t47	0	1	0
t48	0	1	0
t49	1	0	0
t50	1	1	0
t51	1	1	0
t52	1	1	0
t53	1	0	0
t54	1	0	0
t55	1	1	0
t56	1	0	0
t57	1	0	0
t58	1	1	0
t59	1	0	0
t60	1	0	0
t61	1	0	0
t62	0	1	0
t66	1	0	0
t67	1	0	0
t71	1	0	0
t72	1	0	0
t73	0	1	0
t74	1	0	0
t76	1	0	0
t78	1	0	0
t79	1	0	0
t81	1	0	0
t82	1	0	0
t84	1	0	0
t85	1	0	0
t87	1	0	0
t89	1	0	0
t90	1	0	0
t91	1	0	0
t92	1	0	0
t95	1	0	0
t96	1	0	0
t98	1	0	0
t99	1	0	0
t103	1	0	0
t104	1	0	0
t105	1	0	0
t108	1	0	0
t111	1	0	0
t112	1	0	0
t120	1	0	0
t124	1	0	0
t128	1	0	0
t129	1	0	0
t130	1	0	0
t132	1	0	0
t134	1	0	0
t137	1	0	0
t138	1	0	0
t141	1	0	0
t142	1	0	0
t145	1	0	0
t147	1	0	0
t148	1	0	0
t152	1	0	0
t154	1	0	0
