taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	0	1
t2	0	0	0	1	1
t3	1	1	1	1	1
t4	0	0	0	1	0
t5	0	0	0	1	0
t6	0	0	1	1	0
t7	0	0	0	1	0
t10	0	0	0	0	1
t11	0	0	0	1	1
t12	0	0	0	1	0
t15	1	0	0	0	0
t17	1	0	0	0	0
t19	0	0	0	1	0
t21	0	0	0	1	1
t22	0	0	1	1	0
t23	0	0	0	1	0
t24	0	0	0	1	0
t29	0	0	1	1	0
t30	0	1	0	0	0
t31	1	0	0	0	0
t32	1	0	0	0	0
t33	1	0	0	0	0
t36	1	0	0	0	0
t40	0	0	0	1	0
t42	0	0	0	1	0
t44	0	0	0	1	0
t45	0	0	0	1	0
t46	0	0	1	0	0
t48	0	0	0	1	0
t49	0	1	0	0	0
t51	1	0	0	0	0
t59	0	0	0	1	0
t61	0	0	0	1	0
t62	0	0	0	1	0
t63	0	0	0	1	0
t64	1	1	1	0	0
t65	0	0	0	1	1
t66	0	0	0	1	0
t68	0	0	1	0	0
t71	1	1	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t78	1	0	0	0	0
t80	1	1	0	0	0
t81	1	1	0	0	0
t82	1	0	0	0	0
t83	1	0	0	1	0
t84	0	0	0	1	0
t86	0	1	0	0	0
t90	0	0	1	0	0
t94	1	0	0	0	0
t99	1	0	0	0	0
t101	1	0	0	0	0
t104	1	0	0	0	0
t105	1	1	0	0	0
t107	1	0	0	0	0
t108	1	0	0	0	0
t110	1	0	0	0	0
t111	1	0	0	0	0
t113	0	0	0	1	0
t115	1	1	1	1	0
t116	0	0	0	1	0
t118	1	1	0	0	0
t119	1	0	0	0	0
t120	1	0	0	0	0
t121	0	0	1	0	0
t123	1	1	0	0	0
t124	0	1	0	0	0
t125	1	0	0	0	0
t126	1	0	0	0	0
t127	1	0	0	0	0
t128	1	0	0	0	0
t131	1	0	0	0	0
t132	1	0	0	0	0
t133	1	0	0	0	0
t135	1	0	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t139	1	0	0	0	0
t140	1	0	0	0	0
t145	0	0	0	1	0
t146	0	0	0	1	0
t147	1	1	0	0	0
t149	1	0	0	0	0
t151	0	1	0	0	0
t152	1	0	0	0	0
t156	1	0	0	0	0
t158	1	1	0	0	0
t159	1	0	0	0	0
t160	1	0	0	0	0
t161	0	1	0	0	0
t163	1	0	0	0	0
t164	1	0	0	0	0
t168	1	0	0	0	0
t169	1	0	0	0	0
t171	1	0	0	0	0
t172	1	0	0	0	0
t174	1	0	0	0	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t179	1	0	0	0	0
t181	1	0	0	0	0
t182	1	0	0	0	0
t183	1	0	0	0	0
t184	1	0	0	0	0
t185	1	1	0	0	0
t186	1	0	0	0	0
t189	1	0	0	0	0
t192	1	0	0	0	0
t197	1	0	0	0	0
t198	1	0	0	0	0
t199	1	0	0	0	0
t201	1	0	0	0	0
t204	1	0	0	0	0
t205	1	0	0	0	0
t206	1	0	0	0	0
t211	1	0	0	0	0
t213	1	0	0	0	0
t214	1	0	0	0	0
t217	1	0	0	0	0
t218	1	0	0	0	0
t220	1	0	0	0	0
t221	1	0	0	0	0
t222	1	0	0	0	0
t223	1	0	0	0	0
t225	1	0	0	0	0
t227	1	0	0	0	0
t229	1	0	0	0	0
t230	1	0	0	0	0
t231	1	0	0	0	0
t232	1	0	0	0	0
t233	1	0	0	0	0
t237	1	0	0	0	0
t243	1	0	0	0	0
t244	1	0	0	0	0
t245	1	0	0	0	0
t249	1	0	0	0	0
t251	1	0	0	0	0
t253	1	0	0	0	0
t261	1	0	0	0	0
t263	1	0	0	0	0
t264	1	0	0	0	0
t268	1	0	0	0	0
t270	1	0	0	0	0
t271	1	0	0	0	0
t272	1	0	0	0	0
t273	1	0	0	0	0
t278	1	0	0	0	0
t280	1	0	0	0	0
t281	1	0	0	0	0
t282	1	0	0	0	0
t284	1	0	0	0	0
t288	1	0	0	0	0
t289	1	0	0	0	0
t291	1	0	0	0	0
t292	1	0	0	0	0
t294	1	0	0	0	0
t299	1	0	0	0	0
t300	1	0	0	0	0
t302	1	0	0	0	0
t308	1	0	0	0	0
t312	1	0	0	0	0
t313	1	0	0	0	0
t315	1	0	0	0	0
t316	1	0	0	0	0
t317	1	0	0	0	0
t319	1	0	0	0	0
t321	1	0	0	0	0
t322	1	0	0	0	0
t323	1	0	0	0	0
t324	1	0	0	0	0
t332	1	0	0	0	0
t333	1	0	0	0	0
t335	1	0	0	0	0
t339	1	0	0	0	0
t346	1	0	0	0	0
t351	1	0	0	0	0
t353	1	0	0	0	0
t360	1	0	0	0	0
t361	1	0	0	0	0
t363	1	0	0	0	0
t368	1	0	0	0	0
t371	1	0	0	0	0
t377	1	0	0	0	0
