taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	1
t2	0	0	0	1	1
t5	0	0	1	0	0
t6	0	0	0	1	1
t7	0	0	1	1	0
t9	0	0	0	1	0
t10	0	0	1	1	1
t12	0	0	0	1	1
t13	0	0	0	1	0
t14	0	0	0	1	0
t15	0	0	1	0	0
t16	1	1	1	1	1
t17	0	0	0	1	1
t18	0	0	0	1	0
t19	1	1	1	1	0
t23	0	0	0	1	1
t24	0	0	0	1	0
t25	0	0	0	1	0
t30	0	0	0	1	0
t32	1	0	0	0	0
t34	1	0	0	0	0
t35	1	0	0	0	0
t36	0	0	0	1	0
t37	0	0	1	0	0
t39	1	0	0	0	0
t40	1	0	0	0	0
t41	1	0	0	0	0
t43	0	0	1	0	0
t45	0	0	0	1	0
t47	0	0	1	0	0
t49	0	1	0	0	0
t51	0	0	1	0	0
t53	0	0	0	1	0
t55	0	0	1	0	0
t59	1	0	0	0	0
t61	1	1	0	0	0
t67	1	1	0	0	0
t71	1	1	0	0	0
t72	1	0	0	0	0
t77	0	0	1	0	0
t78	1	0	0	0	0
t80	0	0	0	1	0
t82	1	1	0	0	0
t85	1	0	0	0	0
t86	1	0	0	0	0
t87	0	0	1	0	0
t89	0	0	1	0	0
t90	0	1	0	0	0
t92	1	0	0	0	0
t94	1	0	0	0	0
t95	1	0	0	0	0
t96	1	0	0	0	0
t99	0	0	0	1	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t104	1	0	0	0	0
t105	1	0	0	0	0
t108	0	1	0	0	0
t109	1	1	0	0	0
t110	1	1	0	0	0
t114	0	1	0	0	0
t118	1	0	0	0	0
t119	1	1	0	0	0
t121	0	1	0	0	0
t122	1	0	0	0	0
t123	1	0	0	0	0
t124	1	0	0	0	0
t125	1	0	0	0	0
t128	1	0	0	0	0
t129	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t132	1	0	0	0	0
t133	1	1	0	0	0
t134	1	0	0	0	0
t135	1	1	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t139	1	0	0	0	0
t144	1	1	0	0	0
t147	1	0	0	0	0
t148	1	0	0	0	0
t149	1	0	0	0	0
t150	1	0	0	0	0
t152	0	1	0	0	0
t153	1	0	0	0	0
t154	1	0	0	0	0
t156	1	0	0	0	0
t159	1	0	0	0	0
t160	1	0	0	0	0
t163	1	0	0	0	0
t164	1	0	0	0	0
t165	1	0	0	0	0
t166	1	0	0	0	0
t167	1	0	0	0	0
t169	1	0	0	0	0
t170	1	0	0	0	0
t171	1	0	0	0	0
t172	1	0	0	0	0
t173	1	0	0	0	0
t174	1	0	0	0	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t179	1	0	0	0	0
t183	1	0	0	0	0
t187	1	0	0	0	0
t191	1	0	0	0	0
t193	1	1	0	0	0
t194	1	0	0	0	0
t195	1	0	0	0	0
t196	1	0	0	0	0
t197	1	1	0	0	0
t198	1	0	0	0	0
t200	1	0	0	0	0
t201	1	0	0	0	0
t202	1	0	0	0	0
t203	1	0	0	0	0
t204	1	0	0	0	0
t208	1	0	0	0	0
t211	1	0	0	0	0
t213	1	0	0	0	0
t214	1	0	0	0	0
t215	1	0	0	0	0
t221	1	0	0	0	0
t223	1	0	0	0	0
t224	1	0	0	0	0
t229	1	0	0	0	0
t231	1	0	0	0	0
t232	1	0	0	0	0
t234	1	0	0	0	0
t236	1	0	0	0	0
t241	1	0	0	0	0
t243	1	0	0	0	0
t247	1	0	0	0	0
t255	1	0	0	0	0
t260	1	0	0	0	0
t261	1	0	0	0	0
t263	1	0	0	0	0
t264	1	0	0	0	0
t267	1	0	0	0	0
t269	1	0	0	0	0
t270	1	0	0	0	0
t271	1	0	0	0	0
t272	1	0	0	0	0
t275	1	0	0	0	0
t281	1	0	0	0	0
