taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	1
t2	0	1	1	1	1
t4	0	0	0	1	0
t5	0	0	1	1	0
t7	0	0	0	1	0
t8	0	0	0	1	0
t9	0	0	0	1	1
t10	0	0	0	1	0
t13	0	0	1	1	0
t14	0	0	0	1	0
t15	0	0	0	1	0
t19	0	0	0	1	1
t20	0	0	0	1	1
t24	0	1	0	0	0
t26	0	0	1	1	0
t29	0	0	0	1	0
t30	1	0	0	0	0
t35	0	0	0	1	0
t36	0	0	0	1	1
t37	0	0	0	1	0
t38	0	0	0	1	0
t41	0	0	0	1	0
t43	0	0	0	1	0
t44	1	0	1	1	0
t45	1	0	0	0	0
t47	0	0	1	1	0
t48	1	0	0	0	0
t49	1	0	0	0	0
t50	1	0	0	0	0
t51	0	0	1	0	0
t52	0	0	0	1	0
t54	0	0	1	1	0
t55	0	0	0	1	0
t58	0	1	0	1	0
t61	0	0	0	1	0
t62	0	0	0	1	0
t65	1	1	0	0	0
t68	1	0	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t74	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t77	1	0	0	0	0
t78	1	0	0	0	0
t80	1	0	0	0	0
t81	0	0	0	1	0
t84	0	0	0	1	0
t85	0	0	1	1	0
t87	1	1	0	0	0
t89	1	1	0	0	0
t91	1	1	0	0	0
t92	1	1	0	0	0
t94	1	1	0	0	0
t96	1	0	0	0	0
t99	1	0	0	0	0
t101	1	0	0	0	0
t103	1	0	0	0	0
t107	1	0	0	0	0
t113	0	0	0	1	0
t114	0	0	0	1	0
t115	0	0	0	1	0
t116	1	1	1	0	0
t117	1	1	0	0	0
t118	0	0	0	1	0
t119	0	0	0	1	0
t120	1	0	0	0	0
t122	0	0	1	0	0
t123	1	1	1	1	0
t125	1	1	0	0	0
t126	0	1	0	0	0
t127	1	0	0	0	0
t128	1	0	0	0	0
t130	1	1	0	0	0
t131	1	1	0	0	0
t132	1	1	0	0	0
t136	0	1	0	0	0
t137	0	1	0	1	0
t138	1	1	0	0	0
t139	1	0	0	0	0
t141	1	0	0	0	0
t144	1	0	0	0	0
t146	1	0	0	0	0
t149	1	0	0	0	0
t151	1	0	0	0	0
t155	1	0	0	0	0
t158	1	0	0	0	0
t160	1	1	0	0	0
t162	1	1	0	0	0
t163	1	1	0	0	0
t164	1	1	0	0	0
t165	1	1	0	0	0
t166	1	1	0	0	0
t168	1	0	0	0	0
t170	1	0	0	0	0
t171	1	0	0	0	0
t173	1	1	0	0	0
t174	0	1	0	0	0
t175	1	1	0	0	0
t176	1	0	0	0	0
t177	0	0	1	0	0
t178	0	1	1	0	0
t180	0	0	1	0	0
t181	1	0	0	0	0
t182	1	0	0	0	0
t184	1	0	0	0	0
t185	1	0	0	0	0
t186	0	0	1	0	0
t188	0	1	0	0	0
t189	1	0	0	0	0
t190	0	1	0	0	0
t194	1	0	0	0	0
t195	1	0	0	0	0
t201	1	0	0	0	0
t202	1	0	0	0	0
t203	1	0	0	0	0
t204	1	0	0	0	0
t207	0	1	0	0	0
t212	1	0	0	0	0
t213	1	0	0	0	0
t214	1	0	0	0	0
t215	1	0	0	0	0
t218	1	0	0	0	0
t219	1	0	0	0	0
t220	1	0	0	0	0
t224	1	1	0	0	0
t225	1	1	0	0	0
t226	1	0	0	0	0
t230	0	1	0	0	0
t231	1	1	0	0	0
t232	1	0	0	0	0
t235	1	0	0	0	0
t236	1	0	0	0	0
t238	1	0	0	0	0
t239	1	0	0	0	0
t240	1	0	0	0	0
t241	1	0	0	0	0
t242	1	0	0	0	0
t244	1	0	0	0	0
t247	1	0	0	0	0
t249	1	0	0	0	0
t252	1	0	0	0	0
t253	1	0	0	0	0
t256	1	0	0	0	0
t258	1	0	0	0	0
t259	1	0	0	0	0
t260	1	0	0	0	0
t261	1	0	0	0	0
t262	1	0	0	0	0
t264	0	1	0	0	0
t265	1	0	0	0	0
t266	1	1	0	0	0
t267	1	1	0	0	0
t268	1	0	0	0	0
t269	1	0	0	0	0
t270	1	0	0	0	0
t272	1	1	0	0	0
t273	1	1	0	0	0
t274	1	0	0	0	0
t276	1	0	0	0	0
t281	1	0	0	0	0
t283	1	0	0	0	0
t290	0	1	0	0	0
t291	1	1	0	0	0
t292	1	0	0	0	0
t293	1	0	0	0	0
t295	1	0	0	0	0
t300	1	0	0	0	0
t303	1	0	0	0	0
t304	1	0	0	0	0
t305	1	0	0	0	0
t306	1	0	0	0	0
t307	1	0	0	0	0
t308	1	0	0	0	0
t310	1	0	0	0	0
t312	1	0	0	0	0
t313	1	0	0	0	0
t314	1	0	0	0	0
t315	1	0	0	0	0
t317	1	0	0	0	0
t319	1	0	0	0	0
t322	1	0	0	0	0
t323	1	0	0	0	0
t325	1	0	0	0	0
t326	1	0	0	0	0
t327	1	0	0	0	0
t329	1	0	0	0	0
t332	0	0	0	1	0
t333	0	0	0	1	0
t335	1	1	0	0	0
t337	1	0	0	0	0
t342	1	0	0	0	0
t345	1	0	0	0	0
t346	1	0	0	0	0
t348	1	0	0	0	0
t352	1	0	0	0	0
t354	1	0	0	0	0
t355	1	0	0	0	0
t357	1	0	0	0	0
t358	1	0	0	0	0
t360	1	0	0	0	0
t365	1	0	0	0	0
t366	1	0	0	0	0
t367	1	0	0	0	0
t369	1	0	0	0	0
t370	1	0	0	0	0
t371	1	0	0	0	0
t374	1	0	0	0	0
t376	1	0	0	0	0
t378	1	0	0	0	0
t379	1	0	0	0	0
t380	1	1	0	0	0
t386	1	0	0	0	0
t387	1	0	0	0	0
t388	0	1	0	0	0
t389	1	0	0	0	0
t390	1	0	0	0	0
t391	1	0	0	0	0
t392	1	0	0	0	0
t393	1	0	0	0	0
t394	1	0	0	0	0
t395	1	0	0	0	0
t399	1	1	0	0	0
t400	1	0	0	0	0
t402	1	0	0	0	0
t412	1	0	0	0	0
t414	1	0	0	0	0
t420	1	0	0	0	0
t421	1	1	0	0	0
t422	1	0	0	0	0
t423	1	0	0	0	0
t425	1	0	0	0	0
t427	1	0	0	0	0
t429	1	0	0	0	0
t430	1	0	0	0	0
t431	1	0	0	0	0
t433	1	0	0	0	0
t434	1	0	0	0	0
t435	1	0	0	0	0
t438	1	0	0	0	0
t439	1	0	0	0	0
t445	1	0	0	0	0
t448	0	0	0	1	0
t449	1	1	0	0	0
t450	1	0	0	0	0
t451	1	0	0	0	0
t459	1	0	0	0	0
t460	1	0	0	0	0
t463	1	0	0	0	0
t464	1	0	0	0	0
t465	1	0	0	0	0
t466	1	0	0	0	0
t468	1	0	0	0	0
t469	1	0	0	0	0
t474	1	0	0	0	0
t478	1	0	0	0	0
t479	1	0	0	0	0
t480	1	0	0	0	0
t481	1	0	0	0	0
t482	1	0	0	0	0
t484	1	0	0	0	0
t487	1	0	0	0	0
t490	1	0	0	0	0
t491	1	0	0	0	0
t492	1	0	0	0	0
t493	1	0	0	0	0
t494	0	1	0	0	0
t495	1	0	0	0	0
t497	1	0	0	0	0
t498	1	0	0	0	0
t500	1	1	0	0	0
t501	1	0	0	0	0
t503	1	0	0	0	0
t505	1	0	0	0	0
t507	1	0	0	0	0
t510	1	1	0	0	0
t511	1	0	0	0	0
t512	1	0	0	0	0
t513	1	0	0	0	0
t514	1	0	0	0	0
t515	1	0	0	0	0
t516	1	0	0	0	0
t518	1	0	0	0	0
t524	1	0	0	0	0
t527	1	0	0	0	0
t528	1	0	0	0	0
t529	1	0	0	0	0
t531	1	0	0	0	0
t532	1	0	0	0	0
t533	1	0	0	0	0
t534	1	0	0	0	0
t535	1	0	0	0	0
t539	1	0	0	0	0
t542	1	0	0	0	0
t543	1	0	0	0	0
t544	1	0	0	0	0
t545	1	0	0	0	0
t549	1	0	0	0	0
t554	1	0	0	0	0
t556	1	0	0	0	0
t559	1	0	0	0	0
t560	1	0	0	0	0
t561	1	0	0	0	0
t562	1	0	0	0	0
