taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	1	0	1
t3	0	0	0	1	0
t4	1	1	0	1	0
t5	0	0	1	0	0
t6	0	0	0	1	1
t7	0	0	0	1	0
t8	0	0	1	1	0
t12	0	0	1	0	0
t15	1	1	0	0	0
t16	0	0	1	1	0
t17	0	0	0	1	0
t18	0	0	0	1	0
t23	0	0	1	0	0
t24	1	0	0	0	0
t25	1	0	0	0	0
t26	1	0	0	0	0
t27	1	0	0	0	0
t29	1	1	1	1	0
t31	0	0	0	1	0
t32	1	1	0	0	0
t33	1	0	0	0	0
t34	1	0	0	0	0
t35	1	0	0	0	0
t38	0	0	0	1	0
t42	1	1	1	0	0
t43	1	1	0	1	0
t46	1	1	0	0	0
t47	1	0	0	0	0
t50	1	0	0	0	0
t54	1	0	0	0	0
t56	1	0	0	0	0
t57	1	0	0	0	0
t62	0	0	0	1	0
t64	1	1	0	0	0
t65	1	0	0	0	0
t66	1	1	0	0	0
t67	1	0	0	0	0
t68	0	0	0	1	0
t69	1	0	0	0	0
t70	1	0	0	0	0
t73	1	0	0	0	0
t75	0	1	0	0	0
t76	0	0	1	0	0
t77	0	0	0	1	0
t78	0	0	1	0	0
t79	1	1	0	0	0
t80	1	1	0	0	0
t81	1	0	0	0	0
t87	0	1	0	0	0
t88	1	1	0	0	0
t89	1	0	0	0	0
t90	1	0	0	0	0
t91	1	0	0	0	0
t92	1	0	0	0	0
t93	1	0	0	0	0
t94	1	0	0	0	0
t95	1	0	0	0	0
t98	1	0	0	0	0
t104	1	0	0	0	0
t106	1	0	0	0	0
t109	1	0	0	0	0
t110	1	0	0	0	0
t111	1	0	0	0	0
t112	1	0	0	0	0
t115	1	0	0	0	0
t116	1	0	0	0	0
t117	1	0	0	0	0
t118	1	0	0	0	0
t120	1	0	0	0	0
t122	0	0	0	1	0
t124	1	0	0	0	0
t129	1	1	1	0	0
t130	1	1	0	0	0
t132	1	1	0	0	0
t133	1	1	0	0	0
t134	1	1	0	0	0
t135	1	0	0	0	0
t138	1	0	0	0	0
t139	1	0	0	0	0
t140	1	0	0	0	0
t141	1	0	0	0	0
t142	1	0	0	0	0
t144	1	0	0	0	0
t147	0	0	1	0	0
t148	1	0	0	0	0
t149	1	0	0	0	0
t151	1	0	0	0	0
t152	1	1	0	0	0
t153	1	0	0	0	0
t154	1	0	0	0	0
t155	1	0	0	0	0
t158	1	0	0	0	0
t159	1	0	0	0	0
t162	1	0	0	0	0
t164	1	0	0	0	0
t165	1	0	0	0	0
t167	1	0	0	0	0
t168	1	0	0	0	0
t169	1	0	0	0	0
t171	0	0	1	0	0
t174	1	0	0	0	0
t175	0	1	0	0	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t178	1	0	0	0	0
t180	1	0	0	0	0
t181	1	0	0	0	0
t182	1	0	0	0	0
t184	1	0	0	0	0
t186	1	0	0	0	0
t190	1	0	0	0	0
t191	1	0	0	0	0
t193	1	0	0	0	0
t194	1	0	0	0	0
t195	1	0	0	0	0
t197	1	0	0	0	0
t198	1	0	0	0	0
t202	0	0	0	1	0
t204	1	0	0	0	0
t208	1	1	0	0	0
t209	1	0	0	0	0
t210	1	0	0	0	0
t212	1	0	0	0	0
t213	1	0	0	0	0
t214	1	0	0	0	0
t216	1	0	0	0	0
t218	1	0	0	0	0
t219	1	0	0	0	0
t220	1	0	0	0	0
t221	1	0	0	0	0
t224	1	0	0	0	0
t225	1	0	0	0	0
t226	1	0	0	0	0
t228	1	0	0	0	0
t230	1	0	0	0	0
t231	1	0	0	0	0
t234	1	0	0	0	0
t236	1	0	0	0	0
t239	1	0	0	0	0
t240	0	0	1	0	0
t241	1	0	0	0	0
t242	1	1	0	0	0
t243	1	0	0	0	0
t244	1	0	0	0	0
t246	0	1	0	0	0
t247	1	0	0	0	0
t249	1	0	0	0	0
t250	1	0	0	0	0
t251	1	0	0	0	0
t252	1	0	0	0	0
t253	1	0	0	0	0
t255	1	0	0	0	0
t256	1	1	0	0	0
t259	1	0	0	0	0
t261	1	0	0	0	0
t269	1	0	0	0	0
t272	1	0	0	0	0
t274	1	0	0	0	0
t275	1	0	0	0	0
t280	1	0	0	0	0
t281	1	0	0	0	0
t283	1	0	0	0	0
t284	1	0	0	0	0
t286	1	0	0	0	0
t287	1	0	0	0	0
t289	1	1	0	0	0
t290	1	0	0	0	0
t294	1	0	0	0	0
t296	1	0	0	0	0
t298	1	0	0	0	0
t299	1	0	0	0	0
t300	1	0	0	0	0
t302	1	0	0	0	0
t305	1	0	0	0	0
t307	1	0	0	0	0
t308	1	0	0	0	0
t310	1	0	0	0	0
t311	1	0	0	0	0
t312	1	0	0	0	0
t316	1	0	0	0	0
t317	1	0	0	0	0
t318	1	0	0	0	0
t319	1	0	0	0	0
t321	1	0	0	0	0
t322	1	0	0	0	0
t323	1	0	0	0	0
t324	0	1	0	0	0
t325	1	0	0	0	0
t328	1	0	0	0	0
t333	1	0	0	0	0
t336	1	0	0	0	0
t343	1	0	0	0	0
t347	1	0	0	0	0
t348	1	0	0	0	0
t350	1	0	0	0	0
t352	1	0	0	0	0
t353	1	1	0	0	0
t355	1	0	0	0	0
t356	1	0	0	0	0
t357	1	0	0	0	0
t359	1	0	0	0	0
t360	1	0	0	0	0
t361	1	0	0	0	0
t363	1	0	0	0	0
t364	1	0	0	0	0
t366	1	0	0	0	0
t368	0	1	0	0	0
t369	1	0	0	0	0
t371	1	0	0	0	0
t373	1	0	0	0	0
t374	1	0	0	0	0
t376	1	0	0	0	0
t378	1	0	0	0	0
t383	1	0	0	0	0
t384	1	0	0	0	0
t385	1	0	0	0	0
t386	1	0	0	0	0
t388	1	0	0	0	0
t389	1	0	0	0	0
t396	1	0	0	0	0
t399	1	0	0	0	0
t402	1	0	0	0	0
t403	1	0	0	0	0
t405	1	0	0	0	0
t407	1	0	0	0	0
t408	1	0	0	0	0
t409	1	0	0	0	0
t410	1	0	0	0	0
t413	1	0	0	0	0
t414	1	0	0	0	0
t417	1	0	0	0	0
t418	1	0	0	0	0
t420	1	0	0	0	0
t421	1	0	0	0	0
t424	1	0	0	0	0
t428	1	0	0	0	0
t429	1	0	0	0	0
t431	1	0	0	0	0
t432	1	0	0	0	0
t433	1	0	0	0	0
t434	1	0	0	0	0
t438	1	0	0	0	0
t441	1	0	0	0	0
t443	1	0	0	0	0
t445	1	0	0	0	0
t446	1	0	0	0	0
t450	1	0	0	0	0
t451	1	0	0	0	0
t454	1	0	0	0	0
t455	1	0	0	0	0
t456	1	0	0	0	0
t457	1	0	0	0	0
t459	1	0	0	0	0
t460	1	0	0	0	0
t461	1	0	0	0	0
t462	1	0	0	0	0
t463	1	0	0	0	0
t464	1	0	0	0	0
t469	1	0	0	0	0
t471	1	0	0	0	0
t479	1	0	0	0	0
t482	1	0	0	0	0
t484	1	0	0	0	0
t485	1	0	0	0	0
t489	1	0	0	0	0
t490	1	0	0	0	0
t492	1	0	0	0	0
t493	1	0	0	0	0
t494	1	0	0	0	0
t496	1	0	0	0	0
t498	1	0	0	0	0
t499	1	0	0	0	0
t500	1	0	0	0	0
t501	1	0	0	0	0
t504	0	1	0	0	0
t506	1	0	0	0	0
t507	1	0	0	0	0
t509	1	0	0	0	0
t512	1	0	0	0	0
t514	1	0	0	0	0
t515	1	0	0	0	0
t516	1	0	0	0	0
t519	1	0	0	0	0
t522	1	0	0	0	0
t525	1	0	0	0	0
t528	1	0	0	0	0
t529	1	0	0	0	0
t533	1	0	0	0	0
t534	1	0	0	0	0
t535	1	0	0	0	0
t536	1	0	0	0	0
t537	1	0	0	0	0
t539	1	0	0	0	0
t541	1	1	0	0	0
t543	1	0	0	0	0
t546	1	0	0	0	0
t547	1	0	0	0	0
t550	1	0	0	0	0
t553	1	0	0	0	0
t556	1	0	0	0	0
t566	1	0	0	0	0
t567	1	0	0	0	0
t568	1	0	0	0	0
t574	1	0	0	0	0
t575	1	0	0	0	0
t576	1	0	0	0	0
t577	1	0	0	0	0
t578	1	0	0	0	0
t579	1	0	0	0	0
t581	1	0	0	0	0
t583	1	0	0	0	0
t584	1	0	0	0	0
t585	1	0	0	0	0
t586	1	0	0	0	0
t590	1	0	0	0	0
t593	1	0	0	0	0
t595	1	0	0	0	0
t596	1	0	0	0	0
t601	1	0	0	0	0
t602	1	0	0	0	0
t605	1	0	0	0	0
t612	1	0	0	0	0
t613	1	0	0	0	0
