taxon	int_1	int_2	int_3	int_4	int_5
t2	0	0	0	0	1
t3	0	0	0	1	1
t4	0	0	0	0	1
t5	0	0	0	1	0
t6	1	0	1	1	0
t7	1	1	0	1	0
t8	0	0	0	1	1
t9	0	0	0	0	1
t11	0	0	0	1	0
t12	0	0	0	1	0
t13	0	0	0	1	0
t14	0	0	1	0	0
t15	0	0	0	1	0
t16	1	1	0	0	0
t17	1	1	0	0	0
t18	1	1	0	0	0
t20	1	0	0	0	0
t22	1	0	0	0	0
t23	1	0	0	0	0
t25	1	0	0	0	0
t26	1	1	0	0	0
t27	1	1	0	0	0
t29	1	0	0	0	1
t30	0	0	0	1	0
t31	0	0	0	1	1
t32	0	0	0	1	0
t33	0	0	0	1	0
t34	0	0	0	1	0
t35	0	0	0	1	0
t36	0	0	1	1	0
t37	0	0	1	1	0
t38	1	1	1	0	0
t39	1	1	0	0	0
t40	1	0	0	0	0
t41	0	1	0	0	0
t42	1	0	0	0	0
t43	1	1	0	0	0
t45	1	0	0	0	0
t46	1	0	0	0	0
t49	1	0	0	0	0
t50	1	1	0	0	0
t51	1	0	0	0	0
t55	1	0	0	0	0
t56	1	0	0	0	0
t58	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t64	1	1	0	0	0
t65	1	0	0	0	0
t66	1	1	0	0	0
t67	1	0	0	0	0
t68	1	0	0	0	0
t69	1	0	0	0	0
t70	1	0	0	0	0
t71	1	0	0	0	0
t73	1	0	0	0	0
t74	1	1	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t78	0	0	1	1	1
t79	0	0	0	1	0
t80	1	1	0	1	0
t82	0	0	1	0	0
t85	1	0	0	0	0
t87	0	1	1	0	0
t88	0	0	0	1	0
t91	0	0	0	1	0
t93	0	0	0	1	0
t94	0	0	0	1	0
t96	0	0	1	1	0
t97	0	0	0	1	0
t101	0	1	0	0	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t106	1	0	0	0	0
t108	1	0	0	0	0
t109	1	0	0	0	0
t111	1	0	0	0	0
t112	0	1	0	0	0
t113	1	1	0	0	0
t115	1	0	0	0	0
t117	1	0	0	0	0
t119	1	0	0	0	0
t120	1	0	0	0	0
t121	1	0	0	0	0
t125	1	0	0	0	0
t127	1	0	0	0	0
t129	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t132	1	1	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t139	1	0	0	0	0
t140	1	0	0	0	0
t144	1	0	0	0	0
t146	1	0	0	0	0
t147	1	0	0	0	0
t149	1	0	0	0	0
t150	1	0	0	0	0
t151	1	0	0	0	0
t152	1	0	0	0	0
t153	1	1	0	0	0
t155	1	0	0	0	0
t158	1	0	0	0	0
t160	1	0	0	0	0
t162	1	0	0	0	0
t163	1	0	0	0	0
t164	1	0	0	0	0
t166	1	0	0	0	0
t171	1	0	0	0	0
t174	1	1	0	1	0
t175	0	0	0	1	0
t177	0	0	1	0	0
t178	1	0	1	0	0
t183	0	1	0	0	0
t185	1	0	0	0	0
t187	1	0	0	0	0
t188	1	0	0	0	0
t189	1	0	0	0	0
t191	0	1	0	0	0
t193	1	0	0	0	0
t196	0	0	0	1	0
t198	0	1	0	0	0
t199	1	0	0	0	0
t200	1	0	0	0	0
t201	1	0	0	0	0
t202	1	0	0	0	0
t205	1	0	0	0	0
t208	1	0	0	0	0
t209	1	0	0	0	0
t210	1	0	0	0	0
t211	1	0	0	0	0
t213	1	0	0	0	0
t217	1	0	0	0	0
t220	1	0	0	0	0
t221	1	0	0	0	0
t223	1	0	0	0	0
t224	1	0	0	0	0
t225	1	0	0	0	0
t226	1	0	0	0	0
t227	1	0	0	0	0
t228	1	0	0	0	0
t230	1	0	0	0	0
t231	1	0	0	0	0
t232	1	0	0	0	0
t235	1	0	0	0	0
t236	1	0	0	0	0
t237	1	0	0	0	0
t238	1	0	0	0	0
t239	1	0	0	0	0
t241	1	0	0	0	0
t246	1	0	0	0	0
t247	1	0	0	0	0
t248	1	0	0	0	0
t249	1	0	0	0	0
t253	1	0	0	0	0
t254	1	0	0	0	0
t255	1	0	0	0	0
t259	1	0	0	0	0
t260	1	0	0	0	0
t263	1	0	0	0	0
t265	1	0	0	0	0
t268	1	0	0	0	0
t270	1	0	0	0	0
t279	0	0	0	1	0
t280	0	0	0	1	0
t281	1	0	0	0	0
t283	0	0	0	1	0
t284	0	0	0	1	0
t286	0	0	1	0	0
t287	1	1	0	0	0
t288	1	0	0	0	0
t289	1	0	0	0	0
t290	1	0	0	0	0
t291	1	0	0	0	0
t293	1	0	0	0	0
t295	0	1	0	0	0
t296	1	1	0	0	0
t297	1	0	0	0	0
t300	1	0	0	0	0
t301	1	1	0	0	0
t302	1	0	0	0	0
t303	0	0	0	1	0
t307	1	0	0	0	0
t310	1	0	0	0	0
t314	1	0	0	0	0
t319	1	0	0	0	0
t321	1	0	0	0	0
t322	1	0	0	0	0
t323	1	0	0	0	0
t325	1	0	0	0	0
t326	1	0	0	0	0
t327	1	0	0	0	0
t330	1	0	0	0	0
t334	1	0	0	0	0
t336	1	0	0	0	0
t338	1	0	0	0	0
t341	1	0	0	0	0
t343	1	0	0	0	0
t345	1	0	0	0	0
t348	1	0	0	0	0
t349	1	0	0	0	0
t351	1	0	0	0	0
t353	1	0	0	0	0
t354	1	0	0	0	0
t358	1	0	0	0	0
t359	1	0	0	0	0
t363	1	0	0	1	0
t364	0	0	0	1	0
t368	1	0	0	0	0
t369	1	0	0	0	0
t370	1	0	0	0	0
t371	1	0	0	0	0
t372	1	0	0	0	0
t374	1	0	0	0	0
t375	1	0	0	0	0
t376	1	0	0	0	0
t379	1	1	0	0	0
t382	1	0	0	0	0
t383	1	0	0	0	0
t384	1	1	0	0	0
t386	1	0	0	0	0
t388	1	0	0	0	0
t390	1	0	0	0	0
t391	1	0	0	0	0
t393	0	1	0	0	0
t394	1	0	0	0	0
t397	1	0	0	0	0
t398	1	0	0	0	0
t399	1	0	0	0	0
t404	1	0	0	0	0
t406	1	0	0	0	0
t409	1	0	0	0	0
t410	1	0	0	0	0
t412	1	0	0	0	0
t413	1	0	0	0	0
t414	1	0	0	0	0
t417	1	0	0	0	0
t419	1	0	0	0	0
t420	1	0	0	0	0
t421	1	0	0	0	0
t422	1	0	0	0	0
t423	1	0	0	0	0
t425	1	0	0	0	0
t426	1	0	0	0	0
t427	1	0	0	0	0
t429	1	0	0	0	0
t430	1	0	0	0	0
t431	1	0	0	0	0
t434	0	0	0	1	0
t436	1	1	0	0	0
t442	1	0	0	0	0
t445	1	0	0	0	0
t446	1	1	0	0	0
t449	1	0	0	0	0
t451	1	0	0	0	0
t457	1	0	0	0	0
t460	1	1	0	0	0
t461	1	0	0	0	0
t462	1	0	0	0	0
t463	1	0	0	0	0
t464	1	0	0	0	0
t466	1	0	0	0	0
t469	1	1	0	0	0
t471	1	0	0	0	0
t476	1	0	0	0	0
t478	1	0	0	0	0
