taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	1
t2	0	0	0	1	1
t3	0	0	0	1	0
t4	0	0	0	1	0
t9	1	1	0	0	0
t10	1	1	1	1	0
t13	1	1	1	0	0
t14	0	1	0	1	0
t15	1	0	0	0	0
t16	1	1	0	0	0
t17	1	0	0	0	0
t20	1	0	0	0	0
t22	1	1	1	1	0
t23	0	0	1	0	0
t25	1	0	0	0	0
t26	0	1	0	0	0
t27	1	0	0	0	0
t31	1	0	0	0	0
t33	1	0	0	0	0
t35	1	0	0	0	0
t36	1	0	0	0	0
t39	1	0	0	0	0
t40	1	0	0	0	0
t41	1	0	0	0	0
t43	0	1	0	0	0
t44	1	1	0	0	0
t45	1	0	0	0	0
t46	1	0	0	0	0
t48	1	1	0	0	0
t49	1	0	0	0	0
t50	1	0	0	0	0
t51	1	0	0	0	0
t53	1	0	0	0	0
t54	1	0	0	0	0
t56	1	0	0	0	0
t57	1	0	0	0	0
t59	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t64	1	1	0	0	0
t65	1	0	0	0	0
t67	1	0	0	0	0
t68	1	0	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t74	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t78	1	0	0	0	0
t79	1	0	0	0	0
t80	1	0	0	0	0
t82	1	0	0	0	0
t83	1	0	0	0	0
t86	1	0	0	0	0
t88	1	0	0	0	0
t89	1	0	0	0	0
t90	1	0	0	0	0
t91	1	0	0	0	0
t92	1	0	0	0	0
t93	1	0	0	0	0
t94	1	0	0	0	0
t96	1	0	0	0	0
t98	1	0	0	0	0
t99	1	0	0	0	0
t100	1	0	0	0	0
t101	1	0	0	0	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t106	1	0	0	0	0
t107	1	0	0	0	0
t111	1	0	0	0	0
t112	1	0	0	0	0
t114	1	0	0	0	0
t115	1	0	0	0	0
t117	1	0	0	0	0
t118	1	0	0	0	0
t119	1	0	0	0	0
t122	1	0	0	0	0
t125	1	0	0	0	0
t127	1	0	0	0	0
t128	1	0	0	0	0
t130	1	0	0	0	0
t134	1	0	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t140	1	0	0	0	0
t142	1	0	0	0	0
t145	1	0	0	0	0
t147	1	0	0	0	0
t148	1	0	0	0	0
t149	1	0	0	0	0
t150	1	0	0	0	0
t152	1	0	0	0	0
t159	1	0	0	0	0
t160	1	0	0	0	0
t162	1	0	0	0	0
t169	1	0	0	0	0
t173	1	0	0	0	0
t176	1	0	0	0	0
t178	1	0	0	0	0
