taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	0	1
t2	0	0	0	1	1
t3	0	0	0	1	1
t5	1	1	1	1	0
t6	0	0	0	1	0
t7	0	0	1	1	0
t8	0	0	0	1	1
t9	0	0	0	0	1
t10	0	0	0	1	1
t11	0	0	0	1	1
t12	0	0	0	1	0
t13	0	0	0	1	0
t16	0	0	0	1	0
t17	0	0	0	1	0
t19	1	1	0	0	0
t20	1	0	0	0	0
t21	1	1	0	0	0
t22	1	0	0	0	0
t23	1	0	0	0	0
t29	1	1	0	1	0
t30	1	1	1	0	0
t31	0	0	0	1	0
t32	0	0	0	1	1
t33	0	0	0	1	0
t34	0	0	0	1	0
t36	0	0	0	1	1
t37	0	0	0	1	0
t38	0	0	0	1	0
t43	0	1	0	1	0
t45	0	0	0	1	0
t47	0	0	0	1	0
t50	1	0	0	0	0
t51	1	0	0	0	0
t52	1	0	0	0	0
t53	1	0	0	0	0
t54	1	0	0	0	0
t57	1	0	0	0	0
t58	1	0	0	0	0
t59	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t63	0	0	0	1	0
t64	0	1	0	0	0
t65	0	1	0	0	0
t67	1	0	0	0	0
t68	1	0	0	0	0
t71	1	1	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t74	1	0	0	0	0
t75	1	0	0	0	0
t79	0	0	0	1	1
t80	0	0	1	1	0
t81	0	0	0	1	0
t82	1	1	1	0	0
t83	0	0	1	0	0
t86	1	1	0	0	0
t88	0	0	0	1	0
t90	1	1	1	1	0
t91	0	0	0	1	0
t92	0	0	0	1	0
t94	1	1	0	1	0
t96	0	0	0	1	0
t97	0	0	0	1	0
t98	0	0	0	1	0
t99	1	1	0	0	0
t100	1	1	0	0	0
t102	1	0	0	0	0
t105	1	0	0	0	0
t109	1	0	0	0	0
t110	1	0	0	0	0
t111	1	0	0	0	0
t114	1	0	0	0	0
t116	1	1	0	0	0
t117	1	0	0	0	0
t118	1	1	0	0	0
t119	1	0	0	0	0
t120	0	0	0	1	0
t121	1	1	0	0	0
t123	1	0	0	0	0
t124	1	0	0	0	0
t125	1	0	0	0	0
t129	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t135	1	0	0	0	0
t136	1	0	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t140	0	0	0	1	0
t141	0	0	0	1	0
t142	0	0	0	1	0
t144	0	1	0	0	0
t145	1	0	0	0	0
t149	0	0	0	1	0
t151	1	1	0	0	0
t152	1	0	0	0	0
t153	1	0	0	0	0
t155	1	0	0	0	0
t161	0	0	1	0	0
t162	0	0	0	1	0
t165	0	1	0	0	0
t166	1	0	0	0	0
t167	1	0	0	0	0
t169	1	0	0	0	0
t172	0	1	0	1	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t179	1	0	0	0	0
t180	1	0	0	0	0
t181	1	0	0	0	0
t182	1	0	0	0	0
t184	1	0	0	0	0
t186	1	0	0	0	0
t188	1	0	0	0	0
t190	1	0	0	0	0
t191	1	0	0	0	0
t197	1	0	0	0	0
t199	1	0	0	0	0
t204	1	0	0	0	0
t205	0	0	0	1	0
t206	0	1	0	0	0
t209	1	0	0	0	0
