taxon	int_1	int_2	int_3	int_4	int_5
t1	1	1	1	1	1
t2	0	0	0	1	0
t4	1	1	0	0	0
t5	1	1	0	0	0
t6	1	0	0	0	0
t7	1	0	0	0	0
t8	0	0	1	1	0
t9	0	0	1	1	0
t10	1	0	0	0	0
t12	0	1	0	0	0
t14	0	0	1	1	0
t15	0	1	1	1	0
t16	0	1	1	0	0
t17	0	0	0	1	0
t18	0	0	1	0	0
t19	1	1	0	0	0
t20	1	0	0	0	0
t23	1	0	0	0	0
t25	0	0	1	0	0
t27	1	1	0	0	0
t29	0	0	1	0	0
t30	1	0	0	0	0
t33	1	0	0	0	0
t41	1	0	0	0	0
t43	1	1	0	0	0
t44	1	0	0	0	0
t45	1	0	0	0	0
t46	1	0	0	0	0
t48	1	0	0	0	0
t49	1	0	0	0	0
t52	0	1	0	0	0
t53	1	0	0	0	0
t54	1	0	0	0	0
t55	1	0	0	0	0
t56	1	0	0	0	0
t59	1	1	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t62	1	0	0	0	0
t63	1	0	0	0	0
t65	1	0	0	0	0
t66	1	0	0	0	0
t67	1	0	0	0	0
t70	1	0	0	0	0
t74	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t77	1	0	0	0	0
t78	1	0	0	0	0
t79	1	1	0	0	0
t80	1	0	0	0	0
t81	1	0	0	0	0
t82	1	0	0	0	0
t84	1	0	0	0	0
t85	1	0	0	0	0
t86	1	0	0	0	0
t87	1	0	0	0	0
t90	1	0	0	0	0
t91	1	0	0	0	0
t93	1	0	0	0	0
t94	1	0	0	0	0
t96	1	0	0	0	0
t98	1	0	0	0	0
t101	1	0	0	0	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t104	1	0	0	0	0
t105	1	0	0	0	0
t106	1	0	0	0	0
t107	1	0	0	0	0
t108	1	0	0	0	0
t112	1	0	0	0	0
t115	1	0	0	0	0
t116	1	0	0	0	0
t117	1	0	0	0	0
t120	1	0	0	0	0
t121	1	0	0	0	0
t124	1	0	0	0	0
t129	1	0	0	0	0
t131	1	0	0	0	0
t132	1	0	0	0	0
t133	1	0	0	0	0
t134	1	0	0	0	0
t136	1	0	0	0	0
t143	1	0	0	0	0
t145	1	0	0	0	0
t146	1	0	0	0	0
t148	1	0	0	0	0
t151	1	0	0	0	0
t154	1	0	0	0	0
t156	1	0	0	0	0
t157	1	0	0	0	0
t158	1	0	0	0	0
t159	1	0	0	0	0
t160	1	0	0	0	0
t172	1	0	0	0	0
t173	1	0	0	0	0
t175	1	0	0	0	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t178	1	0	0	0	0
t181	1	0	0	0	0
t187	1	0	0	0	0
t188	1	0	0	0	0
t191	1	0	0	0	0
t193	1	0	0	0	0
t197	1	0	0	0	0
t198	1	0	0	0	0
t200	1	0	0	0	0
t202	1	0	0	0	0
t203	1	0	0	0	0
t206	1	0	0	0	0
t209	1	0	0	0	0
t213	1	0	0	0	0
t225	1	0	0	0	0
t228	1	0	0	0	0
t235	1	0	0	0	0
t237	1	0	0	0	0
t241	1	0	0	0	0
t246	1	0	0	0	0
t247	1	0	0	0	0
