taxon	int_1	int_2	int_3	int_4	int_5
t2	0	0	0	0	1
t3	0	0	0	0	1
t4	0	0	1	0	1
t5	0	0	0	1	1
t6	0	0	1	1	0
t7	0	0	0	1	0
t8	0	0	0	0	1
t9	0	0	0	0	1
t10	0	0	1	0	0
t12	0	0	1	1	0
t13	0	0	0	1	0
t14	0	0	0	1	0
t17	0	0	0	0	1
t18	1	1	1	1	0
t21	0	0	0	1	0
t25	0	1	0	0	0
t27	0	0	1	0	0
t29	0	0	0	1	0
t30	0	0	0	1	0
t31	0	1	0	0	0
t33	1	0	0	0	0
t35	0	1	0	0	0
t36	0	0	0	1	0
t39	0	0	1	0	0
t40	0	1	0	0	0
t42	0	0	1	0	0
t44	1	1	0	0	0
t46	1	1	0	0	0
t47	1	1	0	0	0
t48	1	0	0	0	0
t52	1	0	0	0	0
t53	1	0	0	0	0
t56	0	1	0	0	0
t57	0	1	0	0	0
t58	1	0	0	0	0
t59	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t62	1	1	0	0	0
t63	1	0	0	0	0
t64	1	0	0	0	0
t65	1	0	0	0	0
t67	1	0	0	0	0
t68	1	1	0	0	0
t69	1	0	0	0	0
t70	1	0	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t74	1	0	0	0	0
t78	1	0	0	0	0
t79	1	0	0	0	0
t81	1	0	0	0	0
t83	1	0	0	0	0
t84	1	0	0	0	0
t86	1	0	0	0	0
t88	1	1	0	0	0
t89	1	0	0	0	0
t90	1	0	0	0	0
t91	1	0	0	0	0
t92	1	0	0	0	0
t93	1	0	0	0	0
t94	1	0	0	0	0
t95	1	0	0	0	0
t96	1	0	0	0	0
t98	1	0	0	0	0
t99	1	0	0	0	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t106	1	0	0	0	0
t108	1	0	0	0	0
t109	1	1	0	0	0
t110	1	0	0	0	0
t111	1	0	0	0	0
t112	1	0	0	0	0
t113	1	0	0	0	0
t114	1	0	0	0	0
t115	1	0	0	0	0
t117	1	0	0	0	0
t120	1	0	0	0	0
t123	1	0	0	0	0
t125	1	0	0	0	0
t126	1	0	0	0	0
t127	1	0	0	0	0
t128	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t132	1	0	0	0	0
t134	1	0	0	0	0
t135	1	0	0	0	0
t138	1	0	0	0	0
t140	1	0	0	0	0
t142	1	0	0	0	0
t143	1	0	0	0	0
t145	1	1	0	0	0
t146	1	0	0	0	0
t147	1	0	0	0	0
t149	1	0	0	0	0
t150	1	0	0	0	0
t152	1	0	0	0	0
t154	1	0	0	0	0
t156	1	0	0	0	0
t160	1	0	0	0	0
t165	1	0	0	0	0
t166	1	0	0	0	0
t170	1	0	0	0	0
t173	1	0	0	0	0
t174	1	0	0	0	0
t176	1	0	0	0	0
t177	1	0	0	0	0
t180	1	0	0	0	0
t182	1	0	0	0	0
t184	1	0	0	0	0
t185	1	0	0	0	0
t187	1	0	0	0	0
t188	1	0	0	0	0
t191	1	0	0	0	0
t192	1	0	0	0	0
t195	1	0	0	0	0
t198	1	0	0	0	0
t199	1	0	0	0	0
t202	1	0	0	0	0
t203	1	0	0	0	0
t208	1	0	0	0	0
t209	1	0	0	0	0
t211	1	0	0	0	0
t212	1	0	0	0	0
t214	1	0	0	0	0
t215	1	0	0	0	0
t217	1	0	0	0	0
t219	1	0	0	0	0
t220	1	0	0	0	0
t221	1	0	0	0	0
t225	1	0	0	0	0
t228	1	0	0	0	0
t230	1	0	0	0	0
t231	1	0	0	0	0
t233	1	0	0	0	0
t235	1	0	0	0	0
t236	1	0	0	0	0
t238	1	0	0	0	0
t239	1	0	0	0	0
t240	1	0	0	0	0
t243	1	0	0	0	0
t244	1	0	0	0	0
t246	1	0	0	0	0
t252	1	0	0	0	0
t253	1	0	0	0	0
t256	1	0	0	0	0
t257	1	0	0	0	0
t259	1	0	0	0	0
t260	1	0	0	0	0
t263	1	0	0	0	0
t268	1	0	0	0	0
t269	1	0	0	0	0
t272	1	0	0	0	0
t275	1	0	0	0	0
t280	1	0	0	0	0
t284	1	0	0	0	0
t287	1	0	0	0	0
