taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	1	0	1
t5	0	0	1	1	0
t6	0	0	0	1	0
t7	0	0	1	1	0
t8	0	0	0	1	0
t9	0	0	0	1	0
t11	0	0	0	1	0
t13	1	1	1	1	0
t19	0	1	0	0	0
t20	1	0	0	0	0
t21	1	0	0	0	0
t22	1	0	0	0	0
t25	1	0	0	0	0
t26	1	0	0	0	0
t27	1	0	0	0	0
t29	1	0	0	0	0
t30	1	0	0	0	0
t31	1	0	0	0	0
t32	1	0	0	0	0
t37	1	0	0	0	0
t38	1	0	0	0	0
t40	1	0	0	0	0
t41	1	0	0	0	0
t43	1	0	0	0	0
t45	1	0	0	0	0
t46	1	0	0	0	0
t49	1	0	0	0	0
t50	1	0	0	0	0
t51	1	0	0	0	0
t53	1	0	0	0	0
t55	1	0	0	0	0
t58	1	0	0	0	0
t59	1	0	0	0	0
t60	1	0	0	0	0
t62	1	0	0	0	0
t64	1	0	0	0	0
t65	1	0	0	0	0
t66	1	0	0	0	0
t68	1	0	0	0	0
t69	1	0	0	0	0
t70	1	0	0	0	0
t77	1	0	0	0	0
t78	1	0	0	0	0
t80	1	0	0	0	0
t81	1	0	0	0	0
t88	1	0	0	0	0
