taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	1
t2	1	1	0	1	1
t3	0	1	1	1	1
t4	0	0	0	1	1
t7	0	0	1	1	0
t8	0	0	1	1	0
t9	1	1	0	0	0
t10	1	1	0	0	0
t11	1	0	0	0	0
t12	1	0	0	0	0
t13	1	0	0	0	0
t15	1	0	0	1	1
t16	0	0	0	1	0
t17	0	0	0	1	0
t20	0	0	1	0	0
t22	0	0	1	1	1
t24	0	0	0	1	0
t25	0	0	0	1	0
t26	0	0	0	1	0
t29	1	1	0	0	0
t30	1	0	0	0	0
t31	0	0	1	0	0
t33	0	1	0	0	0
t34	0	0	1	0	0
t35	1	1	0	0	0
t36	1	0	0	0	0
t37	1	0	0	0	0
t38	1	0	0	0	0
t39	1	0	0	0	0
t41	1	0	0	0	0
t45	1	0	0	0	0
t46	0	0	0	1	0
t47	0	0	1	0	0
t48	0	1	0	0	0
t51	0	0	0	1	0
t52	1	0	0	0	0
t54	0	0	0	1	0
t55	1	1	0	1	0
t56	0	0	0	1	0
t58	0	0	0	1	0
t59	0	0	1	1	0
t60	0	0	0	1	0
t61	0	0	0	1	0
t66	1	1	0	0	0
t70	1	0	0	0	0
t71	1	0	0	0	0
t72	1	0	0	0	0
t74	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t78	1	0	0	0	0
t79	1	1	0	0	0
t81	1	1	0	0	0
t82	1	0	0	0	0
t83	1	0	0	0	0
t84	1	0	0	0	0
t86	1	0	0	0	0
t87	1	0	0	0	0
t89	1	0	0	0	0
t90	1	0	0	0	0
t91	1	0	0	0	0
t98	1	0	0	0	0
t101	1	1	0	0	0
t102	1	1	1	1	0
t105	0	0	0	1	0
t106	0	0	0	1	0
t107	0	0	0	1	0
t109	0	1	1	0	0
t111	1	0	0	0	0
t112	1	0	0	0	0
t113	1	0	0	0	0
t115	0	0	1	1	0
t116	0	0	1	0	0
t118	0	0	0	1	0
t119	0	0	0	1	0
t122	0	1	0	0	0
t123	1	0	0	0	0
t124	1	0	0	0	0
t125	1	0	0	0	0
t126	1	0	0	0	0
t128	1	0	0	0	0
t130	1	0	0	0	0
t133	1	0	0	0	0
t136	1	0	0	0	0
t138	1	0	0	0	0
t139	1	0	0	0	0
t140	1	0	0	0	0
t141	1	0	0	0	0
t142	1	0	0	0	0
t143	1	0	0	0	0
t144	1	0	0	0	0
t145	1	0	0	0	0
t150	1	0	0	0	0
t151	1	0	0	0	0
t152	1	0	0	0	0
t153	1	0	0	0	0
t161	1	0	0	0	0
t166	1	0	0	0	0
t169	1	0	0	0	0
t171	1	0	0	0	0
t177	1	0	0	0	0
t178	1	1	0	0	0
t179	1	0	0	0	0
t180	1	0	0	0	0
t183	0	1	0	0	0
t185	1	0	0	0	0
t186	1	0	0	0	0
t190	0	0	0	1	0
t191	0	0	0	1	0
t192	0	0	1	0	0
t194	1	1	0	0	0
t195	1	0	0	0	0
t196	1	0	0	0	0
t200	0	1	0	1	0
t204	1	0	0	0	0
t212	1	0	0	0	0
t215	1	0	0	0	0
t216	1	0	0	0	0
t217	1	0	0	0	0
t221	1	0	0	0	0
t222	1	0	0	0	0
t224	1	0	0	0	0
t225	1	0	0	0	0
t229	1	0	0	0	0
t230	1	0	0	0	0
t235	1	0	0	0	0
t240	1	0	0	0	0
t243	1	0	0	0	0
t245	1	0	0	0	0
t246	1	0	0	0	0
t247	1	0	0	0	0
t248	1	0	0	0	0
t251	1	0	0	0	0
t252	1	0	0	0	0
t254	1	0	0	0	0
t259	0	0	1	0	0
t264	0	0	0	1	0
t266	1	0	0	0	0
t267	1	0	0	0	0
t269	1	0	0	0	0
t274	1	0	0	0	0
t275	1	0	0	0	0
t278	1	0	0	0	0
t279	1	0	0	0	0
t280	1	0	0	0	0
t281	1	0	0	0	0
t282	1	0	0	0	0
t283	1	0	0	0	0
t285	1	0	0	0	0
t287	1	0	0	0	0
t297	1	0	0	0	0
t299	1	0	0	0	0
t300	1	0	0	0	0
t302	1	0	0	0	0
t303	1	0	0	0	0
t308	1	0	0	0	0
t310	1	0	0	0	0
t311	1	0	0	0	0
t312	1	0	0	0	0
t313	1	0	0	0	0
t314	1	0	0	0	0
t316	1	0	0	0	0
t317	1	0	0	0	0
t318	1	0	0	0	0
t319	1	1	0	0	0
t320	1	0	0	0	0
t321	1	0	0	0	0
t322	1	0	0	0	0
t329	1	0	0	0	0
t330	1	0	0	0	0
t331	1	0	0	0	0
t332	1	0	0	0	0
t333	1	0	0	0	0
t334	1	0	0	0	0
t335	1	0	0	0	0
t336	1	0	0	0	0
t338	1	0	0	0	0
t339	1	0	0	0	0
t342	1	0	0	0	0
t345	1	0	0	0	0
t346	1	0	0	0	0
t349	1	0	0	0	0
t351	1	0	0	0	0
t354	1	0	0	0	0
t358	1	0	0	0	0
t360	1	0	0	0	0
t364	1	0	0	0	0
t365	1	0	0	0	0
t372	1	0	0	0	0
t373	1	0	0	0	0
t375	1	0	0	0	0
t383	1	0	0	0	0
t389	1	0	0	0	0
t391	1	0	0	0	0
t397	1	0	0	0	0
t399	1	0	0	0	0
t404	1	0	0	0	0
t412	1	0	0	0	0
t417	1	0	0	0	0
t418	1	0	0	0	0
t419	1	0	0	0	0
t420	1	0	0	0	0
t422	1	0	0	0	0
t423	1	0	0	0	0
t425	1	0	0	0	0
t428	1	0	0	0	0
t429	1	0	0	0	0
t434	1	0	0	0	0
t439	1	0	0	0	0
t442	1	0	0	0	0
t443	1	0	0	0	0
t444	1	0	0	0	0
t445	1	0	0	0	0
t447	1	0	0	0	0
t451	1	0	0	0	0
t455	1	0	0	0	0
t460	1	0	0	0	0
t461	1	0	0	0	0
t466	1	0	0	0	0
t468	1	0	0	0	0
t469	1	0	0	0	0
t470	1	0	0	0	0
t471	1	0	0	0	0
t474	1	0	0	0	0
t475	1	0	0	0	0
t478	1	0	0	0	0
t479	1	0	0	0	0
t483	1	0	0	0	0
t484	1	0	0	0	0
t486	1	0	0	0	0
t490	1	0	0	0	0
t493	1	0	0	0	0
t494	1	0	0	0	0
t498	1	0	0	0	0
t502	1	0	0	0	0
t503	1	0	0	0	0
