taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	1	1	1
t2	0	0	0	1	1
t3	0	0	0	1	0
t4	0	0	0	1	0
t7	0	0	0	1	0
t9	0	0	0	1	0
t10	0	0	0	1	0
t11	0	0	0	1	0
t12	0	0	0	1	0
t13	0	0	0	1	0
t17	0	0	0	1	0
t18	0	0	0	1	0
t20	0	0	0	1	0
t21	0	0	1	1	0
t22	0	0	1	1	0
t27	0	0	1	0	0
t29	0	0	0	1	0
t30	0	0	0	1	0
t31	0	0	0	1	0
t32	0	0	0	1	0
t33	0	0	0	1	0
t34	1	0	1	0	0
t36	1	1	1	0	0
t37	0	0	0	1	0
t40	0	0	1	0	0
t42	0	0	1	0	0
t43	1	0	0	0	0
t44	1	0	0	0	0
t45	0	1	0	0	0
t46	1	1	0	0	0
t47	1	0	0	0	0
t48	1	0	0	0	0
t49	1	1	0	0	0
t50	1	1	0	0	0
t51	1	0	0	0	0
t52	1	0	0	0	0
t53	1	0	0	0	0
t54	1	0	0	0	0
t55	1	1	0	1	0
t58	0	0	1	0	0
t61	1	1	0	0	0
t62	1	0	0	0	0
t63	1	0	0	0	0
t64	1	0	0	0	0
t65	1	0	0	0	0
t66	1	0	0	0	0
t67	1	0	0	0	0
t68	1	0	0	0	0
t69	1	0	0	0	0
t73	1	0	0	0	0
t75	1	1	0	0	0
t76	1	1	0	0	0
t77	1	1	0	0	0
t78	1	1	0	0	0
t79	1	0	0	0	0
t81	1	0	0	0	0
t82	0	1	0	0	0
t83	1	0	0	0	0
t84	1	0	0	0	0
t85	1	0	0	0	0
t86	1	0	0	0	0
t90	1	0	0	0	0
t92	1	0	0	0	0
t93	1	0	0	0	0
t95	1	0	0	0	0
t96	1	0	0	0	0
t97	1	0	0	0	0
t98	1	0	0	0	0
t99	1	0	0	0	0
t100	1	0	0	0	0
t103	1	1	0	0	0
t104	1	0	0	0	0
t106	1	0	0	0	0
t108	0	0	1	0	0
t110	1	0	0	0	0
t111	1	0	0	0	0
t112	1	0	0	0	0
t115	1	0	0	0	0
t122	1	0	0	0	0
t123	1	0	0	0	0
t125	1	0	0	0	0
t127	1	0	0	0	0
t132	1	1	0	0	0
t133	1	0	0	0	0
t138	1	0	0	0	0
t140	1	0	0	0	0
t141	1	0	0	0	0
t142	1	0	0	0	0
t144	1	0	0	0	0
t145	1	0	0	0	0
t146	1	0	0	0	0
t147	1	0	0	0	0
t148	1	0	0	0	0
t149	1	0	0	0	0
t150	1	0	0	0	0
t153	1	0	0	0	0
t154	1	0	0	0	0
t156	1	0	0	0	0
t159	1	0	0	0	0
t161	1	0	0	0	0
t162	1	0	0	0	0
t164	1	0	0	0	0
t165	1	0	0	0	0
t166	1	0	0	0	0
t167	1	0	0	0	0
t168	1	0	0	0	0
t172	1	1	0	0	0
t174	1	1	0	0	0
t175	1	1	0	0	0
t180	1	0	0	0	0
t183	1	1	0	0	0
t184	0	1	0	0	0
t186	1	0	0	0	0
t187	1	0	0	0	0
t190	1	0	0	0	0
t191	1	0	0	0	0
t192	1	0	0	0	0
t193	1	0	0	0	0
t194	1	0	0	0	0
t196	1	0	0	0	0
t197	1	0	0	0	0
t201	1	0	0	0	0
t202	1	0	0	0	0
t203	1	0	0	0	0
t205	1	0	0	0	0
t206	1	0	0	0	0
t209	1	0	0	0	0
t212	1	0	0	0	0
t213	1	0	0	0	0
t217	1	0	0	0	0
t218	1	1	0	0	0
t219	1	0	0	0	0
t220	1	0	0	0	0
t224	1	0	0	0	0
t225	1	0	0	0	0
t236	1	0	0	0	0
t241	1	0	0	0	0
t242	1	0	0	0	0
t244	1	0	0	0	0
t249	1	1	0	0	0
t250	1	1	0	0	0
t251	1	0	0	0	0
t252	1	0	0	0	0
t254	0	1	0	0	0
t257	1	1	0	0	0
t258	1	0	0	0	0
t259	1	0	0	0	0
t262	1	0	0	0	0
t264	1	0	0	0	0
t265	1	0	0	0	0
t266	1	0	0	0	0
t268	1	0	0	0	0
t269	1	0	0	0	0
t272	1	0	0	0	0
t274	1	0	0	0	0
t275	1	0	0	0	0
t276	1	0	0	0	0
t279	0	1	0	0	0
t281	1	0	0	0	0
t283	1	0	0	0	0
t284	1	0	0	0	0
t285	1	0	0	0	0
t286	1	0	0	0	0
t287	1	0	0	0	0
t288	1	0	0	0	0
t290	1	0	0	0	0
t295	1	0	0	0	0
t296	1	0	0	0	0
t298	1	0	0	0	0
t302	1	0	0	0	0
t304	1	0	0	0	0
t309	1	0	0	0	0
t310	1	0	0	0	0
t313	1	0	0	0	0
t314	1	0	0	0	0
t315	1	0	0	0	0
t316	1	0	0	0	0
t317	1	0	0	0	0
t319	1	0	0	0	0
t320	1	0	0	0	0
t321	1	0	0	0	0
t325	1	0	0	0	0
t327	1	0	0	0	0
t331	1	0	0	0	0
t333	1	1	0	0	0
t334	1	0	0	0	0
t336	1	0	0	0	0
t344	1	0	0	0	0
t348	1	0	0	0	0
t349	1	0	0	0	0
t354	1	0	0	0	0
t355	1	0	0	0	0
t356	1	0	0	0	0
t359	0	1	0	0	0
t361	1	0	0	0	0
t363	1	0	0	0	0
t366	1	0	0	0	0
t369	1	0	0	0	0
t371	1	0	0	0	0
t374	1	0	0	0	0
t376	1	0	0	0	0
t378	1	0	0	0	0
t385	1	0	0	0	0
t389	1	0	0	0	0
t392	1	0	0	0	0
t393	1	0	0	0	0
t394	1	0	0	0	0
t396	1	0	0	0	0
t398	1	0	0	0	0
t399	1	0	0	0	0
t400	1	0	0	0	0
t402	1	0	0	0	0
t404	1	0	0	0	0
t406	1	0	0	0	0
t409	1	0	0	0	0
t411	1	0	0	0	0
t412	1	0	0	0	0
t414	1	0	0	0	0
t417	1	0	0	0	0
t418	1	0	0	0	0
t419	1	0	0	0	0
t429	1	0	0	0	0
t430	1	0	0	0	0
t431	1	0	0	0	0
t432	1	0	0	0	0
t433	1	0	0	0	0
t440	1	0	0	0	0
t443	1	0	0	0	0
t447	1	0	0	0	0
t452	1	0	0	0	0
t454	1	0	0	0	0
t455	1	0	0	0	0
t463	1	0	0	0	0
t469	1	0	0	0	0
t470	1	0	0	0	0
t471	1	0	0	0	0
t472	1	0	0	0	0
t473	1	0	0	0	0
t474	1	0	0	0	0
t476	1	0	0	0	0
t477	1	0	0	0	0
t478	1	0	0	0	0
t479	1	0	0	0	0
t480	1	0	0	0	0
t481	1	0	0	0	0
t485	1	0	0	0	0
t488	1	0	0	0	0
