taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	1
t2	0	0	0	1	1
t3	0	0	0	1	1
t4	0	0	0	0	1
t5	0	0	0	1	1
t7	0	0	0	1	0
t8	0	1	1	0	0
t9	0	0	0	1	0
t10	0	0	0	1	0
t11	0	0	0	1	0
t12	0	1	1	0	0
t13	0	0	0	1	1
t14	1	1	1	0	0
t15	0	0	0	1	0
t16	0	0	1	1	0
t18	0	0	1	1	1
t19	0	0	1	1	0
t20	0	0	1	1	1
t21	0	0	0	1	0
t22	0	0	0	1	0
t23	1	1	1	1	0
t24	0	0	0	1	0
t25	0	0	0	1	0
t26	0	0	1	0	0
t27	0	0	0	1	0
t29	1	1	1	1	0
t30	1	1	0	0	0
t32	1	0	0	0	0
t35	0	0	1	0	0
t36	0	0	1	1	0
t37	1	1	1	0	0
t38	0	0	0	1	0
t40	0	0	0	1	0
t42	0	0	1	1	0
t44	1	0	0	0	0
t45	1	0	0	0	0
t46	0	1	0	0	0
t49	1	0	0	0	0
t50	1	0	0	0	0
t52	0	0	1	1	0
t53	0	0	1	0	0
t54	0	0	0	1	0
t57	1	0	0	0	0
t58	1	0	0	0	0
t59	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t62	1	0	0	0	0
t64	1	0	0	0	0
t65	1	0	0	0	0
t66	0	0	0	1	0
t67	0	0	0	1	0
t68	0	0	1	1	0
t69	0	0	0	1	0
t70	0	0	1	1	0
t71	0	1	0	0	0
t72	0	0	1	0	0
t73	1	1	0	0	0
t74	1	1	0	0	0
t76	1	0	0	0	0
t79	0	0	0	1	0
t80	0	0	1	1	0
t81	1	0	0	0	0
t82	1	0	0	0	0
t84	1	0	0	0	0
t86	1	0	0	0	0
t88	1	0	0	0	0
t91	1	0	0	0	0
t92	1	0	0	0	0
t96	1	0	0	0	0
t98	0	0	0	1	0
t101	1	0	0	0	0
t102	1	0	0	0	0
t103	1	0	0	0	0
t105	1	0	0	0	0
t106	1	0	0	0	0
t109	0	0	0	1	0
t110	0	0	1	0	0
t111	0	0	1	1	0
t112	0	0	0	1	0
t113	0	1	1	0	0
t114	1	1	0	0	0
t115	1	1	0	0	0
t116	1	1	0	0	0
t117	0	1	0	0	0
t118	1	0	0	0	0
t122	1	0	0	0	0
t125	1	0	0	0	0
t127	1	0	0	0	0
t131	1	0	0	0	0
t134	1	0	0	0	0
t137	1	0	0	0	0
t141	0	0	1	0	0
t144	1	0	0	0	0
t149	1	1	1	0	0
t150	1	0	0	0	0
t151	1	1	0	0	0
t152	1	0	0	0	0
t153	1	0	0	0	0
t155	1	0	0	0	0
t156	0	0	1	0	0
t157	1	0	0	0	0
t158	1	1	0	0	0
t159	1	1	0	0	0
t160	1	0	0	0	0
t162	1	1	0	0	0
t163	1	1	0	0	0
t164	1	0	0	0	0
t165	1	1	0	0	0
t166	1	0	0	0	0
t167	1	0	0	0	0
t168	1	1	0	0	0
t170	1	0	0	0	0
t172	1	0	0	0	0
t173	1	0	0	0	0
t175	1	0	0	0	0
t176	1	0	0	0	0
t185	1	0	0	0	0
t187	1	0	0	0	0
t188	1	0	0	0	0
t191	1	0	0	0	0
t192	1	0	0	0	0
t193	1	0	0	0	0
t194	1	0	0	0	0
t198	1	1	0	0	0
t201	1	1	0	0	0
t202	1	1	0	0	0
t203	1	0	0	0	0
t206	1	1	0	0	0
t207	1	0	0	0	0
t210	1	0	0	0	0
t212	0	1	0	0	0
t213	1	0	0	0	0
t216	1	0	0	0	0
t218	1	0	0	0	0
t223	1	0	0	0	0
t224	1	0	0	0	0
t225	1	0	0	0	0
t229	1	0	0	0	0
t230	1	0	0	0	0
t233	1	0	0	0	0
t234	1	0	0	0	0
t237	1	0	0	0	0
t238	1	0	0	0	0
t240	1	0	0	0	0
t243	1	0	0	0	0
