taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	1	0
t3	0	0	0	1	1
t5	0	0	0	0	1
t6	0	0	0	1	0
t8	0	0	1	0	0
t9	0	0	0	1	0
t10	1	1	0	0	0
t14	0	0	0	1	0
t24	0	0	0	1	0
t30	1	1	0	0	0
t32	1	0	0	0	0
t33	1	0	0	0	0
t34	1	0	0	0	0
t36	0	0	0	1	0
t40	1	1	1	0	0
t41	1	0	0	0	0
t42	1	0	0	0	0
t43	1	0	0	0	0
t46	1	0	0	0	0
t47	1	0	0	0	0
t48	1	0	0	0	0
t51	1	1	0	0	0
t53	1	1	0	0	0
t56	1	0	0	0	0
t58	1	0	0	0	0
t59	1	0	0	0	0
t62	1	0	0	0	0
t67	0	0	1	0	0
t68	1	1	0	0	0
t69	1	0	0	0	0
t70	1	0	0	0	0
t71	1	0	0	0	0
t77	1	0	0	0	0
t80	1	1	0	0	0
t81	1	1	0	0	0
t83	1	0	0	0	0
t86	1	0	0	0	0
t87	1	0	0	0	0
t88	1	0	0	0	0
t89	1	0	0	0	0
t91	1	0	0	0	0
t94	1	0	0	0	0
t96	1	0	0	0	0
t97	1	0	0	0	0
t99	1	0	0	0	0
t100	1	0	0	0	0
t101	1	0	0	0	0
t102	1	0	0	0	0
t104	1	0	0	0	0
t108	1	0	0	0	0
t115	1	0	0	0	0
t116	1	0	0	0	0
t118	1	1	0	0	0
t119	1	0	0	0	0
t121	1	0	0	0	0
t125	1	0	0	0	0
t127	1	1	0	0	0
t129	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t133	1	0	0	0	0
t134	1	0	0	0	0
t135	1	0	0	0	0
t136	1	0	0	0	0
t138	1	0	0	0	0
t140	1	0	0	0	0
t146	1	0	0	0	0
t154	1	0	0	0	0
t155	1	0	0	0	0
t159	1	0	0	0	0
t160	1	0	0	0	0
t165	1	0	0	0	0
t166	1	0	0	0	0
t170	1	0	0	0	0
t171	1	0	0	0	0
t172	1	0	0	0	0
t175	1	0	0	0	0
t176	1	0	0	0	0
