taxon	max_age	min_age
t1	28.0923542706296	20.8892200291394
t3	24.887859332788	20.2055162445272
t4	23.2476461093612	23.2476461093612
t5	22.3671694116825	8.92415642977581
t6	21.9295046886789	17.5739239193397
t7	18.1746447673079	13.6872861715316
t8	18.6018278614083	12.261810329426
t9	10.3684642179072	10.3684642179072
t11	16.794834949813	10.4912961164144
t13	14.084696673668	5.9200089838276
t15	9.8657753335192	8.33079836187305
t16	5.32009903075416	4.18142298591256
t17	23.4003213564915	15.0979008979807
t18	21.7569660808278	8.55621756714106
t19	12.0782638820372	8.19414777212697
t23	10.6372375184626	10.6372375184626
t24	8.53308693387416	3.09819544379197
t25	9.43537235293044	1.54862983023312
t26	11.7138932709312	11.7138932709312
t28	6.08353485386326	5.64855040201952
t29	13.0307488564442	13.0307488564442
t30	7.00455632569462	7.00455632569462
t31	5.03093375560989	3.51663559567034
t32	0.696630832418261	0.418166303065377
t33	17.833635663293	15.5704048188922
t34	14.4952417063894	14.4952417063894
t38	9.10436036024443	9.10436036024443
t40	7.38419027935247	5.48868814419489
t41	10.55892047065	7.79374729740332
t42	7.43056345262707	5.63707269880753
t47	9.84163792171837	3.13349366992424
t48	8.08708249738687	1.88245638154471
t49	7.40043724390836	7.40043724390836
t51	1.34208820164208	1.22750796726427
t55	3.08309402519067	2.16683471706795
t56	10.8664407846869	9.36430849774835
t58	6.15821037329306	0.754936077271065
t60	2.5251776512449	0.826487920406951
t61	16.7535121962326	9.1501555544138
t62	14.186216025648	9.59410733343509
t65	5.81258800657343	5.81258800657343
t70	2.53419725715629	2.44857836074642
t72	0.674801528009603	0.161845903797261
t73	9.82194268304657	9.82194268304657
t74	10.9516919400934	10.9516919400934
t75	8.83746802345962	0.625926300022712
t77	4.28534898771759	3.17608793893162
t82	1.21441613792177	1.21441613792177
t86	2.83177569565591	2.83177569565591
t91	8.52997909765836	8.52997909765836
t95	10.3473718933965	8.59074028248145
t96	4.28766884540779	4.28766884540779
t97	1.157873541106	1.157873541106
t99	10.4488230031461	9.57676180218583
t100	5.19932484907898	4.18194209258251
t101	3.12492321384058	3.12492321384058
t102	8.14274943933951	2.69944129669231
t104	5.90785067377375	4.07831052787986
t105	1.33475126293993	1.33475126293993
t106	3.71960137396902	1.83999497835083
t110	4.99123281908333	0.558334984108637
t111	2.81417397799671	2.81417397799671
t115	1.45470281953115	1.45470281953115
t116	12.9753427441136	12.9753427441136
t117	12.4433511316833	0.33216059169774
t120	6.52012437638475	6.52012437638475
t121	6.85445190395918	2.39293008114003
t122	6.82644135746216	3.16662550069073
t125	7.71212883143178	7.71212883143178
t127	7.5899971066745	3.53949009219721
t130	2.51676013570768	2.51676013570768
t133	8.54220205162437	8.54220205162437
t134	4.54203842909711	3.97374647575068
t135	3.80693601184881	3.42518969862579
t141	0.43299821574228	0.43299821574228
t148	1.90491110450244	1.74801489391641
t149	4.49068478101253	1.30153930242216
t150	2.17496685258257	2.17496685258257
t151	6.39433285054819	6.39433285054819
t152	8.32979025168767	8.32979025168767
t156	2.55892850490254	2.55892850490254
t161	9.08523590272171	0.376141804082351
t163	3.99465448281136	2.08168753636099
t164	2.75411498797613	2.75411498797613
t166	1.7367319970043	1.7367319970043
t169	0.229357620117625	0.229357620117625
t171	2.55753926150062	0.19427204046303
t172	7.36806581492789	5.90276515031176
t173	4.42999735583719	4.42999735583719
t174	3.86259476874876	0.948911860516287
t175	2.65225307240037	2.65225307240037
t178	7.83696776646994	0.178274210119589
t179	2.00064982532129	2.00064982532129
t184	7.35165211809263	7.35165211809263
t185	8.66367365049904	8.66367365049904
t188	3.12435832791459	1.15791605460575
t196	6.63817088970857	6.63817088970857
t197	6.16354540585214	6.16354540585214
t202	6.53625784522416	6.53625784522416
t205	3.41577120981984	0.92410323807529
t206	0.862308648289467	0.862308648289467
t207	2.30385190464544	2.30385190464544
t211	1.19872456402015	1.19872456402015
t213	0.90147735381306	0.625542340034553
t216	4.57002081531697	4.57002081531697
t218	1.94164346220776	0.969607115551486
t223	2.01137584733747	2.01137584733747
t229	0.329567915543585	0.329567915543585
t230	1.80829345588344	1.80829345588344
