taxon	int_1	int_2
t1	1	1
t2	1	0
t3	1	0
t5	1	0
t7	1	0
t8	1	0
t9	1	0
t10	1	0
t12	1	0
t16	1	0
t20	1	0
t21	1	0
t22	1	0
t23	1	0
t25	1	0
t30	1	0
t31	1	0
t32	1	0
t33	1	0
t34	1	0
t36	1	0
t37	1	0
t38	1	0
t40	1	0
t41	1	0
t50	1	0
t52	1	0
t53	1	0
t55	1	0
t57	1	0
t58	1	0
t59	1	0
t60	1	0
t62	1	0
t65	1	0
t69	1	0
t74	1	0
t79	1	0
t87	1	0
t89	1	0
t92	1	0
t95	1	0
t96	1	0
t103	1	0
t105	1	0
t106	1	0
t110	1	0
t111	1	0
t113	1	0
t114	1	0
t120	1	0
t121	1	0
t128	1	0
t130	1	0
t132	1	0
t137	1	0
t140	1	0
t141	1	0
t144	1	0
t145	1	0
t146	1	0
t147	1	0
t148	1	0
t151	1	0
t152	1	0
t153	1	0
t154	1	0
t155	1	0
t159	1	0
t163	1	0
t164	1	0
t165	1	0
t173	1	0
t174	1	0
t175	1	0
t176	1	0
t181	1	0
t184	1	0
t185	1	0
t186	1	0
t187	1	0
t188	1	0
t189	1	0
t192	1	0
t193	1	0
t195	1	0
t196	1	0
t199	1	0
t202	1	0
t204	1	0
t206	1	0
t210	1	0
t215	1	0
t218	1	0
t219	1	0
t223	1	0
t228	1	0
t229	1	0
t232	1	0
t233	1	0
