taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	20	10
t3	30	20	20	10
t4	30	20	30	20
t5	30	20	20	10
t6	30	20	20	10
t7	30	20	30	20
t8	30	20	10	0
t9	30	20	20	10
t10	20	10	20	10
t11	30	20	20	10
t12	20	10	20	10
t13	20	10	20	10
t14	20	10	20	10
t16	20	10	20	10
t17	30	20	20	10
t19	30	20	30	20
t20	20	10	10	0
t22	20	10	10	0
t23	10	0	10	0
t24	10	0	10	0
t25	20	10	20	10
t26	20	10	10	0
t27	20	10	20	10
t29	20	10	20	10
t30	30	20	30	20
t32	20	10	20	10
t33	30	20	30	20
t35	10	0	10	0
t36	10	0	10	0
t37	10	0	10	0
t38	10	0	10	0
t39	10	0	10	0
t40	10	0	10	0
t41	10	0	10	0
t42	10	0	10	0
t44	10	0	10	0
t45	10	0	10	0
t48	10	0	10	0
t50	10	0	10	0
t51	10	0	10	0
t52	10	0	10	0
t53	10	0	10	0
t55	10	0	10	0
t58	20	10	20	10
t61	20	10	20	10
t62	20	10	20	10
t63	20	10	20	10
t64	10	0	10	0
t65	10	0	10	0
t66	10	0	10	0
t68	10	0	10	0
t72	10	0	10	0
t73	10	0	10	0
t76	10	0	10	0
t78	10	0	10	0
t84	10	0	10	0
t85	10	0	10	0
t87	10	0	10	0
t88	10	0	10	0
t89	10	0	10	0
t91	10	0	10	0
t92	10	0	10	0
t94	10	0	10	0
t96	10	0	10	0
t98	20	10	10	0
t99	10	0	10	0
t100	10	0	10	0
t101	10	0	10	0
t102	10	0	10	0
t103	10	0	10	0
t105	10	0	10	0
t109	10	0	10	0
t110	10	0	10	0
t115	10	0	10	0
t117	10	0	10	0
t122	10	0	10	0
t123	10	0	10	0
t124	10	0	10	0
t127	10	0	10	0
t129	10	0	10	0
t134	10	0	10	0
t135	10	0	10	0
t136	10	0	10	0
t139	10	0	10	0
t140	10	0	10	0
t142	10	0	10	0
t144	10	0	10	0
t145	10	0	10	0
t146	10	0	10	0
t149	10	0	10	0
t150	10	0	10	0
t151	10	0	10	0
t152	10	0	10	0
t153	10	0	10	0
t154	10	0	10	0
t155	10	0	10	0
t156	10	0	10	0
t157	10	0	10	0
t159	10	0	10	0
t160	10	0	10	0
t166	10	0	10	0
t168	10	0	10	0
t173	10	0	10	0
t175	10	0	10	0
t177	10	0	10	0
t178	10	0	10	0
t181	10	0	10	0
t182	10	0	10	0
t185	10	0	10	0
t186	10	0	10	0
t187	10	0	10	0
t189	10	0	10	0
t191	10	0	10	0
t192	10	0	10	0
t193	10	0	10	0
t195	10	0	10	0
t199	10	0	10	0
t202	10	0	10	0
t203	10	0	10	0
t205	10	0	10	0
t206	10	0	10	0
t208	10	0	10	0
t211	10	0	10	0
t214	10	0	10	0
t215	10	0	10	0
t217	10	0	10	0
t218	10	0	10	0
t220	10	0	10	0
t221	10	0	10	0
t223	10	0	10	0
t225	10	0	10	0
t230	10	0	10	0
t231	10	0	10	0
t232	10	0	10	0
t233	10	0	10	0
t236	10	0	10	0
t239	10	0	10	0
t240	10	0	10	0
t242	10	0	10	0
t244	10	0	10	0
t245	10	0	10	0
t246	10	0	10	0
t247	10	0	10	0
t249	10	0	10	0
t254	10	0	10	0
t256	10	0	10	0
t257	10	0	10	0
t258	10	0	10	0
t259	10	0	10	0
t266	10	0	10	0
t270	10	0	10	0
t271	10	0	10	0
t272	10	0	10	0
t273	10	0	10	0
t274	10	0	10	0
t276	10	0	10	0
t277	10	0	10	0
t278	10	0	10	0
t280	10	0	10	0
t281	10	0	10	0
t282	10	0	10	0
t286	10	0	10	0
t287	10	0	10	0
t288	10	0	10	0
t290	10	0	10	0
t296	10	0	10	0
t297	10	0	10	0
t298	10	0	10	0
t299	10	0	10	0
t302	10	0	10	0
t304	10	0	10	0
t306	10	0	10	0
t307	10	0	10	0
t309	10	0	10	0
t316	10	0	10	0
t317	10	0	10	0
t319	10	0	10	0
t322	10	0	10	0
t323	10	0	10	0
t325	10	0	10	0
t327	10	0	10	0
t328	10	0	10	0
t330	10	0	10	0
t332	10	0	10	0
t334	10	0	10	0
t336	10	0	10	0
t340	10	0	10	0
t342	10	0	10	0
t344	10	0	10	0
t348	10	0	10	0
t349	10	0	10	0
t350	10	0	10	0
t351	10	0	10	0
t352	10	0	10	0
t355	10	0	10	0
t362	10	0	10	0
t366	10	0	10	0
t371	10	0	10	0
t373	10	0	10	0
t374	10	0	10	0
t375	10	0	10	0
t376	10	0	10	0
t378	10	0	10	0
t379	10	0	10	0
t380	10	0	10	0
t383	10	0	10	0
t384	10	0	10	0
t387	10	0	10	0
t388	10	0	10	0
t389	10	0	10	0
t395	10	0	10	0
t400	10	0	10	0
t401	10	0	10	0
t410	10	0	10	0
t415	10	0	10	0
t417	10	0	10	0
t418	10	0	10	0
t421	10	0	10	0
t422	10	0	10	0
t424	10	0	10	0
t428	10	0	10	0
t432	10	0	10	0
t434	10	0	10	0
t435	10	0	10	0
t437	10	0	10	0
t438	10	0	10	0
