taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	10	0
t3	30	20	20	10
t4	30	20	20	10
t5	30	20	30	20
t6	30	20	20	10
t7	20	10	20	10
t8	20	10	20	10
t9	20	10	20	10
t12	10	0	10	0
t13	10	0	10	0
t14	10	0	10	0
t16	30	20	20	10
t17	20	10	10	0
t18	30	20	30	20
t19	30	20	20	10
t20	30	20	20	10
t21	30	20	10	0
t22	20	10	20	10
t23	10	0	10	0
t26	30	20	20	10
t27	30	20	30	20
t28	20	10	10	0
t30	10	0	10	0
t31	30	20	30	20
t33	30	20	20	10
t34	20	10	20	10
t35	20	10	20	10
t37	20	10	10	0
t38	10	0	10	0
t39	10	0	10	0
t40	30	20	20	10
t41	20	10	20	10
t42	20	10	20	10
t45	10	0	10	0
t46	10	0	10	0
t47	10	0	10	0
t48	10	0	10	0
t49	10	0	10	0
t50	10	0	10	0
t51	10	0	10	0
t52	10	0	10	0
t55	30	20	10	0
t59	20	10	20	10
t60	10	0	10	0
t61	10	0	10	0
t62	10	0	10	0
t64	10	0	10	0
t66	10	0	10	0
t70	10	0	10	0
t71	10	0	10	0
t72	10	0	10	0
t73	10	0	10	0
t75	10	0	10	0
t76	10	0	10	0
t77	10	0	10	0
t78	10	0	10	0
t79	10	0	10	0
t80	10	0	10	0
t81	10	0	10	0
t82	10	0	10	0
t86	10	0	10	0
t88	10	0	10	0
t89	10	0	10	0
t92	10	0	10	0
t95	10	0	10	0
t96	10	0	10	0
t97	10	0	10	0
t101	20	10	20	10
t102	20	10	20	10
t103	20	10	20	10
t104	10	0	10	0
t105	10	0	10	0
t112	10	0	10	0
t114	10	0	10	0
t115	10	0	10	0
t116	10	0	10	0
t117	10	0	10	0
t118	10	0	10	0
t119	10	0	10	0
t120	10	0	10	0
t121	10	0	10	0
t122	10	0	10	0
t124	10	0	10	0
t126	10	0	10	0
t128	20	10	20	10
t129	10	0	10	0
t130	10	0	10	0
t131	10	0	10	0
t132	10	0	10	0
t133	10	0	10	0
t134	10	0	10	0
t136	10	0	10	0
t137	10	0	10	0
t139	10	0	10	0
t140	10	0	10	0
t146	10	0	10	0
t148	10	0	10	0
t150	10	0	10	0
t151	10	0	10	0
t152	10	0	10	0
t155	10	0	10	0
t159	10	0	10	0
t161	10	0	10	0
t164	10	0	10	0
t165	10	0	10	0
t166	10	0	10	0
t171	10	0	10	0
t177	10	0	10	0
t179	10	0	10	0
t180	10	0	10	0
t181	10	0	10	0
t188	10	0	10	0
t190	10	0	10	0
t194	10	0	10	0
t198	10	0	10	0
t204	10	0	10	0
t208	10	0	10	0
t209	10	0	10	0
t210	10	0	10	0
t214	10	0	10	0
t217	10	0	10	0
t219	10	0	10	0
t220	10	0	10	0
t223	10	0	10	0
t224	10	0	10	0
t225	10	0	10	0
t229	10	0	10	0
t233	10	0	10	0
