taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	20	10
t2	30	20	20	10
t3	30	20	30	20
t4	20	10	20	10
t7	30	20	20	10
t8	30	20	30	20
t9	30	20	20	10
t10	20	10	20	10
t11	30	20	30	20
t12	30	20	30	20
t13	20	10	20	10
t14	30	20	30	20
t15	30	20	30	20
t16	20	10	10	0
t17	30	20	10	0
t18	20	10	20	10
t19	10	0	10	0
t20	10	0	10	0
t22	10	0	10	0
t25	20	10	10	0
t27	20	10	20	10
t28	10	0	10	0
t29	10	0	10	0
t31	30	20	10	0
t32	20	10	20	10
t34	10	0	10	0
t35	10	0	10	0
t39	20	10	10	0
t41	10	0	10	0
t42	10	0	10	0
t44	10	0	10	0
t46	10	0	10	0
t48	10	0	10	0
t49	10	0	10	0
t50	10	0	10	0
t51	10	0	10	0
t54	10	0	10	0
t55	10	0	10	0
t57	20	10	20	10
t60	10	0	10	0
t61	10	0	10	0
t62	10	0	10	0
t65	20	10	10	0
t66	10	0	10	0
t67	10	0	10	0
t68	10	0	10	0
t69	10	0	10	0
t71	10	0	10	0
t72	10	0	10	0
t75	10	0	10	0
t77	10	0	10	0
t78	10	0	10	0
t83	10	0	10	0
t84	10	0	10	0
t85	10	0	10	0
t86	10	0	10	0
t89	10	0	10	0
t90	10	0	10	0
t91	10	0	10	0
t92	20	10	20	10
t93	10	0	10	0
t94	10	0	10	0
t95	10	0	10	0
t96	10	0	10	0
t97	10	0	10	0
t98	10	0	10	0
t99	10	0	10	0
t100	10	0	10	0
t101	10	0	10	0
t102	10	0	10	0
t106	10	0	10	0
t107	10	0	10	0
t108	10	0	10	0
t109	10	0	10	0
t110	10	0	10	0
t111	10	0	10	0
t114	10	0	10	0
t118	10	0	10	0
t121	10	0	10	0
t123	10	0	10	0
t124	10	0	10	0
t126	10	0	10	0
t133	10	0	10	0
t134	10	0	10	0
t135	10	0	10	0
t137	10	0	10	0
t140	10	0	10	0
t141	10	0	10	0
t142	10	0	10	0
t144	10	0	10	0
t145	10	0	10	0
t148	10	0	10	0
t149	10	0	10	0
t151	10	0	10	0
t153	10	0	10	0
t154	10	0	10	0
t155	10	0	10	0
t157	10	0	10	0
t158	10	0	10	0
t159	10	0	10	0
t163	10	0	10	0
t164	10	0	10	0
t169	10	0	10	0
t170	10	0	10	0
t174	10	0	10	0
t175	10	0	10	0
t176	10	0	10	0
t186	10	0	10	0
t187	10	0	10	0
t188	10	0	10	0
t191	10	0	10	0
t194	10	0	10	0
t207	10	0	10	0
t212	10	0	10	0
t213	10	0	10	0
t215	10	0	10	0
t216	10	0	10	0
t217	10	0	10	0
t222	10	0	10	0
t223	10	0	10	0
t226	10	0	10	0
t227	10	0	10	0
t228	10	0	10	0
t229	10	0	10	0
t232	10	0	10	0
t240	10	0	10	0
